,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_CREB,0.0,0.026,0.039,0.051,0.061,0.07,0.085,0.1,0.12,0.138
Bcells_p38,0.0,0.004,0.014,0.017,0.022,0.032,0.042,0.052,0.062,0.07
Bcells_S6,0.0,0.032,0.068,0.102,0.126,0.15,0.171,0.207,0.236,0.27
Bcells_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002
Bcells_NFkB,0.0,0.201,0.282,0.356,0.407,0.452,0.481,0.509,0.542,0.568
Bcells_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_Frequency,0.0,0.048,0.054,0.068,0.08,0.088,0.102,0.114,0.122,0.131
CCR2nncMC_CREB,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002
CCR2nncMC_STAT3,0.0,0.076,0.104,0.131,0.154,0.191,0.213,0.241,0.26,0.273
CCR2nncMC_S6,0.0,0.007,0.017,0.022,0.023,0.026,0.027,0.032,0.039,0.051
CCR2nncMC_IkB,0.0,0.0,0.0,0.001,0.002,0.005,0.007,0.007,0.008,0.01
CCR2nncMC_Frequency,0.0,0.116,0.151,0.187,0.215,0.243,0.276,0.299,0.329,0.355
CCR2pcMC_CREB,0.0,0.045,0.061,0.081,0.095,0.107,0.12,0.134,0.145,0.158
CCR2pcMC_p38,0.0,0.0,0.002,0.008,0.011,0.014,0.024,0.031,0.034,0.039
CCR2pcMC_STAT3,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.003
CCR2pcMC_S6,0.0,0.001,0.002,0.004,0.006,0.009,0.012,0.016,0.022,0.026
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.027,0.049,0.075,0.097,0.124,0.14,0.163,0.192,0.224
CCR2pcMC_ERK,0.0,0.0,0.0,0.001,0.001,0.007,0.009,0.015,0.021,0.025
CCR2pcMC_MAPKAPK2,0.0,0.004,0.01,0.016,0.023,0.033,0.038,0.052,0.058,0.064
CCR2pcMC_Frequency,0.0,0.019,0.032,0.037,0.043,0.051,0.063,0.074,0.089,0.099
CD41hiCD61hiPLT_CREB,0.0,0.274,0.361,0.416,0.447,0.472,0.513,0.545,0.572,0.592
CD41hiCD61hiPLT_p38,0.0,0.523,0.617,0.661,0.684,0.717,0.74,0.766,0.777,0.793
CD41hiCD61hiPLT_S6,0.0,0.108,0.19,0.261,0.32,0.377,0.416,0.456,0.496,0.525
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.642,0.709,0.746,0.778,0.807,0.832,0.851,0.871,0.877
