,Fold selected features,Fold nb of features
Fold 0,"['MAPKAPK2', 'NFkB', 'p38', 'CREB']",4
Fold 1,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 2,"['MAPKAPK2', 'IkB', 'CREB', 'Frequency']",4
Fold 3,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'Frequency']",5
Fold 4,"['NFkB', 'CREB', 'Frequency']",3
Fold 5,['NFkB'],1
Fold 6,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 7,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB']",5
Fold 8,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 9,['NFkB'],1
Fold 10,"['MAPKAPK2', 'NFkB', 'p38', 'Frequency']",4
Fold 11,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 12,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 13,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 14,"['MAPKAPK2', 'NFkB', 'p38', 'CREB']",4
Fold 15,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 16,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 17,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 18,"['NFkB', 'CREB']",2
Fold 19,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 20,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 21,['NFkB'],1
Fold 22,"['MAPKAPK2', 'IkB', 'CREB', 'Frequency']",4
Fold 23,['NFkB'],1
Fold 24,"['MAPKAPK2', 'NFkB', 'p38', 'CREB']",4
Fold 25,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 26,"['NFkB', 'CREB']",2
Fold 27,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 28,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB']",5
Fold 29,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 30,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 31,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 32,"['MAPKAPK2', 'NFkB', 'p38', 'Frequency']",4
Fold 33,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 34,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 35,"['NFkB', 'CREB', 'Frequency']",3
Fold 36,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 37,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 38,"['MAPKAPK2', 'NFkB', 'p38', 'CREB']",4
Fold 39,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'Frequency']",5
Fold 40,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 41,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 42,"['MAPKAPK2', 'NFkB', 'p38', 'CREB']",4
Fold 43,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 44,['NFkB'],1
Fold 45,"['MAPKAPK2', 'IkB', 'NFkB', 'p38', 'CREB', 'Frequency']",6
Fold 46,['NFkB'],1
Fold 47,"['MAPKAPK2', 'NFkB', 'p38', 'CREB', 'Frequency']",5
Fold 48,"['MAPKAPK2', 'NFkB', 'p38', 'CREB']",4
Fold 49,"['NFkB', 'CREB']",2
