,Spearman corr,pvalue
IL.1.R4,0.7876324364976476,2.2179495222790647e-37
Siglec.6,0.7378681159754061,1.1577736748221252e-30
Activin.A,0.6813601389473293,1.1175985993770673e-24
PLXB2,0.6600490322425556,9.320533080904528e-23
discoidin.domain.receptor.1,0.6416354784828404,3.219996242022481e-21
Cystatin.C,0.6279664876550938,3.8355322352174223e-20
MIC.1,0.6147300763221324,3.7685969385599096e-19
Glypican.3,0.5938750275408713,1.1174934183248357e-17
Angiopoietin.2,-0.5886293738165062,2.523286622942677e-17
uPA,0.5648469407092916,8.477847659736966e-16
OX2G,0.5616365329582487,1.3337037843660127e-15
VEGF121,-0.5455772932884523,1.1973891903696021e-14
HEMK2,0.5398777693969745,2.537830977831847e-14
Activin.AB,0.5328902016032326,6.253419988450993e-14
Histone.H2A.z,0.5324116211281005,6.64681263022352e-14
MMP.12,-0.5234111059895566,2.0569695258992042e-13
annexin.I,0.505068548308657,1.859685480446824e-12
NID2,0.5039173043998422,2.1260315429507116e-12
BID,0.5007053949141268,3.0803826589468333e-12
MMP.17,0.498871860555633,3.799984412309471e-12
PTN,0.4938168079861412,6.73543430385531e-12
Nidogen,0.48793757251860587,1.2953922609658869e-11
TSP2,0.47444094294986616,5.550835974476543e-11
H2B2E,0.47176431836793115,7.352634684657366e-11
Ephrin.B3,0.470589369138671,8.31192136350641e-11
OMD,0.4652318886898277,1.4454397795566132e-10
FSTL3,0.4651814822877553,1.452918253880093e-10
IP.10,0.45762582080489533,3.119514981733571e-10
SLIK5,-0.44669793470876007,9.118568957190429e-10
IGFBP.5,0.4455046504175623,1.0228322991317195e-09
MP2K4,-0.4432919021115787,1.264113501239177e-09
Antithrombin.III,-0.4396926449731198,1.7782889393412635e-09
GPNMB,0.4379644254734929,2.091981622375553e-09
SLPI,0.4365698483494885,2.3834428310245895e-09
sTie.1,-0.429943806781822,4.394157618504224e-09
GFRa.3,0.4279722131201955,5.258103730008616e-09
BDNF,0.4208529670311841,9.958317381757778e-09
PKC.Z,0.4194848850324516,1.1239626011072959e-08
Protease.nexin.I,0.41827992910055944,1.2498448030200018e-08
PAI.1,0.41695050692458635,1.4044709761260483e-08
CLC7A,0.41382304886317434,1.8442450206464488e-08
MATN3,0.41155644662848617,2.242885585316036e-08
TIMP.3,0.4077328534310675,3.109961917740963e-08
Somatostatin.28,0.405401532897522,3.788213744435476e-08
LGMN,0.39889706356248367,6.516923041077681e-08
ERBB3,0.39650202445785915,7.934761974987259e-08
SCGF.alpha,0.3947396091517474,9.162492102747397e-08
PECAM.1,0.3944237151426945,9.401000088772647e-08
SCGF.beta,0.39409812690798096,9.6530557202854e-08
ICOS,0.39203047293962967,1.1411668817413755e-07
FCN2,-0.3914456565097453,1.1962369906540858e-07
BMP.1,0.391285931619295,1.211715259176598e-07
GRN,0.3901527529553439,1.3271724266031238e-07
VEGF.sR2,-0.3845828455263382,2.0657065631113704e-07
ADAM12,0.37983264220722496,2.993267314047468e-07
Stanniocalcin.1,0.3784344646259296,3.334825315482807e-07
VEGF.sR3,0.37722111051889995,3.66117210892599e-07
sICAM.3,0.37683212180804926,3.7721099076533346e-07
MIS,-0.36957373923305115,6.537594799235671e-07
CD30,0.36846868308735903,7.100213814163783e-07
SCF.sR,-0.3684124337721732,7.130054764109543e-07
SARP.2,0.3675142776626624,7.623068655149225e-07
IL.15.Ra,0.36629504129502394,8.344624424024619e-07
sTie.2,-0.3644925685431769,9.53184943494483e-07
annexin.II,0.362423231053345,1.1093493361689176e-06
gpIIbIIIa,0.35871596019615937,1.4519960943473162e-06
ANGL4,0.3559144178946388,1.7755469543024105e-06
LAG.3,0.35390716175062353,2.048417108778686e-06
TIMP.2,0.35282974096225556,2.210899763471891e-06
IL.27,0.34899856348269076,2.893772800423562e-06
IGFBP.6,0.348208314603495,3.0576368619981326e-06
Apo.E,0.34555748895038935,3.6741427636751953e-06
FCGR1,0.34550890461235995,3.6864748836733643e-06
H2A3,0.34474541990840074,3.8855104313430845e-06
Notch.3,0.3440869471512824,4.065328621737715e-06
HRG,-0.3439612862180951,4.100530791767682e-06
MOZ,0.3432678040724803,4.30006639329357e-06
Layilin,0.341155329836062,4.9662644187232455e-06
sFRP.3,0.340604459870556,5.1554583150793065e-06
Cadherin.E,0.33888224113308063,5.792047383079515e-06
Angiogenin,0.33593687011417905,7.0568683917768244e-06
LSAMP,-0.3357666626285044,7.137437098973211e-06
TGF.b1,0.33576365363218397,7.138869237042926e-06
DSC2,0.33333593652670873,8.387516709018294e-06
QORL1,0.3331845171219059,8.471884458630759e-06
EDA,-0.33206157326643004,9.12312215721195e-06
M.CSF.R,0.3308207988531903,9.897724974162412e-06
Growth.hormone.receptor,-0.3302639409257797,1.0265245246216006e-05
BGN,0.3296182645236225,1.0707551167177294e-05
IL22RA1,0.3270223233766789,1.2674523622703905e-05
BSP,0.32683511103776514,1.2828853607647874e-05
FABP,0.3225061612216859,1.6934258124088595e-05
Trypsin.2,0.321830475403429,1.7677504165389064e-05
Ck.b.8.1,-0.32158204385035766,1.795843965645328e-05
NET4,0.3207581164912544,1.8920642076922956e-05
a2.HS.Glycoprotein,-0.318057713512697,2.2426660382435417e-05
ANGL3,0.31793935893779307,2.259353736767933e-05
PRL,0.31754233076997984,2.3161931758219257e-05
FGF.5,0.3172192412653379,2.3634398278334972e-05
CHL1,-0.3171074657770118,2.379995723586728e-05
DERM,0.31696303749897703,2.401550042987837e-05
sL.Selectin,-0.3155692801745726,2.6192269221015895e-05
TIMP.1,0.31409878116228707,2.8689744974798836e-05
MRCKB,0.3134613646567012,2.984059330493969e-05
b2.Microglobulin,0.3126586483485217,3.135179154807439e-05
PKC.D,0.3118255917621772,3.299613248603971e-05
Nucleoside.diphosphate.kinase.A,0.3116363023917938,3.338091942092646e-05
Trypsin,0.3109944857055372,3.4717281594915375e-05
IDS,0.3102394032316261,3.63539286760185e-05
OLR1,0.30921927366587415,3.868059877797897e-05
RET,0.3076914796221068,4.2428517637699876e-05
MO2R1,-0.3058130079653717,4.750496367923278e-05
Soggy.1,0.30532477902956223,4.8914886678713436e-05
NLGNX,0.3052210982937812,4.92193171049677e-05
ALCAM,-0.3039194005336851,5.319601106369441e-05
Notch.1,-0.2972035258544888,7.896882900486563e-05
Discoidin.domain.receptor.2,0.2967716487821828,8.097404539139403e-05
PDGFRA,0.2961469016775854,8.395930832432278e-05
CHST2,0.2952985802092843,8.817813371746784e-05
SMOC1,0.29528585829054044,8.824288648668733e-05
TACI,0.2948727591277051,9.036985787906867e-05
Cathepsin.G,0.2940412279216501,9.47975905321231e-05
IL.1.sRI,0.29200428720570226,0.00010651649516004275
Ubiquitin,0.2904433344071926,0.00011639939964882388
C1QR1,-0.29025446496233,0.00011765167368220017
TLR4.MD.2.complex,-0.2896867928627998,0.00012149175951441388
PlGF,-0.2878025535472344,0.00013509391210152623
dopa.decarboxylase,-0.28743190008475145,0.00013793170663387605
Prolactin.Receptor,0.2868343747346878,0.00014262391286081443
contactin.1,-0.2846619208542868,0.0001609686676978389
GFRa.1,0.28204773025005786,0.0001859566797763505
Troponin.T,0.28189857280423253,0.00018748609216422173
RELT,0.2812249304040371,0.00019454049264617965
TFF3,0.2810156915539081,0.00019678146777676468
SLIK1,0.28099810077812953,0.0001969709585469657
GNS,0.2805176282953351,0.00020221286437667373
PCSK9,0.27964055570878743,0.00021211804130146303
CDON,0.2791854590977061,0.0002174338325376391
CHST6,0.2780937566293675,0.00023069503272172664
Contactin.4,-0.27786442470679196,0.00023357473014165025
