,Max Proba
artificial.566,0.172
artificial.46,0.166
artificial.683,0.15
artificial.931,0.148
artificial.1014,0.141
artificial.189,0.14
artificial.1015,0.136
artificial.536,0.134
artificial.429,0.123
artificial.294,0.12
artificial.226,0.111
artificial.509,0.104
artificial.1180,0.084
artificial.834,0.082
artificial.1126,0.081
artificial.277,0.079
artificial.359,0.079
artificial.932,0.071
artificial.426,0.068
artificial.1081,0.066
artificial.274,0.065
artificial.650,0.063
artificial.975,0.063
artificial.511,0.063
artificial.1332,0.062
artificial.443,0.061
artificial.857,0.06
artificial.1452,0.058
artificial.12,0.058
artificial.482,0.057
artificial.1133,0.057
artificial.1223,0.056
artificial.914,0.055
artificial.651,0.055
artificial.1283,0.054
artificial.1316,0.051
artificial.1067,0.051
artificial.752,0.051
artificial.341,0.051
artificial.688,0.049
artificial.1061,0.049
artificial.678,0.049
artificial.787,0.049
artificial.37,0.048
artificial.927,0.046
artificial.1042,0.045
artificial.1173,0.045
artificial.1398,0.044
artificial.622,0.044
artificial.393,0.043
artificial.1121,0.043
artificial.335,0.042
artificial.137,0.042
artificial.308,0.042
artificial.338,0.041
artificial.375,0.041
artificial.256,0.04
artificial.156,0.04
artificial.18,0.039
artificial.1343,0.039
artificial.864,0.039
artificial.1333,0.039
artificial.961,0.038
artificial.349,0.038
artificial.694,0.037
artificial.1149,0.037
artificial.690,0.037
artificial.1097,0.037
artificial.131,0.037
artificial.105,0.036
artificial.1116,0.036
artificial.930,0.036
artificial.1094,0.036
artificial.76,0.035
artificial.1212,0.035
artificial.484,0.035
artificial.479,0.034
artificial.968,0.034
artificial.1364,0.033
artificial.996,0.033
artificial.789,0.033
artificial.1422,0.033
artificial.835,0.032
artificial.181,0.031
artificial.283,0.03
artificial.497,0.029
artificial.873,0.029
artificial.305,0.028
artificial.1060,0.028
artificial.1160,0.028
artificial.1388,0.028
artificial.951,0.028
artificial.1006,0.027
artificial.365,0.027
artificial.470,0.027
artificial.575,0.026
artificial.860,0.026
artificial.1421,0.026
artificial.1301,0.025
artificial.428,0.025
artificial.57,0.025
artificial.1062,0.025
artificial.49,0.025
artificial.631,0.024
artificial.1431,0.024
artificial.706,0.024
artificial.953,0.024
artificial.68,0.023
artificial.170,0.023
artificial.86,0.023
artificial.838,0.023
artificial.614,0.022
artificial.1115,0.022
artificial.537,0.022
artificial.1340,0.022
artificial.1432,0.022
artificial.1080,0.022
artificial.87,0.022
artificial.700,0.021
artificial.790,0.021
artificial.101,0.021
artificial.1090,0.021
artificial.891,0.021
artificial.418,0.021
artificial.93,0.02
artificial.146,0.02
artificial.781,0.02
artificial.957,0.02
artificial.172,0.02
artificial.343,0.02
artificial.477,0.02
artificial.77,0.02
artificial.736,0.02
artificial.568,0.019
artificial.940,0.019
artificial.814,0.018
artificial.1112,0.018
artificial.1035,0.018
artificial.514,0.018
artificial.249,0.018
artificial.717,0.018
artificial.1106,0.018
artificial.1105,0.018
artificial.562,0.017
artificial.4,0.017
artificial.897,0.017
artificial.394,0.017
artificial.1131,0.017
artificial.984,0.017
artificial.812,0.017
artificial.1064,0.017
artificial.1450,0.017
artificial.970,0.017
artificial.1233,0.017
artificial.503,0.017
artificial.1043,0.016
artificial.1005,0.016
artificial.1176,0.016
artificial.489,0.016
artificial.1089,0.016
artificial.340,0.016
artificial.945,0.016
artificial.724,0.016
artificial.1386,0.016
artificial.521,0.016
artificial.639,0.016
artificial.1187,0.016
artificial.815,0.015
artificial.262,0.015
artificial.233,0.015
artificial.928,0.015
artificial.1369,0.015
artificial.1027,0.015
artificial.716,0.015
artificial.1130,0.015
artificial.205,0.015
artificial.1128,0.015
artificial.1410,0.015
artificial.31,0.014
artificial.918,0.014
artificial.232,0.014
artificial.529,0.014
artificial.725,0.014
artificial.195,0.014
artificial.345,0.014
artificial.1308,0.014
artificial.8,0.014
artificial.1423,0.014
artificial.133,0.014
artificial.938,0.014
artificial.380,0.014
artificial.1190,0.014
artificial.551,0.014
artificial.1411,0.014
artificial.523,0.013
artificial.320,0.013
artificial.572,0.013
artificial.577,0.013
artificial.333,0.013
artificial.756,0.013
artificial.1023,0.013
artificial.548,0.013
artificial.219,0.013
artificial.1213,0.013
artificial.818,0.013
artificial.1296,0.013
artificial.698,0.012
artificial.921,0.012
artificial.895,0.012
artificial.1441,0.012
artificial.288,0.012
artificial.786,0.012
artificial.997,0.012
artificial.414,0.012
artificial.1048,0.011
artificial.719,0.011
artificial.1267,0.011
artificial.989,0.011
artificial.772,0.011
artificial.737,0.011
artificial.1338,0.011
artificial.740,0.011
artificial.337,0.011
artificial.1148,0.011
artificial.925,0.01
artificial.111,0.01
artificial.665,0.01
artificial.1198,0.01
artificial.1446,0.01
artificial.533,0.01
artificial.236,0.01
artificial.590,0.01
artificial.729,0.01
artificial.1117,0.01
artificial.422,0.01
artificial.293,0.01
artificial.56,0.01
artificial.1312,0.01
artificial.401,0.01
artificial.433,0.009
