,C'=' 0.047,C'=' 0.564,C'=' 1.082,C'=' 1.599,C'=' 2.116,C'=' 2.633,C'=' 3.151,C'=' 3.668,C'=' 4.185,C'=' 4.703
Bcells_p38,0.0,0.149,0.313,0.391,0.429,0.454,0.476,0.494,0.514,0.529
Bcells_Frequency,0.0,0.106,0.167,0.206,0.235,0.254,0.27,0.281,0.29,0.299
CCR2nncMC_Frequency,0.0,0.845,0.886,0.902,0.919,0.924,0.931,0.934,0.939,0.942
CCR2pcMC_STAT3,0.0,0.026,0.041,0.051,0.058,0.065,0.068,0.071,0.075,0.083
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_Frequency,0.0,0.776,0.838,0.865,0.884,0.898,0.906,0.915,0.929,0.935
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.007,0.015,0.02,0.023,0.029,0.032,0.039,0.046,0.051
CD4Tem_STAT3,0.0,0.006,0.023,0.036,0.051,0.059,0.069,0.079,0.087,0.101
CD4Tem_Frequency,0.0,0.076,0.139,0.171,0.197,0.21,0.234,0.251,0.264,0.283
CD4Tnaive_STAT3,0.0,0.005,0.01,0.012,0.017,0.018,0.019,0.02,0.02,0.021
CD4Tnaive_IkB,0.0,0.008,0.051,0.093,0.117,0.151,0.177,0.216,0.247,0.274
CD4Tnaive_Frequency,0.0,0.47,0.539,0.573,0.591,0.61,0.627,0.647,0.659,0.673
CD4Trm_STAT3,0.0,0.0,0.003,0.008,0.01,0.013,0.015,0.016,0.02,0.027
CD4Trm_Frequency,0.0,0.007,0.01,0.012,0.013,0.018,0.021,0.022,0.027,0.029
CD56brightCD16nNKcells_IkB,0.0,0.206,0.339,0.419,0.471,0.5,0.531,0.552,0.576,0.6
CD56dimCD16pNKcells_Frequency,0.0,0.723,0.771,0.794,0.807,0.824,0.83,0.841,0.852,0.867
CD62LnAgedNeutrophils_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD62LnAgedNeutrophils_S6,0.0,0.994,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.005
CD62LpImmatureNeutrophils_S6,0.0,0.959,0.979,0.989,0.99,0.993,0.996,0.998,0.999,1.0
CD62LpImmatureNeutrophils_Frequency,0.0,0.52,0.626,0.679,0.713,0.737,0.761,0.78,0.791,0.806
CD8Tcm_Frequency,0.0,0.009,0.033,0.044,0.054,0.059,0.065,0.07,0.079,0.088
CD8Tem_Frequency,0.0,0.0,0.001,0.003,0.003,0.004,0.007,0.014,0.017,0.019
CD8Tnaive_STAT3,0.0,0.13,0.195,0.238,0.265,0.281,0.29,0.304,0.326,0.344
CD8Tnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_Frequency,0.0,0.072,0.144,0.187,0.219,0.248,0.272,0.294,0.317,0.333
CD8Trm_Frequency,0.0,0.007,0.022,0.034,0.038,0.048,0.051,0.055,0.06,0.067
gdTcells_Frequency,0.0,0.129,0.187,0.239,0.272,0.3,0.331,0.364,0.394,0.414
intMC_IkB,0.0,0.068,0.123,0.17,0.206,0.225,0.247,0.257,0.279,0.299
intMC_Frequency,0.0,0.096,0.157,0.192,0.215,0.234,0.264,0.284,0.308,0.324
mDC_STAT3,0.0,0.063,0.081,0.096,0.112,0.127,0.139,0.153,0.169,0.181
mDC_IkB,0.0,0.015,0.025,0.03,0.041,0.052,0.056,0.062,0.073,0.083
mDC_Frequency,0.0,0.894,0.921,0.938,0.942,0.951,0.956,0.963,0.963,0.965
MDSC_CREB,0.0,0.0,0.002,0.005,0.011,0.016,0.018,0.026,0.029,0.031
MDSC_STAT3,0.0,0.052,0.077,0.097,0.104,0.112,0.118,0.124,0.134,0.14
MDSC_IkB,0.0,0.0,0.018,0.046,0.068,0.116,0.147,0.175,0.203,0.232
MDSC_Frequency,0.0,0.571,0.659,0.697,0.727,0.749,0.768,0.781,0.806,0.815
NKT_IkB,0.0,0.0,0.002,0.01,0.014,0.023,0.037,0.053,0.069,0.083
NKT_Frequency,0.0,0.215,0.314,0.35,0.382,0.404,0.408,0.426,0.44,0.448
Th1mem_STAT3,0.0,0.03,0.071,0.091,0.109,0.129,0.141,0.156,0.164,0.179
Th1mem_IkB,0.0,0.219,0.311,0.351,0.379,0.406,0.433,0.457,0.472,0.484
Th1naive_STAT3,0.0,0.006,0.016,0.02,0.029,0.032,0.034,0.039,0.041,0.041
Th1naive_IkB,0.0,0.708,0.76,0.781,0.798,0.809,0.822,0.839,0.852,0.857
Tregmem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tregmem_Frequency,0.0,0.0,0.003,0.004,0.006,0.007,0.008,0.01,0.013,0.013
Tregnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
Tregnaive_IkB,0.0,0.009,0.022,0.027,0.033,0.035,0.042,0.044,0.045,0.051
