,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,"['Frequency', 'CREB', 'S6']",3
Fold 2,['S6'],1
Fold 3,['S6'],1
Fold 4,"['Frequency', 'CREB', 'S6']",3
Fold 5,['S6'],1
Fold 6,"['Frequency', 'CREB', 'S6']",3
Fold 7,['S6'],1
Fold 8,[],0
Fold 9,"['Frequency', 'CREB', 'S6']",3
Fold 10,"['Frequency', 'S6']",2
Fold 11,['S6'],1
Fold 12,"['Frequency', 'S6']",2
Fold 13,"['Frequency', 'CREB', 'S6']",3
Fold 14,['S6'],1
Fold 15,"['Frequency', 'CREB', 'S6']",3
Fold 16,['S6'],1
Fold 17,"['Frequency', 'S6']",2
Fold 18,"['Frequency', 'CREB', 'S6']",3
Fold 19,['S6'],1
Fold 20,"['Frequency', 'CREB', 'S6']",3
Fold 21,"['Frequency', 'CREB', 'S6']",3
Fold 22,['S6'],1
Fold 23,['S6'],1
Fold 24,['S6'],1
Fold 25,"['Frequency', 'CREB', 'S6']",3
Fold 26,"['Frequency', 'CREB', 'S6']",3
Fold 27,['S6'],1
Fold 28,['S6'],1
Fold 29,['S6'],1
Fold 30,['S6'],1
Fold 31,"['Frequency', 'S6']",2
Fold 32,"['Frequency', 'S6']",2
Fold 33,"['Frequency', 'S6']",2
Fold 34,[],0
Fold 35,"['Frequency', 'CREB', 'S6']",3
Fold 36,"['Frequency', 'CREB', 'S6']",3
Fold 37,"['Frequency', 'CREB', 'S6']",3
Fold 38,[],0
Fold 39,['S6'],1
Fold 40,"['Frequency', 'S6']",2
Fold 41,['S6'],1
Fold 42,[],0
Fold 43,['S6'],1
Fold 44,['S6'],1
Fold 45,[],0
Fold 46,"['Frequency', 'CREB', 'S6']",3
Fold 47,"['Frequency', 'CREB', 'S6']",3
Fold 48,['S6'],1
Fold 49,"['Frequency', 'CREB', 'S6']",3
Fold 50,['S6'],1
Fold 51,"['Frequency', 'S6']",2
Fold 52,['S6'],1
Fold 53,"['Frequency', 'S6']",2
Fold 54,"['Frequency', 'CREB', 'S6']",3
Fold 55,"['Frequency', 'CREB', 'S6']",3
Fold 56,['S6'],1
Fold 57,"['Frequency', 'CREB', 'S6']",3
Fold 58,['S6'],1
Fold 59,"['Frequency', 'CREB', 'S6']",3
Fold 60,[],0
Fold 61,[],0
Fold 62,['S6'],1
Fold 63,"['Frequency', 'CREB', 'S6']",3
Fold 64,"['Frequency', 'CREB', 'S6']",3
Fold 65,"['Frequency', 'CREB', 'S6']",3
Fold 66,['S6'],1
Fold 67,"['Frequency', 'S6']",2
Fold 68,"['Frequency', 'CREB', 'S6']",3
Fold 69,"['Frequency', 'S6']",2
Fold 70,['S6'],1
Fold 71,"['Frequency', 'CREB', 'S6']",3
Fold 72,['S6'],1
Fold 73,['S6'],1
Fold 74,['S6'],1
Fold 75,['S6'],1
Fold 76,"['Frequency', 'CREB', 'S6']",3
Fold 77,"['Frequency', 'S6']",2
Fold 78,['S6'],1
Fold 79,"['Frequency', 'CREB', 'S6']",3
Fold 80,['S6'],1
Fold 81,['S6'],1
Fold 82,"['Frequency', 'S6']",2
Fold 83,"['Frequency', 'CREB', 'S6']",3
Fold 84,[],0
Fold 85,"['Frequency', 'CREB', 'S6']",3
Fold 86,"['Frequency', 'S6']",2
Fold 87,"['Frequency', 'CREB', 'S6']",3
Fold 88,['S6'],1
Fold 89,['S6'],1
Fold 90,"['Frequency', 'CREB', 'S6']",3
Fold 91,"['Frequency', 'CREB', 'S6']",3
Fold 92,"['Frequency', 'CREB', 'S6']",3
Fold 93,['S6'],1
Fold 94,[],0
Fold 95,['S6'],1
Fold 96,"['Frequency', 'CREB', 'S6']",3
Fold 97,['S6'],1
Fold 98,"['Frequency', 'S6']",2
Fold 99,['S6'],1
Fold 100,['S6'],1
Fold 101,['S6'],1
Fold 102,['S6'],1
Fold 103,['S6'],1
Fold 104,['S6'],1
Fold 105,"['Frequency', 'CREB', 'S6']",3
Fold 106,"['Frequency', 'S6']",2
Fold 107,"['Frequency', 'S6']",2
Fold 108,"['Frequency', 'S6']",2
Fold 109,['S6'],1
Fold 110,[],0
Fold 111,"['Frequency', 'CREB', 'S6']",3
Fold 112,"['Frequency', 'CREB', 'S6']",3
Fold 113,"['Frequency', 'CREB', 'S6']",3
Fold 114,['S6'],1
