,Max Proba
pDCs_151Eu_p38_LPS,0.88
ncMCs_155Gd_S6_unstim,0.835
Bcells_155Gd_S6_unstim,0.824
pDCs_151Eu_p38_IFNa,0.804
ncMCs_167Er_ERK_IL246,0.797
Granulocytes_151Eu_p38_IL246,0.791
ncMCs_156Gd_IkB_GMCSF,0.773
CD8Tnaive_149Sm_CREB_unstim,0.767
Granulocytes_168Er_STAT6_IL246,0.745
CD4Tnaive_151Eu_p38_IFNa,0.738
NKT_167Er_ERK_IFNa,0.722
NKT_155Gd_S6_IL246,0.704
pDCs_159Tb_MAPKAPK2_IFNa,0.702
Granulocytes_167Er_ERK_unstim,0.701
Bcells_149Sm_CREB_unstim,0.698
CD4Teff_166Er_NFkB_unstim,0.695
Bcells_155Gd_S6_LPS,0.692
CD8Teff_167Er_ERK_IFNa,0.691
ncMCs_151Eu_p38_GMCSF,0.69
Granulocytes_153Eu_STAT1_IFNa,0.656
cMCs_167Er_ERK_unstim,0.654
CD8Tcm_166Er_NFkB_unstim,0.638
CD8Tem_149Sm_CREB_LPS,0.616
NKT_155Gd_S6_IFNa,0.613
CD4Teff_166Er_NFkB_GMCSF,0.609
MDSCs_155Gd_S6_IL246,0.602
pDCs_156Gd_IkB_IFNa,0.595
pDCs_151Eu_p38_IL246,0.593
MDSCs_155Gd_S6_IFNa,0.588
CD56loCD16posNK_166Er_NFkB_unstim,0.579
CD4Teff_166Er_NFkB_LPS,0.579
Tregs_166Er_NFkB_IFNa,0.575
mDCs_156Gd_IkB_IL246,0.571
CD8Teff_167Er_ERK_GMCSF,0.568
CD4Tem_149Sm_CREB_unstim,0.567
NKT_159Tb_MAPKAPK2_unstim,0.561
mDCs_151Eu_p38_IL246,0.561
pDCs_155Gd_S6_IFNa,0.557
Granulocytes_151Eu_p38_unstim,0.555
CD56loCD16posNK_156Gd_IkB_IFNa,0.555
pDCs_155Gd_S6_IL246,0.541
CD4Teff_167Er_ERK_LPS,0.54
CD4Tem_149Sm_CREB_GMCSF,0.537
Granulocytes_155Gd_S6_IFNa,0.536
CD4Tcm_149Sm_CREB_GMCSF,0.528
CD56hiCD16negNK_151Eu_p38_unstim,0.524
CD56hiCD16negNK_151Eu_p38_GMCSF,0.524
CD56hiCD16negNK_151Eu_p38_LPS,0.524
CD8Teff_149Sm_CREB_GMCSF,0.523
ncMCs_159Tb_MAPKAPK2_GMCSF,0.522
CD4negCD8negTcells_151Eu_p38_IL246,0.517
MDSCs_167Er_ERK_IFNa,0.517
CD56loCD16posNK_166Er_NFkB_IL246,0.514
MDSCs_156Gd_IkB_IL246,0.514
CD56hiCD16negNK_167Er_ERK_unstim,0.513
mDCs_167Er_ERK_IFNa,0.508
MDSCs_167Er_ERK_unstim,0.505
MDSCs_153Eu_STAT1_IL246,0.501
pDCs_167Er_ERK_unstim,0.5
CD4Teff_149Sm_CREB_IFNa,0.5
CD56hiCD16negNK_156Gd_IkB_GMCSF,0.498
NKT_168Er_STAT6_GMCSF,0.495
NKT_149Sm_CREB_IFNa,0.495
NKT_167Er_ERK_unstim,0.494
Granulocytes_167Er_ERK_IFNa,0.492
Bcells_149Sm_CREB_IL246,0.492
cMCs_167Er_ERK_GMCSF,0.491
intMCs_159Tb_MAPKAPK2_LPS,0.486
Bcells_155Gd_S6_IL246,0.479
pDCs_151Eu_p38_unstim,0.477
ncMCs_156Gd_IkB_IL246,0.476
CD56hiCD16negNK_167Er_ERK_GMCSF,0.474
Tregs_155Gd_S6_IFNa,0.47
CD4Tem_167Er_ERK_IFNa,0.467
CD4Tem_149Sm_CREB_IFNa,0.466
CD4Tem_159Tb_MAPKAPK2_GMCSF,0.466
CD4Tnaive_149Sm_CREB_LPS,0.466
CD4Teff_166Er_NFkB_IFNa,0.463
CD4Tnaive_149Sm_CREB_unstim,0.463
Bcells_167Er_ERK_IL246,0.46
ncMCs_155Gd_S6_GMCSF,0.456
CD4Teff_155Gd_S6_IFNa,0.456
pDCs_156Gd_IkB_LPS,0.453
CD56hiCD16negNK_156Gd_IkB_LPS,0.453
CD4Teff_149Sm_CREB_GMCSF,0.452
Bcells_159Tb_MAPKAPK2_unstim,0.452
