,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_Frequency,0.0,0.588,0.703,0.749,0.765,0.783,0.8,0.814,0.823,0.832
CCR2nncMC_Frequency,0.0,0.604,0.675,0.697,0.712,0.733,0.742,0.749,0.761,0.764
CCR2pcMC_STAT3,0.0,0.091,0.167,0.196,0.217,0.235,0.246,0.254,0.268,0.28
CCR2pcMC_Frequency,0.0,0.836,0.898,0.925,0.935,0.943,0.949,0.953,0.957,0.959
CD4Tcm_STAT3,0.0,0.006,0.008,0.012,0.014,0.016,0.017,0.018,0.02,0.02
CD4Tcm_Frequency,0.0,0.165,0.213,0.229,0.256,0.265,0.279,0.288,0.297,0.306
CD4Tem_STAT3,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.002
CD4Tem_Frequency,0.0,0.012,0.032,0.051,0.061,0.07,0.079,0.086,0.092,0.097
CD4Tnaive_STAT3,0.0,0.041,0.051,0.057,0.057,0.066,0.071,0.073,0.077,0.078
CD4Tnaive_Frequency,0.0,0.927,0.935,0.941,0.943,0.947,0.949,0.953,0.956,0.958
CD4Trm_STAT3,0.0,0.015,0.03,0.038,0.044,0.054,0.057,0.06,0.064,0.066
CD4Trm_Frequency,0.0,0.272,0.405,0.449,0.49,0.513,0.536,0.552,0.567,0.582
CD56dimCD16pNKcells_Frequency,0.0,0.128,0.204,0.254,0.268,0.286,0.299,0.308,0.319,0.324
CD62LnAgedNeutrophils_p38,0.0,0.453,0.555,0.578,0.596,0.601,0.609,0.615,0.624,0.63
CD62LnAgedNeutrophils_S6,0.0,0.967,0.976,0.98,0.982,0.983,0.985,0.986,0.988,0.989
CD62LpImmatureNeutrophils_STAT3,0.0,0.011,0.02,0.025,0.032,0.038,0.043,0.045,0.053,0.063
CD62LpImmatureNeutrophils_S6,0.0,0.729,0.767,0.791,0.808,0.82,0.833,0.839,0.846,0.857
CD62LpImmatureNeutrophils_Frequency,0.0,0.405,0.445,0.469,0.489,0.508,0.522,0.53,0.54,0.547
CD8Tcm_STAT3,0.0,0.214,0.285,0.325,0.351,0.378,0.394,0.412,0.435,0.455
CD8Tcm_Frequency,0.0,0.098,0.132,0.156,0.175,0.184,0.186,0.188,0.191,0.195
CD8Tem_Frequency,0.0,0.007,0.042,0.068,0.085,0.098,0.121,0.126,0.138,0.149
CD8Tnaive_STAT3,0.0,0.008,0.02,0.034,0.04,0.051,0.055,0.06,0.065,0.065
CD8Tnaive_Frequency,0.0,0.625,0.681,0.7,0.708,0.717,0.721,0.725,0.727,0.728
CD8Trm_Frequency,0.0,0.034,0.059,0.071,0.085,0.096,0.105,0.112,0.115,0.124
gdTcells_Frequency,0.0,0.514,0.623,0.667,0.691,0.699,0.712,0.718,0.721,0.726
intMC_STAT3,0.0,0.115,0.186,0.213,0.241,0.254,0.269,0.279,0.291,0.308
intMC_Frequency,0.0,0.46,0.576,0.636,0.674,0.7,0.718,0.732,0.747,0.769
mDC_STAT3,0.0,0.129,0.179,0.218,0.244,0.261,0.272,0.282,0.294,0.303
mDC_Frequency,0.0,0.283,0.342,0.378,0.394,0.412,0.424,0.438,0.449,0.454
MDSC_STAT3,0.0,0.161,0.24,0.277,0.291,0.31,0.328,0.343,0.357,0.371
MDSC_Frequency,0.0,0.039,0.074,0.088,0.102,0.111,0.12,0.127,0.137,0.141
NKT_Frequency,0.0,0.027,0.055,0.072,0.088,0.095,0.109,0.117,0.123,0.127
pDC_STAT3,0.0,0.099,0.11,0.117,0.124,0.129,0.134,0.139,0.144,0.148
Th1mem_STAT3,0.0,0.008,0.021,0.026,0.036,0.048,0.058,0.06,0.061,0.069
Th1naive_STAT3,0.0,0.125,0.165,0.182,0.206,0.219,0.231,0.244,0.262,0.272
Th1naive_IkB,0.0,0.131,0.18,0.205,0.232,0.243,0.258,0.27,0.285,0.293
Tregmem_STAT3,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002
Tregmem_Frequency,0.0,0.138,0.152,0.167,0.184,0.19,0.196,0.202,0.206,0.211
Tregnaive_STAT3,0.0,0.001,0.003,0.003,0.004,0.007,0.007,0.008,0.008,0.011
