,Max Proba
MZB1,0.373
JUN,0.286
CRTAC1,0.242
CCL20,0.241
LGALS1,0.219
S100A16,0.205
IL2RA,0.177
MDGA1,0.166
NDRG1,0.148
PSIP1,0.142
ADGRG2,0.139
CTSH,0.138
TNFRSF8,0.136
CNTN5,0.133
DSG4,0.125
FBP1,0.12
CSTB,0.115
CXCL8,0.114
MAD1L1,0.11
XPNPEP2,0.109
GRN,0.109
MAGED1,0.106
VWA1,0.102
BAIAP2,0.1
TNFRSF13B,0.092
PLAUR,0.091
IL16,0.091
VWF,0.083
PDGFC,0.079
POLR2F,0.079
PON3,0.077
SRP14,0.076
FCAR,0.076
LTBP3,0.072
HDGF,0.072
IGFBPL1,0.07
MUC13,0.07
CHIT1,0.069
SIGLEC10,0.069
TIMP1,0.069
TFPI2,0.068
HPGDS,0.068
NPY,0.068
ATF2,0.067
CDH2,0.067
TMSB10,0.062
SSB,0.061
NPM1,0.061
LEP,0.058
DPT,0.057
KRT19,0.057
CCL7,0.056
LRIG1,0.056
CSF1,0.055
GGT1,0.055
CHI3L1,0.054
MMP8,0.054
XRCC4,0.053
GPKOW,0.053
LGALS9,0.05
CXCL13,0.049
SERPINB8,0.048
CAPG,0.048
CPA2,0.048
CCL15,0.047
NOMO1,0.047
RANGAP1,0.046
FGF21,0.046
CES2,0.046
C4BPB,0.046
GNLY,0.045
IL33,0.045
KLRD1,0.044
CCL14,0.043
LILRA5,0.043
LSP1,0.042
THBS2,0.041
VEGFA,0.041
CTSL,0.04
DEFA1_DEFA1B,0.04
IL5RA,0.04
DDX58,0.039
LRRC25,0.038
CPE,0.038
TNFRSF11B,0.038
TNXB,0.038
CTSD,0.038
PADI2,0.038
SIGLEC7,0.038
GDF15,0.037
ITIH3,0.037
LY9,0.036
LAIR2,0.036
CD74,0.036
CLUL1,0.035
GZMA,0.035
TNC,0.035
BTN3A2,0.034
CD164,0.034
ANGPTL2,0.033
LY96,0.033
RCOR1,0.033
FOSB,0.033
EZR,0.032
CD38,0.031
CD79B,0.031
ISLR2,0.031
CEACAM3,0.031
IL17C,0.031
BCAN,0.031
BST2,0.03
CD1C,0.03
KLK1,0.03
KLK12,0.03
PTS,0.029
BCL2L11,0.029
IL6,0.029
DPY30,0.029
WISP1,0.029
PARP1,0.029
NTRK3,0.029
SIGLEC9,0.029
CLEC11A,0.028
CST7,0.028
ZBTB17,0.028
STC1,0.028
TCL1A,0.028
CLEC5A,0.027
TNFSF11,0.027
LRPAP1,0.027
RETN,0.027
SLAMF7,0.027
NECTIN2,0.027
C19orf12,0.026
GPA33,0.026
SIRPA,0.026
NPTN,0.026
CD5,0.026
LHB,0.026
LIF,0.026
GGH,0.026
CA6,0.025
LTA4H,0.025
EPCAM,0.024
CRIM1,0.024
HLA-DRA,0.024
FURIN,0.024
PILRB,0.024
KIR2DL3,0.023
CTSS,0.023
RARRES2,0.023
GFRA2,0.022
NMNAT1,0.022
CD63,0.022
APEX1,0.022
PQBP1,0.022
MATN2,0.021
KRT18,0.021
CALB2,0.021
ING1,0.02
TNFRSF10A,0.02
MSLN,0.02
ICAM4,0.02
KRT5,0.02
ACE2,0.02
COL9A1,0.02
AFP,0.02
MILR1,0.019
CDH5,0.019
GBP2,0.019
FCRLB,0.019
CNTN4,0.019
APOM,0.019
SCARB1,0.019
SPP1,0.018
IL24,0.018
MSR1,0.018
CD70,0.017
OMG,0.017
IL6R,0.017
HSP90B1,0.017
AMBN,0.017
SCLY,0.017
SETMAR,0.017
HGF,0.017
CD177,0.017
CTRB1,0.017
TXNDC15,0.017
PLA2G7,0.017
NCAM2,0.017
SSC5D,0.016
TNFSF12,0.016
TNFRSF13C,0.016
ADAMTS13,0.016
TIMP4,0.016
PSPN,0.015
VSIG4,0.015
NTF4,0.015
LTO1,0.015
ANGPTL4,0.015
APBB1IP,0.015
PLXDC1,0.015
PON2,0.014
CCL19,0.014
ST3GAL1,0.014
SDC1,0.014
S100A11,0.014
CDHR1,0.014
REN,0.014
CNTN1,0.014
SIGLEC5,0.013
TNFRSF10B,0.013
WIF1,0.013
ADCYAP1R1,0.013
TSPAN1,0.013
PRTN3,0.013
NINJ1,0.013
RASA1,0.013
FCRL5,0.013
ITGA11,0.012
ANG,0.012
IL1RN,0.012
TNFRSF6B,0.012
CNPY2,0.012
GFAP,0.012
ICAM1,0.012
FCGR2A,0.012
IL12RB1,0.012
ANGPTL1,0.011
HBQ1,0.011
CDH17,0.011
LYPD1,0.011
EGLN1,0.01
FABP4,0.01
GCG,0.01
CRH,0.01
CDCP1,0.01
CPM,0.01
MSTN,0.01
AKR1C4,0.01
CD300E,0.01
CD276,0.01
FASLG,0.01
TNFRSF11A,0.01
SMPD1,0.009
KCNIP4,0.009
RRM2,0.009
GFRA1,0.009
ERBB3,0.009
FAP,0.009
ADGRG1,0.009
RET,0.009
LILRB1,0.009
MEGF10,0.009
LILRB5,0.009
OLR1,0.009
AMY2B,0.009
SPINT1,0.009
ULBP2,0.008
CKAP4,0.008
INHBC,0.008
ALPP,0.008
IGF2R,0.008
FCGR2B,0.008
LGALS3,0.008
GALNT3,0.008
LAMP3,0.008
HAVCR1,0.008
JCHAIN,0.008
TNFSF13,0.008
LAMA4,0.008
PRDX1,0.008
OSMR,0.008
SH2D1A,0.008
MARCO,0.008
NOS1,0.008
SPINK1,0.008
ARNT,0.008
RNASE3,0.008
NEFL,0.008
MDK,0.008
PSMA1,0.008
PLXNB2,0.008
CCL23,0.007
TINAGL1,0.007
PRL,0.007
PLA2G2A,0.007
GSTP1,0.007
CTSC,0.007
ADM,0.007
HAVCR2,0.007
HSPB6,0.007
IGSF8,0.007
AMY2A,0.007
CCL27,0.007
TCN2,0.007
ADA,0.007
WARS,0.007
ELOA,0.007
DLL1,0.007
ENPP5,0.007
C2,0.007
IL15,0.006
DCTPP1,0.006
COL4A1,0.006
ACP5,0.006
COLEC12,0.006
BSG,0.006
