,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
Bcells_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_S6,0.0,0.0,0.002,0.014,0.025,0.042,0.051,0.065,0.087,0.106
Bcells_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_NFkB,0.0,0.0,0.0,0.0,0.002,0.008,0.016,0.029,0.044,0.074
Bcells_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_Frequency,0.0,0.001,0.009,0.016,0.03,0.038,0.046,0.054,0.062,0.073
CCR2nncMC_CREB,0.0,0.003,0.009,0.018,0.027,0.033,0.041,0.053,0.068,0.08
CCR2nncMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.007,0.012
CCR2nncMC_S6,0.0,0.228,0.421,0.538,0.628,0.659,0.681,0.703,0.72,0.731
CCR2nncMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2nncMC_Frequency,0.0,0.086,0.132,0.168,0.205,0.236,0.26,0.306,0.351,0.375
CCR2pcMC_CREB,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.005,0.009,0.019
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
CCR2pcMC_STAT3,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.004,0.005,0.006
CCR2pcMC_S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_ERK,0.0,0.0,0.0,0.001,0.007,0.013,0.027,0.054,0.082,0.108
CCR2pcMC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.004,0.009
CCR2pcMC_Frequency,0.0,0.042,0.067,0.09,0.11,0.138,0.162,0.185,0.207,0.227
CD41hiCD61hiPLT_CREB,0.0,0.064,0.174,0.268,0.341,0.41,0.452,0.489,0.533,0.563
CD41hiCD61hiPLT_p38,0.0,0.452,0.57,0.631,0.675,0.707,0.742,0.759,0.776,0.786
CD41hiCD61hiPLT_S6,0.0,0.025,0.061,0.124,0.186,0.234,0.29,0.335,0.375,0.414
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.553,0.663,0.718,0.756,0.779,0.803,0.826,0.836,0.845
CD4Tcm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT5,0.0,0.0,0.003,0.004,0.005,0.006,0.007,0.01,0.018,0.021
CD4Tcm_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT3,0.0,0.001,0.005,0.01,0.013,0.019,0.03,0.04,0.053,0.07
CD4Tcm_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
