,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.0,0.016,0.036,0.045,0.048,0.051,0.053,0.055,0.053,0.054
artificial.4,0.0,0.001,0.004,0.006,0.008,0.009,0.011,0.013,0.014,0.013
artificial.5,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.002
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.051,0.126,0.16,0.174,0.18,0.186,0.191,0.197,0.21
artificial.8,0.0,0.001,0.004,0.004,0.004,0.004,0.005,0.006,0.005,0.005
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.004,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.0,0.001,0.002,0.004,0.004,0.004,0.004,0.004,0.005,0.005
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.01,0.013,0.015,0.016,0.019,0.019,0.017,0.017,0.016
artificial.19,0.0,0.204,0.247,0.273,0.282,0.288,0.295,0.301,0.307,0.309
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.0,0.003,0.006,0.011,0.016,0.018,0.02,0.02,0.018,0.021
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.009,0.021,0.023,0.03,0.032,0.033,0.037,0.039,0.038
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.064,0.093,0.095,0.102,0.104,0.104,0.107,0.105,0.104
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.30,0.0,0.147,0.165,0.166,0.167,0.174,0.176,0.183,0.183,0.185
artificial.31,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.001,0.002
artificial.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
artificial.33,0.0,0.005,0.005,0.006,0.009,0.01,0.011,0.012,0.012,0.012
artificial.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
