,Max Proba
CD62LnAgedNeutrophils_S6,0.988
CD4Tnaive_Frequency,0.934
CCR2pcMC_Frequency,0.905
Bcells_Frequency,0.638
CD8Tnaive_Frequency,0.608
intMC_Frequency,0.495
gdTcells_Frequency,0.394
CCR2nncMC_Frequency,0.365
CD62LnAgedNeutrophils_p38,0.206
CD4Trm_Frequency,0.116
CD56dimCD16pNKcells_Frequency,0.084
CD8Tcm_STAT3,0.054
CD62LpImmatureNeutrophils_S6,0.049
CD62LpImmatureNeutrophils_Frequency,0.029
CD4Tcm_Frequency,0.017
Th1naive_IkB,0.017
CD62LpImmatureNeutrophils_STAT3,0.006
pDC_STAT3,0.006
mDC_STAT3,0.0
Tregmem_STAT3,0.0
Th1naive_STAT3,0.0
NKT_Frequency,0.0
MDSC_Frequency,0.0
Tregmem_Frequency,0.0
MDSC_STAT3,0.0
Th1mem_STAT3,0.0
mDC_Frequency,0.0
CD8Tcm_Frequency,0.0
intMC_STAT3,0.0
CD8Trm_Frequency,0.0
CD8Tnaive_STAT3,0.0
CD8Tem_Frequency,0.0
CD4Trm_STAT3,0.0
CD4Tnaive_STAT3,0.0
CD4Tem_Frequency,0.0
CD4Tem_STAT3,0.0
CD4Tcm_STAT3,0.0
CCR2pcMC_STAT3,0.0
Tregnaive_STAT3,0.0
