,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.226,0.321,0.314,0.305,0.32,0.317,0.303,0.298,0.293
artificial.2,0.0,0.734,0.831,0.866,0.861,0.868,0.867,0.86,0.86,0.863
artificial.3,0.0,0.0,0.0,0.0,0.007,0.011,0.011,0.011,0.011,0.011
artificial.4,0.0,0.014,0.01,0.01,0.013,0.016,0.016,0.02,0.022,0.024
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.014,0.068,0.088,0.109,0.113,0.113,0.122,0.123,0.122
artificial.8,0.0,0.353,0.679,0.739,0.757,0.782,0.798,0.797,0.798,0.803
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.07,0.286,0.41,0.422,0.449,0.463,0.465,0.47,0.495
artificial.11,0.0,0.553,0.717,0.735,0.743,0.75,0.754,0.751,0.755,0.76
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.004,0.031,0.018,0.029,0.018,0.02,0.024,0.024,0.031
artificial.14,0.0,0.023,0.093,0.123,0.145,0.165,0.166,0.181,0.186,0.186
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.0,0.0,0.009,0.018,0.027,0.042,0.047,0.047,0.049,0.069
artificial.17,0.0,0.321,0.381,0.398,0.416,0.408,0.393,0.395,0.393,0.382
artificial.18,0.0,0.021,0.018,0.013,0.011,0.011,0.011,0.011,0.011,0.011
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.0,0.0,0.0,0.005,0.006,0.006,0.006,0.006,0.008
artificial.21,0.0,0.106,0.379,0.457,0.481,0.541,0.563,0.583,0.585,0.598
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.095,0.236,0.282,0.304,0.32,0.344,0.368,0.383,0.385
artificial.24,0.0,0.034,0.054,0.079,0.084,0.084,0.086,0.085,0.08,0.08
artificial.25,0.0,0.019,0.109,0.152,0.154,0.156,0.169,0.171,0.169,0.17
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.033,0.448,0.53,0.576,0.587,0.593,0.604,0.609,0.61
artificial.28,0.0,0.0,0.014,0.014,0.019,0.019,0.019,0.019,0.019,0.019
artificial.29,0.0,0.278,0.411,0.432,0.449,0.452,0.459,0.457,0.479,0.481
artificial.30,0.0,0.635,0.623,0.609,0.575,0.575,0.573,0.573,0.573,0.568
artificial.31,0.0,0.03,0.083,0.087,0.113,0.116,0.125,0.145,0.154,0.164
artificial.32,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.0,0.006,0.008,0.008,0.008,0.011,0.018,0.021,0.021,0.021
artificial.34,0.0,0.028,0.117,0.189,0.272,0.283,0.307,0.31,0.312,0.319
artificial.35,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.004,0.004,0.004
artificial.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.0,0.0,0.002,0.009,0.009,0.009,0.009,0.009,0.009,0.009
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.291,0.279,0.291,0.302,0.307,0.314,0.31,0.31,0.306
