,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_Frequency,0.0,0.454,0.57,0.61,0.623,0.638,0.651,0.661,0.67,0.681
CCR2nncMC_Frequency,0.0,0.416,0.469,0.49,0.511,0.526,0.534,0.547,0.553,0.564
CCR2pcMC_STAT3,0.0,0.076,0.107,0.129,0.145,0.156,0.17,0.179,0.188,0.193
CCR2pcMC_Frequency,0.0,0.633,0.728,0.761,0.787,0.8,0.814,0.826,0.834,0.838
CD4Tcm_STAT3,0.0,0.022,0.025,0.03,0.032,0.033,0.036,0.039,0.041,0.042
CD4Tcm_Frequency,0.0,0.182,0.228,0.249,0.278,0.302,0.32,0.335,0.346,0.36
CD4Tem_STAT3,0.0,0.003,0.01,0.012,0.013,0.021,0.028,0.033,0.037,0.039
CD4Tem_Frequency,0.0,0.089,0.152,0.189,0.216,0.225,0.242,0.253,0.261,0.271
CD4Tnaive_STAT3,0.0,0.049,0.06,0.062,0.064,0.067,0.068,0.073,0.077,0.079
CD4Tnaive_Frequency,0.0,0.629,0.677,0.708,0.715,0.728,0.735,0.749,0.756,0.765
CD4Trm_STAT3,0.0,0.088,0.144,0.177,0.199,0.219,0.234,0.245,0.258,0.262
CD4Trm_Frequency,0.001,0.129,0.138,0.139,0.142,0.144,0.145,0.147,0.147,0.149
CD56dimCD16pNKcells_Frequency,0.0,0.135,0.214,0.247,0.269,0.285,0.301,0.314,0.33,0.338
CD62LnAgedNeutrophils_p38,0.0,0.303,0.345,0.36,0.365,0.375,0.381,0.388,0.394,0.401
CD62LnAgedNeutrophils_S6,0.0,0.688,0.734,0.759,0.775,0.782,0.789,0.797,0.8,0.806
CD62LpImmatureNeutrophils_STAT3,0.0,0.061,0.113,0.133,0.148,0.156,0.167,0.176,0.187,0.202
CD62LpImmatureNeutrophils_S6,0.0,0.487,0.53,0.554,0.563,0.573,0.58,0.591,0.598,0.608
CD62LpImmatureNeutrophils_Frequency,0.0,0.349,0.376,0.39,0.402,0.416,0.424,0.432,0.441,0.448
CD8Tcm_STAT3,0.0,0.202,0.246,0.271,0.282,0.289,0.294,0.308,0.315,0.326
CD8Tcm_Frequency,0.0,0.157,0.221,0.243,0.253,0.262,0.269,0.279,0.281,0.287
CD8Tem_Frequency,0.0,0.133,0.23,0.263,0.29,0.308,0.323,0.327,0.336,0.342
CD8Tnaive_STAT3,0.0,0.029,0.05,0.054,0.062,0.066,0.077,0.084,0.088,0.092
CD8Tnaive_Frequency,0.0,0.431,0.463,0.469,0.475,0.476,0.481,0.485,0.487,0.488
CD8Trm_Frequency,0.0,0.131,0.198,0.241,0.262,0.289,0.302,0.317,0.33,0.34
gdTcells_Frequency,0.0,0.265,0.309,0.329,0.338,0.345,0.351,0.361,0.364,0.37
intMC_STAT3,0.0,0.134,0.178,0.203,0.223,0.237,0.251,0.261,0.266,0.272
intMC_Frequency,0.0,0.371,0.476,0.52,0.541,0.559,0.573,0.586,0.596,0.603
mDC_STAT3,0.0,0.089,0.11,0.121,0.129,0.138,0.155,0.168,0.178,0.191
mDC_Frequency,0.0,0.318,0.372,0.393,0.407,0.415,0.419,0.43,0.437,0.447
MDSC_STAT3,0.0,0.107,0.14,0.159,0.176,0.188,0.201,0.214,0.23,0.244
MDSC_Frequency,0.0,0.195,0.259,0.295,0.31,0.332,0.355,0.365,0.383,0.396
NKT_Frequency,0.0,0.037,0.084,0.112,0.132,0.149,0.162,0.174,0.179,0.192
pDC_STAT3,0.0,0.097,0.111,0.113,0.115,0.12,0.128,0.133,0.141,0.146
Th1mem_STAT3,0.0,0.025,0.041,0.057,0.066,0.074,0.082,0.087,0.097,0.101
Th1naive_STAT3,0.0,0.149,0.196,0.231,0.254,0.264,0.281,0.297,0.312,0.323
Th1naive_IkB,0.0,0.122,0.171,0.197,0.223,0.237,0.25,0.265,0.28,0.289
Tregmem_STAT3,0.0,0.012,0.017,0.023,0.028,0.029,0.035,0.039,0.039,0.039
Tregmem_Frequency,0.0,0.186,0.229,0.245,0.253,0.26,0.262,0.276,0.282,0.29
Tregnaive_STAT3,0.0,0.023,0.041,0.049,0.058,0.063,0.072,0.079,0.08,0.082
