,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.858,0.896,0.927,0.941,0.959,0.967,0.977,0.985,0.989
artificial.2,0.0,0.085,0.155,0.247,0.322,0.422,0.514,0.564,0.655,0.718
artificial.3,0.0,0.0,0.0,0.011,0.015,0.03,0.053,0.071,0.088,0.102
artificial.4,0.0,0.0,0.003,0.016,0.032,0.05,0.061,0.065,0.07,0.076
artificial.5,0.0,0.662,0.799,0.818,0.857,0.868,0.876,0.905,0.916,0.934
artificial.6,0.0,0.0,0.009,0.02,0.046,0.078,0.138,0.179,0.256,0.317
artificial.7,0.0,0.052,0.084,0.155,0.187,0.243,0.297,0.365,0.418,0.485
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.012
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.022,0.038,0.05
artificial.11,0.0,0.0,0.0,0.0,0.0,0.004,0.024,0.033,0.06,0.086
artificial.12,0.0,0.0,0.0,0.0,0.001,0.024,0.033,0.047,0.061,0.079
artificial.13,0.0,0.0,0.064,0.108,0.16,0.247,0.345,0.374,0.43,0.479
artificial.14,0.0,0.02,0.067,0.119,0.184,0.264,0.363,0.455,0.58,0.685
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.024
artificial.16,0.0,0.0,0.0,0.0,0.0,0.002,0.01,0.017,0.047,0.054
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.01,0.083,0.175,0.29,0.36,0.511,0.628,0.698,0.739
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.21,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.015,0.026,0.055
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.0,0.003,0.029,0.066,0.126,0.228,0.287,0.37,0.446
artificial.25,0.0,0.038,0.153,0.237,0.329,0.361,0.387,0.408,0.443,0.456
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011
artificial.28,0.0,0.705,0.882,0.892,0.892,0.892,0.892,0.892,0.892,0.892
