,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_CREB,0.0,0.021,0.037,0.054,0.07,0.088,0.109,0.131,0.151,0.182
Bcells_p38,0.0,0.002,0.01,0.015,0.017,0.019,0.026,0.036,0.039,0.049
Bcells_S6,0.0,0.092,0.142,0.187,0.235,0.274,0.312,0.346,0.374,0.4
Bcells_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_NFkB,0.0,0.065,0.135,0.185,0.236,0.279,0.319,0.359,0.39,0.429
Bcells_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
Bcells_Frequency,0.0,0.026,0.039,0.044,0.05,0.057,0.065,0.075,0.082,0.09
CCR2nncMC_CREB,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.004,0.004,0.005
CCR2nncMC_STAT3,0.0,0.065,0.098,0.117,0.14,0.159,0.183,0.202,0.224,0.241
CCR2nncMC_S6,0.0,0.005,0.013,0.018,0.022,0.029,0.036,0.038,0.052,0.069
CCR2nncMC_IkB,0.0,0.0,0.001,0.001,0.001,0.002,0.005,0.006,0.006,0.008
CCR2nncMC_Frequency,0.0,0.139,0.176,0.211,0.241,0.259,0.282,0.299,0.323,0.345
CCR2pcMC_CREB,0.0,0.048,0.071,0.087,0.104,0.121,0.138,0.148,0.168,0.179
CCR2pcMC_p38,0.0,0.0,0.006,0.011,0.022,0.026,0.033,0.045,0.055,0.065
CCR2pcMC_STAT3,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.003,0.004,0.006
CCR2pcMC_S6,0.0,0.001,0.002,0.004,0.005,0.005,0.005,0.006,0.01,0.013
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.012,0.019,0.03,0.045,0.062,0.078,0.092,0.103,0.124
CCR2pcMC_ERK,0.0,0.0,0.0,0.003,0.007,0.012,0.012,0.015,0.023,0.034
CCR2pcMC_MAPKAPK2,0.0,0.012,0.027,0.041,0.049,0.059,0.072,0.089,0.099,0.11
CCR2pcMC_Frequency,0.0,0.04,0.071,0.092,0.115,0.128,0.143,0.155,0.173,0.195
CD41hiCD61hiPLT_CREB,0.0,0.341,0.449,0.489,0.538,0.565,0.597,0.618,0.634,0.657
CD41hiCD61hiPLT_p38,0.0,0.624,0.692,0.739,0.77,0.797,0.811,0.829,0.843,0.854
CD41hiCD61hiPLT_S6,0.0,0.278,0.375,0.438,0.491,0.528,0.563,0.587,0.614,0.632
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.729,0.789,0.819,0.855,0.877,0.887,0.895,0.904,0.915
CD4Tcm_CREB,0.0,0.0,0.0,0.0,0.002,0.006,0.01,0.017,0.031,0.037
