,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,[],0
Fold 2,[],0
Fold 3,"['STAT3', 'NFkB', 'Frequency']",3
Fold 4,"['STAT5', 'NFkB']",2
Fold 5,[],0
Fold 6,['STAT5'],1
Fold 7,['STAT5'],1
Fold 8,[],0
Fold 9,['STAT5'],1
Fold 10,['STAT5'],1
Fold 11,['STAT5'],1
Fold 12,['STAT5'],1
Fold 13,['STAT5'],1
Fold 14,['STAT5'],1
Fold 15,['STAT5'],1
Fold 16,[],0
Fold 17,[],0
Fold 18,['STAT5'],1
Fold 19,['STAT5'],1
Fold 20,['STAT5'],1
Fold 21,['STAT5'],1
Fold 22,[],0
Fold 23,[],0
Fold 24,['STAT5'],1
Fold 25,['STAT5'],1
Fold 26,['STAT5'],1
Fold 27,[],0
Fold 28,['STAT5'],1
Fold 29,['STAT5'],1
Fold 30,['STAT5'],1
Fold 31,['STAT5'],1
Fold 32,['STAT5'],1
Fold 33,[],0
Fold 34,[],0
Fold 35,"['STAT5', 'NFkB']",2
Fold 36,[],0
Fold 37,['STAT5'],1
Fold 38,[],0
Fold 39,"['STAT3', 'NFkB', 'Frequency']",3
Fold 40,[],0
Fold 41,[],0
Fold 42,[],0
Fold 43,['STAT5'],1
Fold 44,[],0
Fold 45,[],0
Fold 46,['STAT5'],1
Fold 47,['STAT5'],1
Fold 48,['STAT5'],1
Fold 49,['STAT5'],1
Fold 50,[],0
Fold 51,['STAT5'],1
Fold 52,"['STAT3', 'NFkB', 'Frequency']",3
Fold 53,['STAT5'],1
Fold 54,['STAT5'],1
Fold 55,['STAT5'],1
Fold 56,['STAT5'],1
Fold 57,[],0
Fold 58,['STAT5'],1
Fold 59,"['STAT5', 'NFkB']",2
Fold 60,[],0
Fold 61,[],0
Fold 62,['STAT5'],1
Fold 63,"['STAT5', 'NFkB']",2
Fold 64,[],0
Fold 65,['STAT5'],1
Fold 66,['STAT5'],1
Fold 67,['STAT5'],1
Fold 68,['STAT5'],1
Fold 69,[],0
Fold 70,[],0
Fold 71,['STAT5'],1
Fold 72,[],0
Fold 73,[],0
Fold 74,"['STAT3', 'NFkB', 'Frequency']",3
Fold 75,['STAT5'],1
Fold 76,['STAT5'],1
Fold 77,['STAT5'],1
Fold 78,['STAT5'],1
Fold 79,['STAT5'],1
Fold 80,[],0
Fold 81,['STAT5'],1
Fold 82,[],0
Fold 83,['STAT5'],1
Fold 84,[],0
Fold 85,['STAT5'],1
Fold 86,['STAT5'],1
Fold 87,['STAT5'],1
Fold 88,"['STAT3', 'NFkB', 'Frequency']",3
Fold 89,['STAT5'],1
Fold 90,[],0
Fold 91,"['STAT5', 'NFkB']",2
Fold 92,['STAT5'],1
Fold 93,['STAT5'],1
Fold 94,[],0
Fold 95,[],0
Fold 96,['STAT5'],1
Fold 97,[],0
Fold 98,['STAT5'],1
Fold 99,['STAT5'],1
Fold 100,['STAT5'],1
Fold 101,"['STAT3', 'NFkB', 'Frequency']",3
Fold 102,['STAT5'],1
Fold 103,[],0
Fold 104,[],0
Fold 105,['STAT5'],1
Fold 106,['STAT5'],1
Fold 107,[],0
Fold 108,['STAT5'],1
Fold 109,['STAT5'],1
Fold 110,[],0
Fold 111,['STAT5'],1
Fold 112,['STAT5'],1
Fold 113,[],0
Fold 114,[],0
Fold 115,"['STAT5', 'NFkB']",2
Fold 116,['STAT5'],1
Fold 117,[],0
Fold 118,['STAT5'],1
Fold 119,['STAT5'],1
Fold 120,['STAT5'],1
Fold 121,[],0
Fold 122,['STAT5'],1
Fold 123,['STAT5'],1
Fold 124,['STAT5'],1
Fold 125,[],0
Fold 126,['STAT5'],1
Fold 127,['STAT5'],1
Fold 128,['STAT5'],1
Fold 129,[],0
Fold 130,['STAT5'],1
Fold 131,[],0
Fold 132,[],0
Fold 133,"['STAT3', 'NFkB', 'Frequency']",3
Fold 134,['STAT5'],1
Fold 135,[],0
Fold 136,[],0
Fold 137,['STAT5'],1
Fold 138,"['STAT5', 'NFkB']",2
Fold 139,['STAT5'],1
Fold 140,[],0
Fold 141,[],0
Fold 142,"['STAT3', 'NFkB', 'Frequency']",3
Fold 143,[],0
Fold 144,['STAT5'],1
Fold 145,[],0
Fold 146,[],0
Fold 147,['STAT5'],1
Fold 148,['STAT5'],1
Fold 149,"['STAT5', 'NFkB']",2
Fold 150,[],0
Fold 151,['STAT5'],1
Fold 152,['STAT5'],1
Fold 153,['STAT5'],1
Fold 154,['STAT5'],1
Fold 155,[],0
Fold 156,['STAT5'],1
Fold 157,['STAT5'],1
Fold 158,['STAT5'],1
Fold 159,['STAT5'],1
Fold 160,[],0
Fold 161,['STAT5'],1
Fold 162,[],0
Fold 163,['STAT5'],1
Fold 164,[],0
Fold 165,['STAT5'],1
Fold 166,['STAT5'],1
Fold 167,"['STAT5', 'NFkB']",2
Fold 168,"['STAT3', 'NFkB', 'Frequency']",3
Fold 169,[],0
Fold 170,['STAT5'],1
Fold 171,['STAT5'],1
Fold 172,['STAT5'],1
Fold 173,[],0
Fold 174,['STAT5'],1
Fold 175,[],0
Fold 176,[],0
Fold 177,['STAT5'],1
Fold 178,['STAT5'],1
Fold 179,['STAT5'],1
Fold 180,['STAT5'],1
Fold 181,['STAT5'],1
Fold 182,"['STAT3', 'NFkB', 'Frequency']",3
Fold 183,[],0
Fold 184,[],0
Fold 185,[],0
Fold 186,['STAT5'],1
Fold 187,['STAT5'],1
Fold 188,[],0
Fold 189,['STAT5'],1
Fold 190,['STAT5'],1
Fold 191,[],0
Fold 192,"['STAT5', 'NFkB']",2
Fold 193,['STAT5'],1
Fold 194,[],0
Fold 195,['STAT5'],1
