,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
Bcells_p38,0.0,0.1,0.153,0.193,0.234,0.269,0.287,0.313,0.317,0.348
Bcells_Frequency,0.0,0.233,0.337,0.374,0.416,0.442,0.478,0.502,0.546,0.568
CCR2nncMC_Frequency,0.0,0.574,0.658,0.747,0.786,0.813,0.858,0.88,0.894,0.909
CCR2pcMC_CREB,0.0,0.121,0.142,0.185,0.196,0.205,0.218,0.227,0.27,0.292
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
CCR2pcMC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.019,0.025
CCR2pcMC_Frequency,0.0,0.019,0.075,0.123,0.165,0.178,0.195,0.202,0.228,0.242
CD41hiCD61hiPLT_p38,0.0,0.966,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
CD41hiCD61hiPLT_S6,0.0,0.771,0.843,0.88,0.891,0.899,0.902,0.902,0.902,0.902
CD4Tcm_STAT3,0.0,0.176,0.271,0.342,0.38,0.398,0.415,0.426,0.437,0.474
CD4Tcm_Frequency,0.0,0.016,0.063,0.084,0.1,0.131,0.14,0.156,0.189,0.222
CD4Tem_Frequency,0.0,0.865,0.959,0.985,0.996,1.0,1.0,1.0,1.0,1.0
CD4Tnaive_STAT3,0.0,0.076,0.117,0.124,0.144,0.161,0.203,0.21,0.218,0.243
CD4Tnaive_Frequency,0.0,0.036,0.11,0.142,0.176,0.231,0.255,0.279,0.312,0.322
CD56dimCD16pNKcells_Frequency,0.0,0.0,0.0,0.006,0.019,0.041,0.041,0.041,0.041,0.049
CD62LnAgedNeutrophils_p38,0.0,0.219,0.296,0.349,0.375,0.413,0.466,0.485,0.511,0.555
CD62LpImmatureNeutrophils_Frequency,0.0,0.759,0.855,0.876,0.879,0.884,0.886,0.891,0.891,0.891
CD8Tcm_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_Frequency,0.0,0.935,0.948,0.97,0.981,0.99,0.99,0.99,0.99,0.99
CD8Tnaive_Frequency,0.0,0.0,0.002,0.002,0.006,0.012,0.035,0.063,0.075,0.098
CD8Trm_Frequency,0.0,0.347,0.496,0.582,0.637,0.666,0.722,0.771,0.804,0.832
gdTcells_Frequency,0.0,0.71,0.869,0.898,0.906,0.906,0.906,0.906,0.906,0.906
intMC_CREB,0.0,0.13,0.16,0.195,0.214,0.244,0.269,0.297,0.32,0.332
intMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_Frequency,0.0,0.168,0.206,0.26,0.275,0.294,0.323,0.329,0.336,0.34
mDC_CREB,0.0,0.0,0.0,0.003,0.003,0.011,0.016,0.022,0.022,0.022
mDC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mDC_Frequency,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
MDSC_CREB,0.0,0.199,0.227,0.259,0.265,0.284,0.337,0.352,0.383,0.397
MDSC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDSC_MAPKAPK2,0.0,0.019,0.031,0.055,0.07,0.07,0.07,0.08,0.089,0.089
MDSC_Frequency,0.0,0.573,0.642,0.673,0.694,0.699,0.718,0.745,0.778,0.786
NKT_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004
Th1mem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th1naive_CREB,0.0,0.276,0.375,0.416,0.453,0.47,0.487,0.51,0.527,0.549
Th1naive_p38,0.0,0.03,0.11,0.168,0.222,0.262,0.299,0.357,0.372,0.392
Th1naive_STAT3,0.0,0.02,0.05,0.053,0.066,0.068,0.071,0.071,0.071,0.078
Th1naive_MAPKAPK2,0.0,0.015,0.077,0.103,0.129,0.164,0.167,0.167,0.17,0.195
Tregmem_Frequency,0.0,0.419,0.61,0.705,0.765,0.819,0.848,0.87,0.901,0.911
Tregnaive_STAT3,0.0,0.012,0.035,0.042,0.043,0.06,0.064,0.07,0.07,0.079
Tregnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
