,Max Proba
CD4Tnaive_151Eu_p38_IFNa,0.983
CD4Teff_151Eu_p38_IFNa,0.938
pDCs_151Eu_p38_LPS,0.914
ncMCs_156Gd_IkB_GMCSF,0.911
Granulocytes_151Eu_p38_IL246,0.905
ncMCs_167Er_ERK_IL246,0.885
pDCs_151Eu_p38_IFNa,0.874
Bcells_155Gd_S6_unstim,0.86
Granulocytes_153Eu_STAT1_IFNa,0.858
Granulocytes_167Er_ERK_unstim,0.851
ncMCs_155Gd_S6_unstim,0.834
CD4Teff_166Er_NFkB_GMCSF,0.826
NKT_167Er_ERK_IFNa,0.82
ncMCs_151Eu_p38_GMCSF,0.802
MDSCs_156Gd_IkB_IL246,0.8
CD8Tnaive_149Sm_CREB_unstim,0.796
Bcells_149Sm_CREB_unstim,0.784
Granulocytes_155Gd_S6_IFNa,0.771
CD4Teff_166Er_NFkB_unstim,0.768
ncMCs_156Gd_IkB_IL246,0.766
NKT_155Gd_S6_IL246,0.758
Granulocytes_168Er_STAT6_IL246,0.751
CD8Tem_149Sm_CREB_LPS,0.747
ncMCs_155Gd_S6_GMCSF,0.745
NKT_159Tb_MAPKAPK2_unstim,0.744
Bcells_155Gd_S6_LPS,0.737
ncMCs_159Tb_MAPKAPK2_GMCSF,0.737
pDCs_155Gd_S6_IFNa,0.725
ncMCs_156Gd_IkB_IFNa,0.713
CD4Tcm_149Sm_CREB_GMCSF,0.702
CD4Tem_159Tb_MAPKAPK2_GMCSF,0.694
pDCs_159Tb_MAPKAPK2_IFNa,0.692
CD4Teff_166Er_NFkB_LPS,0.676
pDCs_156Gd_IkB_GMCSF,0.67
MDSCs_156Gd_IkB_IFNa,0.67
CD8Teff_167Er_ERK_IFNa,0.669
cMCs_167Er_ERK_unstim,0.66
MDSCs_155Gd_S6_IL246,0.655
CD56loCD16posNK_166Er_NFkB_unstim,0.652
NKT_155Gd_S6_IFNa,0.648
pDCs_156Gd_IkB_IFNa,0.647
Bcells_167Er_ERK_IL246,0.633
mDCs_156Gd_IkB_IL246,0.632
mDCs_151Eu_p38_IL246,0.61
pDCs_151Eu_p38_IL246,0.595
CD8Tnaive_166Er_NFkB_LPS,0.591
CD4Teff_149Sm_CREB_GMCSF,0.59
ncMCs_166Er_NFkB_GMCSF,0.586
CD8Teff_167Er_ERK_GMCSF,0.584
CD4Tem_149Sm_CREB_unstim,0.584
CD56loCD16posNK_156Gd_IkB_IFNa,0.58
CD8Tnaive_149Sm_CREB_IFNa,0.576
CD4Tem_149Sm_CREB_GMCSF,0.568
MDSCs_155Gd_S6_IFNa,0.567
intMCs_159Tb_MAPKAPK2_LPS,0.562
Granulocytes_149Sm_CREB_IL246,0.557
pDCs_155Gd_S6_IL246,0.556
CD56hiCD16negNK_149Sm_CREB_IFNa,0.551
CD8Tcm_166Er_NFkB_unstim,0.542
MDSCs_166Er_NFkB_unstim,0.539
Granulocytes_151Eu_p38_unstim,0.532
NKT_151Eu_p38_IFNa,0.531
CD8Tnaive_149Sm_CREB_GMCSF,0.53
CD4Tcm_149Sm_CREB_unstim,0.529
CD4Teff_155Gd_S6_IFNa,0.528
CD8Teff_149Sm_CREB_GMCSF,0.527
MDSCs_151Eu_p38_GMCSF,0.526
MDSCs_155Gd_S6_GMCSF,0.525
CD56hiCD16negNK_151Eu_p38_GMCSF,0.524
CD56hiCD16negNK_151Eu_p38_unstim,0.524
CD56hiCD16negNK_151Eu_p38_LPS,0.524
Granulocytes_167Er_ERK_IFNa,0.523
CD8Tcm_166Er_NFkB_LPS,0.52
CD4negCD8negTcells_151Eu_p38_IL246,0.517
MDSCs_167Er_ERK_IFNa,0.516
ncMCs_167Er_ERK_LPS,0.514
MDSCs_153Eu_STAT1_IL246,0.513
CD56hiCD16negNK_167Er_ERK_unstim,0.513
NKT_149Sm_CREB_IFNa,0.512
Bcells_159Tb_MAPKAPK2_GMCSF,0.51
CD4Teff_167Er_ERK_LPS,0.509
CD4negCD8negTcells_167Er_ERK_IFNa,0.508
mDCs_167Er_ERK_IFNa,0.508
NKT_166Er_NFkB_LPS,0.506
cMCs_155Gd_S6_IL246,0.506
MDSCs_167Er_ERK_unstim,0.505
CD4Tem_149Sm_CREB_IL246,0.503
cMCs_151Eu_p38_unstim,0.501
CD4Teff_149Sm_CREB_IFNa,0.5
pDCs_167Er_ERK_unstim,0.5
Bcells_159Tb_MAPKAPK2_unstim,0.499
MDSCs_149Sm_CREB_GMCSF,0.498
CD56hiCD16negNK_155Gd_S6_unstim,0.496
CD4negCD8negTcells_151Eu_p38_IFNa,0.493
CD4Tem_149Sm_CREB_IFNa,0.492
Bcells_149Sm_CREB_IL246,0.487
pDCs_167Er_ERK_IL246,0.484
MDSCs_166Er_NFkB_LPS,0.483
MDSCs_166Er_NFkB_IL246,0.483
pDCs_156Gd_IkB_LPS,0.482
Bcells_155Gd_S6_IL246,0.481
CD56hiCD16negNK_156Gd_IkB_LPS,0.481
pDCs_151Eu_p38_unstim,0.477
NKT_168Er_STAT6_GMCSF,0.475
CD56loCD16posNK_166Er_NFkB_IL246,0.475
cMCs_153Eu_STAT1_IL246,0.475
CD56hiCD16negNK_167Er_ERK_GMCSF,0.474
CD4Tnaive_149Sm_CREB_GMCSF,0.473
NKT_156Gd_IkB_LPS,0.472
Tregs_155Gd_S6_IFNa,0.47
CD56hiCD16negNK_156Gd_IkB_GMCSF,0.47
CD4Teff_156Gd_IkB_IL246,0.469
CD4Tnaive_149Sm_CREB_LPS,0.467
CD8Tnaive_156Gd_IkB_IFNa,0.467
CD4Tem_149Sm_CREB_LPS,0.465
cMCs_167Er_ERK_GMCSF,0.463
CD4Tnaive_149Sm_CREB_unstim,0.463
Tregs_167Er_ERK_GMCSF,0.461
Tregs_166Er_NFkB_IFNa,0.458
Bcells_149Sm_CREB_IFNa,0.457
CD4Teff_166Er_NFkB_IFNa,0.456
CD56hiCD16negNK_156Gd_IkB_IFNa,0.455
Tregs_149Sm_CREB_unstim,0.455
NKT_166Er_NFkB_IFNa,0.455
CD56hiCD16negNK_166Er_NFkB_IL246,0.454
MDSCs_156Gd_IkB_GMCSF,0.454
Tregs_151Eu_p38_IL246,0.451
