,Fold selected features,Fold nb of features
Fold 0,"['CD4Teff_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IFNa', 'pDCs_168Er_STAT6_IFNa']",4
Fold 1,"['CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4negCD8negTcells_166Er_NFkB_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD8Teff_168Er_STAT6_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_155Gd_S6_GMCSF', 'MDSCs_168Er_STAT6_IL246']",8
Fold 2,"['CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4negCD8negTcells_166Er_NFkB_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD8Tcm_168Er_STAT6_IFNa', 'CD8Tem_154Sm_STAT3_IL246', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'intMCs_167Er_ERK_GMCSF', 'MDSCs_149Sm_CREB_unstim', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_159Tb_MAPKAPK2_GMCSF', 'NKT_150Nd_STAT5_IFNa', 'pDCs_150Nd_STAT5_GMCSF', 'pDCs_155Gd_S6_GMCSF', 'pDCs_155Gd_S6_IFNa']",19
Fold 3,"['CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Tnaive_168Er_STAT6_IFNa', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD8Tem_154Sm_STAT3_IL246', 'Granulocytes_149Sm_CREB_GMCSF', 'mDCs_154Sm_STAT3_unstim', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",11
Fold 4,"['Bcells_150Nd_STAT5_IL246', 'Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4negCD8negTcells_166Er_NFkB_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tnaive_168Er_STAT6_IFNa', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD8Tem_154Sm_STAT3_IL246', 'CD8Tem_166Er_NFkB_unstim', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_167Er_ERK_LPS', 'Granulocytes_149Sm_CREB_GMCSF', 'intMCs_150Nd_STAT5_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_IL246']",19
Fold 5,"['Bcells_168Er_STAT6_IFNa', 'CD4Teff_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246']",6
Fold 6,"['Bcells_150Nd_STAT5_IL246', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Teff_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD8Tcm_168Er_STAT6_IFNa', 'CD8Tem_154Sm_STAT3_IL246', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_150Nd_STAT5_GMCSF', 'mDCs_154Sm_STAT3_unstim', 'MDSCs_154Sm_STAT3_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'ncMCs_154Sm_STAT3_unstim', 'pDCs_155Gd_S6_IFNa', 'pDCs_155Gd_S6_IL246']",14
Fold 7,"['CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4negCD8negTcells_166Er_NFkB_unstim', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD8Teff_168Er_STAT6_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'MDSCs_168Er_STAT6_IL246', 'NKT_150Nd_STAT5_IFNa']",7
Fold 8,"['CD4Teff_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa']",5
Fold 9,"['CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_166Er_NFkB_unstim', 'CD4Teff_153Eu_STAT1_IL246', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_154Sm_STAT3_IL246', 'CD4Tnaive_168Er_STAT6_IFNa', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_166Er_NFkB_IFNa', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD56loCD16posNK_154Sm_STAT3_IL246', 'CD8Tcm_168Er_STAT6_IFNa', 'CD8Teff_154Sm_STAT3_IL246', 'CD8Tem_154Sm_STAT3_IL246', 'CD8Tem_166Er_NFkB_unstim', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_167Er_ERK_GMCSF', 'cMCs_167Er_ERK_LPS', 'Granulocytes_149Sm_CREB_GMCSF', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_150Nd_STAT5_IL246', 'ncMCs_151Eu_p38_LPS', 'ncMCs_155Gd_S6_GMCSF', 'NKT_150Nd_STAT5_IFNa', 'pDCs_149Sm_CREB_LPS', 'pDCs_166Er_NFkB_IL246', 'pDCs_168Er_STAT6_IFNa']",32
