,Max Proba
artificial.110,1.0
artificial.73,0.998
artificial.52,0.996
artificial.118,0.987
artificial.180,0.961
artificial.1,0.945
artificial.60,0.943
artificial.63,0.931
artificial.83,0.874
artificial.66,0.819
artificial.14,0.805
artificial.105,0.793
artificial.142,0.789
artificial.26,0.703
artificial.100,0.686
artificial.42,0.684
artificial.96,0.681
artificial.28,0.674
artificial.167,0.644
artificial.68,0.634
artificial.22,0.632
artificial.44,0.617
artificial.80,0.594
artificial.67,0.588
artificial.151,0.578
artificial.169,0.559
artificial.43,0.557
artificial.138,0.55
artificial.188,0.544
artificial.124,0.518
artificial.146,0.515
artificial.171,0.51
artificial.159,0.504
artificial.64,0.469
artificial.192,0.468
artificial.137,0.465
artificial.88,0.453
artificial.91,0.418
artificial.191,0.404
artificial.168,0.396
artificial.154,0.393
artificial.70,0.384
artificial.25,0.368
artificial.115,0.351
artificial.164,0.343
artificial.13,0.342
artificial.71,0.339
artificial.84,0.324
artificial.65,0.323
artificial.55,0.302
artificial.170,0.301
artificial.76,0.299
artificial.194,0.294
artificial.4,0.293
artificial.158,0.288
artificial.136,0.284
artificial.111,0.27
artificial.46,0.268
artificial.39,0.266
artificial.135,0.266
artificial.175,0.258
artificial.48,0.249
artificial.3,0.235
artificial.37,0.232
artificial.155,0.231
artificial.178,0.217
artificial.7,0.207
artificial.92,0.206
artificial.179,0.206
artificial.182,0.206
artificial.21,0.203
artificial.62,0.2
artificial.127,0.196
artificial.157,0.194
artificial.107,0.19
artificial.53,0.168
artificial.185,0.159
artificial.16,0.15
artificial.36,0.149
artificial.49,0.146
artificial.109,0.14
artificial.126,0.139
artificial.32,0.131
artificial.187,0.124
artificial.9,0.123
artificial.81,0.121
artificial.163,0.121
artificial.98,0.118
artificial.78,0.115
artificial.195,0.113
artificial.41,0.113
artificial.31,0.111
artificial.2,0.105
artificial.184,0.104
artificial.45,0.104
artificial.144,0.099
artificial.86,0.097
artificial.17,0.093
artificial.85,0.092
artificial.165,0.089
artificial.166,0.087
artificial.114,0.087
artificial.173,0.086
artificial.117,0.083
artificial.69,0.076
artificial.125,0.069
artificial.20,0.068
artificial.172,0.067
artificial.121,0.067
artificial.102,0.066
artificial.156,0.061
artificial.58,0.06
artificial.57,0.059
artificial.50,0.057
artificial.82,0.055
artificial.6,0.051
artificial.161,0.05
artificial.119,0.049
artificial.141,0.049
artificial.131,0.046
artificial.33,0.043
artificial.133,0.042
artificial.162,0.042
artificial.128,0.041
artificial.56,0.04
artificial.72,0.04
artificial.59,0.04
artificial.122,0.039
artificial.11,0.038
artificial.113,0.037
artificial.186,0.037
artificial.148,0.037
artificial.99,0.035
artificial.129,0.032
artificial.38,0.029
artificial.112,0.028
artificial.12,0.028
artificial.29,0.027
artificial.106,0.027
artificial.177,0.026
artificial.18,0.026
artificial.5,0.024
artificial.134,0.023
artificial.120,0.021
artificial.8,0.021
artificial.145,0.021
artificial.103,0.021
artificial.74,0.02
artificial.176,0.018
artificial.101,0.017
artificial.193,0.017
artificial.89,0.017
artificial.40,0.016
artificial.61,0.015
artificial.35,0.015
artificial.27,0.014
artificial.181,0.013
artificial.10,0.012
artificial.87,0.012
artificial.23,0.012
artificial.90,0.012
artificial.123,0.011
artificial.130,0.011
artificial.132,0.01
artificial.77,0.008
artificial.183,0.008
artificial.174,0.008
artificial.75,0.006
artificial.54,0.006
artificial.143,0.006
artificial.147,0.005
artificial.47,0.005
artificial.153,0.004
artificial.97,0.003
artificial.160,0.003
artificial.24,0.002
artificial.104,0.001
artificial.152,0.0
artificial.150,0.0
artificial.79,0.0
artificial.190,0.0
artificial.116,0.0
artificial.189,0.0
artificial.34,0.0
artificial.140,0.0
artificial.108,0.0
artificial.149,0.0
artificial.30,0.0
artificial.93,0.0
artificial.19,0.0
artificial.51,0.0
artificial.139,0.0
artificial.94,0.0
artificial.95,0.0
artificial.15,0.0
