,Max Proba
mDC_Frequency,0.365
CD62LnAgedNeutrophils_S6,0.359
CD56dimCD16pNKcells_Frequency,0.358
CD4Tnaive_Frequency,0.322
CCR2nncMC_Frequency,0.288
CCR2pcMC_Frequency,0.192
CD62LpImmatureNeutrophils_S6,0.189
CD62LpImmatureNeutrophils_Frequency,0.176
MDSC_Frequency,0.16
Bcells_Frequency,0.133
gdTcells_Frequency,0.126
Th1naive_IkB,0.106
CD4Tem_Frequency,0.064
CD8Tnaive_Frequency,0.062
CD8Tnaive_STAT3,0.049
CD4Tcm_Frequency,0.043
CD8Tcm_Frequency,0.042
intMC_Frequency,0.039
Th1mem_STAT3,0.038
CD8Trm_Frequency,0.035
CD4Trm_Frequency,0.033
MDSC_STAT3,0.017
Tregmem_Frequency,0.017
mDC_IkB,0.015
Th1mem_IkB,0.013
CD8Tem_Frequency,0.012
NKT_Frequency,0.01
CD4Tem_STAT3,0.004
mDC_STAT3,0.003
CD4Trm_STAT3,0.001
NKT_IkB,0.0
Th1naive_STAT3,0.0
Tregmem_STAT3,0.0
Tregnaive_STAT3,0.0
MDSC_IkB,0.0
Bcells_p38,0.0
MDSC_CREB,0.0
intMC_IkB,0.0
CD8Tnaive_IkB,0.0
CD62LnAgedNeutrophils_MAPKAPK2,0.0
CD62LnAgedNeutrophils_p38,0.0
CD56brightCD16nNKcells_IkB,0.0
CD4Tnaive_IkB,0.0
CD4Tnaive_STAT3,0.0
CD4Tcm_STAT3,0.0
CCR2pcMC_IkB,0.0
CCR2pcMC_STAT3,0.0
Tregnaive_IkB,0.0
