,Fold selected features,Fold nb of features
Fold 0,"['ACE2', 'ACP5', 'ACTN4', 'ADAMTS13', 'ADAMTS15', 'ALPP', 'ANGPTL2', 'ANGPTL3', 'ANXA5', 'BAIAP2', 'CCL20', 'CCL7', 'CD164', 'CD276', 'CD63', 'CDHR1', 'CDHR2', 'CES2', 'CHI3L1', 'CLEC4C', 'CLUL1', 'CPA2', 'CRELD2', 'CRTAC1', 'DKKL1', 'DSG2', 'ENPP7', 'FABP1', 'FABP4', 'FASLG', 'FBP1', 'FCAR', 'FCGR2B', 'FCN2', 'FCRL5', 'FCRLB', 'FGF21', 'GDF15', 'GFRA2', 'GGT5', 'GH2', 'GPA33', 'HBQ1', 'HCLS1', 'HDGF', 'ICAM1', 'ICAM4', 'IGF2R', 'IGFBPL1', 'IL11', 'IL17A', 'IL1A', 'IL1RAP', 'IL2RB', 'IL33', 'KCNIP4', 'KIR2DL3', 'KLB', 'LAMA4', 'LGALS1', 'LRPAP1', 'LYPD1', 'LYPD8', 'MARCO', 'MDGA1', 'MET', 'MGMT', 'MUC13', 'MZB1', 'NCLN', 'NEFL', 'NINJ1', 'NOMO1', 'NOS1', 'NPTN', 'NPTXR', 'PAEP', 'PCOLCE', 'PDGFC', 'PDGFRA', 'PLAUR', 'PLIN1', 'PM20D1', 'PON3', 'PPY', 'PRKRA', 'PRSS8', 'PSIP1', 'RANGAP1', 'S100A16', 'SCARB1', 'SCGN', 'SCP2', 'SEZ6L2', 'SMOC2', 'SMPDL3A', 'SOST', 'SPINT1', 'SRP14', 'SSC5D', 'STC1', 'TDGF1', 'TFPI2', 'THPO', 'TLR3', 'TMPRSS5', 'TMSB10', 'TNFRSF11A', 'TNFRSF11B', 'TNFRSF4', 'TP53INP1', 'TPT1', 'TXLNA', 'TXNDC5', 'ULBP2', 'WFIKKN1', 'XPNPEP2']",117
Fold 1,"['CCL7', 'MZB1']",2
Fold 2,"['CCL7', 'CDCP1', 'CRTAC1', 'CXCL8', 'FOSB', 'LGALS1', 'MZB1', 'PON3', 'SIGLEC9', 'TNFRSF8']",10
Fold 3,"['ADAM15', 'ADAMTS13', 'ADAMTS16', 'AMY2A', 'AMY2B', 'ANXA3', 'AOC1', 'ASAH2', 'ATP6V1D', 'B4GAT1', 'BAIAP2', 'BCAN', 'BGN', 'BTC', 'CAPG', 'CCL15', 'CCL19', 'CCL20', 'CCL23', 'CD300C', 'CD63', 'CEACAM3', 'CELA3A', 'CES2', 'CHIT1', 'CNTN1', 'COLEC12', 'CPA2', 'CRTAC1', 'CSF1', 'CTSF', 'CTSH', 'CXCL8', 'DDC', 'DKKL1', 'DLL1', 'DPP6', 'FBP1', 'FCGR2B', 'FGF21', 'FOSB', 'FUCA1', 'GCG', 'GFRA2', 'GGT1', 'GNLY', 'GPC5', 'GZMH', 'HAVCR1', 'HLA-DRA', 'HPGDS', 'IGF2R', 'IL10', 'IL13', 'IL13RA1', 'IL16', 'IL1RAP', 'IL2', 'IL2RA', 'IL33', 'ILKAP', 'ISM1', 'KCNIP4', 'KLK12', 'KLK14', 'LAMA4', 'LILRB1', 'LY96', 'MDGA1', 'MET', 'MMP13', 'MSLN', 'MSTN', 'MTPN', 'MUC13', 'MZB1', 'NCLN', 'NPTN', 'NPY', 'OMG', 'PADI2', 'PCSK9', 'PIGR', 'PILRB', 'PLAUR', 'PM20D1', 'PROC', 'PRSS8', 'QPCT', 'RAB6B', 'RANGAP1', 'RARRES1', 'RBP2', 'RET', 'S100A11', 'S100P', 'SELPLG', 'SFTPA2', 'SIGLEC9', 'SMOC2', 'SPINK1', 'SPINK6', 'SPINT1', 'SPOCK1', 'SRP14', 'TDGF1', 'THBS2', 'TIGAR', 'TMPRSS5', 'TNC', 'TSHB', 'VWF', 'XPNPEP2', 'XRCC4']",114
Fold 4,"['ACAN', 'ACP6', 'ADAM15', 'ADAMTS13', 'APEX1', 'ASAH2', 'ATP6V1D', 'B4GAT1', 'BGN', 'BST1', 'C19orf12', 'CALB2', 'CASP1', 'CCL15', 'CCL19', 'CCL20', 'CD5', 'CD63', 'CDHR1', 'CDKN1A', 'CES2', 'CHIT1', 'CNTN1', 'CNTN5', 'CRTAC1', 'CSTB', 'CTSB', 'CTSF', 'CTSL', 'CXCL8', 'DKKL1', 'DSG4', 'EGLN1', 'FABP4', 'FCAR', 'FCGR2B', 'FCN2', 'FCRL5', 'FGF21', 'GFAP', 'GFRA2', 'GGH', 'GH2', 'GNLY', 'GP2', 'GPNMB', 'GRN', 'HDGF', 'HLA-DRA', 'HSP90B1', 'IGF2R', 'IL11', 'IL13', 'IL22RA1', 'IL5', 'IL6', 'KCNIP4', 'KLK1', 'LAMA4', 'LEP', 'LGALS1', 'LILRA5', 'LILRB1', 'LY96', 'LYPD3', 'MAGED1', 'MARCO', 'MCAM', 'MDGA1', 'MUC13', 'MZB1', 'NAMPT', 'NCAM2', 'NDRG1', 'NINJ1', 'NPM1', 'NPTN', 'NRP1', 'NRTN', 'PCOLCE', 'PCSK9', 'PDGFC', 'PPY', 'PRL', 'RANGAP1', 'RETN', 'S100A16', 'SIGLEC9', 'SLC39A5', 'SMOC2', 'SRP14', 'TCL1A', 'TFPI2', 'THPO', 'TMPRSS5', 'TMSB10', 'TPSAB1', 'ULBP2', 'VEGFD', 'VWA1', 'WIF1', 'XPNPEP2', 'XRCC4']",103
Fold 5,"['CCL7', 'LGALS9']",2
Fold 6,"['ACTN4', 'ADAMTS13', 'ADAMTS15', 'AMIGO2', 'AMN', 'AMY2A', 'ANGPTL2', 'AOC1', 'BAIAP2', 'CAMKK1', 'CCL20', 'CD164', 'CD63', 'CDHR1', 'CES2', 'CHIT1', 'CHL1', 'CLEC4C', 'CNDP1', 'CPA1', 'CPA2', 'CRTAC1', 'CTRB1', 'CTSH', 'CXCL13', 'DKKL1', 'DOK2', 'DSG4', 'ENPP7', 'FABP4', 'FASLG', 'FBP1', 'FCN2', 'FGF21', 'FOPNL', 'FOSB', 'GFRA2', 'GGT1', 'GGT5', 'GH2', 'GPA33', 'HBQ1', 'HDGF', 'HEBP1', 'HLA-DRA', 'IGF2R', 'IGFBPL1', 'IKBKG', 'IL10', 'IL11', 'IL13', 'IL18RAP', 'IL1A', 'IL22RA1', 'IL33', 'ILKAP', 'ING1', 'ISLR2', 'ISM1', 'JUN', 'KCNIP4', 'KLB', 'KLK12', 'KLRB1', 'LAMA4', 'LGALS1', 'LILRB1', 'LRP11', 'LTA', 'LY96', 'LYPD1', 'MAGED1', 'MDGA1', 'MET', 'MGMT', 'MMP13', 'MSR1', 'MUC13', 'MUC16', 'MZB1', 'NCLN', 'NDRG1', 'NOS1', 'NPDC1', 'NPTN', 'NPTXR', 'PAEP', 'PDGFC', 'PIGR', 'PLA2G10', 'PLAUR', 'PM20D1', 'PNLIPRP2', 'PON3', 'PPY', 'PRKRA', 'PRSS8', 'PSIP1', 'PSPN', 'PTEN', 'RANGAP1', 'RARRES1', 'S100A16', 'SCARB1', 'SELPLG', 'SIGLEC9', 'SLC16A1', 'SMOC2', 'SPINT1', 'SRP14', 'SSC5D', 'TDGF1', 'THPO', 'TMPRSS5', 'TNC', 'TNFRSF13B', 'TNFRSF4', 'TNFRSF8', 'TNFSF12', 'TSLP', 'TXNDC5', 'XPNPEP2']",122
Fold 7,"['ADAM15', 'ANGPTL2', 'BAIAP2', 'CCL20', 'CD5', 'CES2', 'COPE', 'CRTAC1', 'CXCL14', 'FCRL5', 'FOSB', 'ICAM4', 'IL13', 'IL5', 'KIR2DL3', 'MDGA1', 'MZB1', 'NFATC3', 'NRP1', 'SIGLEC9', 'SIT1', 'SMOC2', 'SSB', 'TFRC', 'TMPRSS5', 'TNFRSF13C', 'VEGFD', 'XPNPEP2']",28
Fold 8,"['ACAN', 'ADAM15', 'ADAMTS15', 'ADAMTS16', 'ADGRG2', 'AHSP', 'AMY2A', 'AMY2B', 'ANGPTL2', 'ATP6V1D', 'B4GAT1', 'C4BPB', 'CASP1', 'CCL15', 'CD300C', 'CD300LG', 'CD5', 'CD63', 'CD70', 'CDHR1', 'CEACAM5', 'CES2', 'CHIT1', 'CHL1', 'CLEC4G', 'CLUL1', 'CNTN5', 'CPA1', 'CPA2', 'CRTAC1', 'CSF2RA', 'CTSH', 'CXCL8', 'DKK4', 'DKKL1', 'DPT', 'ERBB3', 'ERBB4', 'FABP1', 'FABP4', 'FCAR', 'FCGR2B', 'FOSB', 'FUT3_FUT5', 'GFOD2', 'GFRA2', 'GGT5', 'HLA-DRA', 'HMBS', 'ICAM1', 'IGF2R', 'IKZF2', 'IL11', 'IL13', 'IL2RB', 'IL32', 'KCNIP4', 'KIR2DL3', 'KLK14', 'LAMA4', 'LGALS1', 'LGALS9', 'LILRB1', 'LILRB4', 'LY9', 'MDGA1', 'MICB_MICA', 'MILR1', 'MMP1', 'MMP13', 'MUC13', 'MZB1', 'NCAM2', 'NPTN', 'NTRK3', 'PDGFC', 'PM20D1', 'PON3', 'PPY', 'PRTG', 'RANGAP1', 'RASSF2', 'SCARB1', 'SDC1', 'SIGLEC7', 'SIGLEC9', 'SMOC2', 'SPINK1', 'TCN2', 'TDGF1', 'TIGAR', 'TMPRSS5', 'TNC', 'TNFRSF10A', 'TNFRSF11A', 'TNFRSF8', 'TSHB', 'VAMP5', 'WFIKKN1', 'WIF1', 'XPNPEP2']",101
Fold 9,"['CCL20', 'FOSB', 'GDF15', 'LGALS1', 'LILRB1', 'MZB1', 'PON3']",7
Fold 10,"['CCL20', 'CDCP1', 'CRTAC1', 'CTSV', 'FOSB', 'GNLY', 'HDGF', 'IL5RA', 'MDGA1', 'MZB1', 'PON3', 'TINAGL1', 'TNFRSF8']",13
Fold 11,['MZB1'],1
Fold 12,"['ADAMTS15', 'ADGRG1', 'ADGRG2', 'ADM', 'AFP', 'AMBP', 'ATP6V1D', 'B4GAT1', 'BAIAP2', 'C19orf12', 'CALB2', 'CCL15', 'CD164', 'CD5', 'CD63', 'CD74', 'CDHR1', 'CES2', 'CHIT1', 'CLEC4G', 'CNTN5', 'COL6A3', 'COLEC12', 'CRH', 'CRTAC1', 'CTSH', 'DKKL1', 'DLL1', 'DPT', 'DSG4', 'EPCAM', 'ERBB3', 'FABP1', 'FBP1', 'FCGR2A', 'FCGR2B', 'FGF21', 'FOSB', 'GCG', 'GDF15', 'GFRA2', 'GGT1', 'GGT5', 'GHRHR', 'GPA33', 'IGFBPL1', 'IL13', 'IL16', 'IL1RAP', 'IL2RA', 'ISLR2', 'ISM1', 'KCNIP4', 'KIR2DL3', 'KLK12', 'KRT5', 'LEP', 'LGALS9', 'LILRA5', 'LILRB1', 'LRIG1', 'LY9', 'MARCO', 'MDGA1', 'MET', 'MSLN', 'MUC13', 'MZB1', 'NEFL', 'NOMO1', 'NPY', 'NTRK3', 'PON3', 'PPY', 'PSIP1', 'RAB6B', 'RANGAP1', 'RBP2', 'REN', 'S100A16', 'SCARB1', 'SIRT5', 'SPINK1', 'SPINT1', 'SRP14', 'SSB', 'ST3GAL1', 'TDGF1', 'TFPI2', 'THBS2', 'THPO', 'TIGAR', 'TLR3', 'TNC', 'TNFRSF11A', 'TNFRSF8', 'TSLP', 'TYRO3', 'VWF', 'XRCC4']",100
Fold 13,"['CRTAC1', 'FABP4', 'MZB1', 'TNFRSF10A']",4
Fold 14,"['ACP6', 'ADAMTS13', 'ADAMTS15', 'ADAMTS16', 'ADGRG2', 'AMY2A', 'AMY2B', 'AOC1', 'BAIAP2', 'C19orf12', 'CAMKK1', 'CCL17', 'CCL19', 'CCL20', 'CD109', 'CD22', 'CD276', 'CD63', 'CD79B', 'CDHR1', 'CETN2', 'CHIT1', 'CHL1', 'CLEC4G', 'CNDP1', 'COL4A1', 'CPA2', 'CRTAC1', 'CTSH', 'CXCL8', 'DNAJB1', 'DPT', 'DSG4', 'ENPP7', 'FCAR', 'FCN2', 'FCRL5', 'FGF2', 'FOSB', 'GFOD2', 'GFRA2', 'GFRA3', 'GGH', 'GGT5', 'GNE', 'GPC5', 'HDGF', 'HLA-DRA', 'HSP90B1', 'IDI2', 'IFNGR1', 'IFNLR1', 'IGF2R', 'IGFBPL1', 'IGSF3', 'IKZF2', 'IL11', 'IL13', 'IL1A', 'IL2RA', 'IL32', 'ISLR2', 'ISM1', 'KCNIP4', 'KLB', 'KLK10', 'LAMA4', 'LGALS1', 'LHB', 'LILRB1', 'LY96', 'MAGED1', 'MAPT', 'MARCO', 'MDGA1', 'MILR1', 'MUC13', 'MZB1', 'NCLN', 'NINJ1', 'NOMO1', 'NOS1', 'NRP1', 'NTRK3', 'NUCB2', 'PDGFC', 'PON3', 'PRKRA', 'RARRES1', 'RASSF2', 'S100A16', 'SDC1', 'SELPLG', 'SIGLEC7', 'SIGLEC9', 'SMOC2', 'TDGF1', 'TFRC', 'TNFRSF13B', 'TNFRSF13C', 'TP53INP1', 'TSHB', 'WFIKKN1', 'XPNPEP2']",104
Fold 15,"['ANGPTL2', 'CRTAC1', 'FCAR', 'FOSB', 'IGF2R', 'LGALS1', 'MZB1', 'PLAUR', 'PON3', 'TMSB10', 'TNFRSF8']",11
Fold 16,"['CCL20', 'CCL7', 'CES2', 'CXCL8', 'FGF21', 'FOSB', 'GDF15', 'LGALS1', 'MDGA1', 'MSLN', 'MZB1', 'PON3', 'PRSS8']",13
Fold 17,[],0
Fold 18,[],0
Fold 19,"['CCL7', 'JUN', 'LGALS1', 'MAD1L1', 'MZB1']",5
Fold 20,"['CCL7', 'CRTAC1', 'LGALS1', 'MZB1']",4
Fold 21,"['ADAMTS13', 'CCL20', 'CCL7', 'CRTAC1', 'CXCL8', 'FBP1', 'FOSB', 'IL22RA1', 'LGALS1', 'MDGA1', 'MZB1', 'PON3', 'TFPI2']",13
Fold 22,"['BAIAP2', 'CCL20', 'CRTAC1', 'CXCL8', 'GGT1', 'JUN', 'LGALS1', 'MZB1', 'PLAUR', 'TMSB10', 'TNFRSF8']",11
Fold 23,"['ADAM15', 'ADAMTS13', 'ADAMTS15', 'ADCYAP1R1', 'ADGRG2', 'AMY2A', 'AMY2B', 'ANGPTL2', 'ANGPTL3', 'ANXA5', 'AOC1', 'BAIAP2', 'C19orf12', 'CCL17', 'CCL20', 'CD164', 'CD63', 'CDH17', 'CDHR1', 'CEACAM21', 'CES2', 'CHIT1', 'CHL1', 'CLEC4G', 'CLUL1', 'CPA1', 'CPA2', 'CRTAC1', 'CTSF', 'CTSH', 'CTSL', 'CXCL16', 'DKK4', 'DKKL1', 'DLL1', 'DNER', 'DPT', 'DSG4', 'ECE1', 'ENPP7', 'EPCAM', 'FCAR', 'FCGR2A', 'FCN2', 'FCRL5', 'FCRL6', 'FGF21', 'FOSB', 'GFOD2', 'GFRA2', 'GGT5', 'GH2', 'GP2', 'GPA33', 'GRN', 'HBQ1', 'HDGF', 'HMBS', 'IFNGR2', 'IGF2R', 'IKBKG', 'IL10', 'IL11', 'IL13', 'IL16', 'IL17C', 'IL22RA1', 'IL2RA', 'IL2RB', 'IL33', 'IL5RA', 'ILKAP', 'ISM1', 'KCNIP4', 'KIR2DL3', 'KLB', 'KLK1', 'KLK14', 'LAMA4', 'LGALS1', 'LGALS9', 'LILRB1', 'LY96', 'LYPD1', 'LYPD8', 'MAGED1', 'MARCO', 'MDGA1', 'MET', 'MMP13', 'MSR1', 'MUC13', 'MUC16', 'MZB1', 'NELL2', 'NPTN', 'NTRK3', 'PDCD5', 'PDGFC', 'PIGR', 'PM20D1', 'PODXL2', 'PON3', 'PPY', 'PREB', 'PRSS8', 'PTH1R', 'RANGAP1', 'RETN', 'SAMD9L', 'SCARB1', 'SCGN', 'SEZ6L2', 'SIGLEC9', 'SMOC2', 'SOST', 'SPINT1', 'TDGF1', 'TFRC', 'THPO', 'TMPRSS5', 'TNC', 'TNFRSF13C', 'TNFRSF8', 'TSLP', 'TSPAN1', 'TXLNA', 'ULBP2', 'VEGFA', 'XPNPEP2']",130
