,Max Proba
Th1naive_IkB,1.0
CD41hiCD61hiPLT_MAPKAPK2,1.0
gdTcells_NFkB,0.997
CD8Tem_Frequency,0.985
CD41hiCD61hiPLT_p38,0.979
Tregnaive_STAT6,0.968
CD8Trm_Frequency,0.962
CD4Tem_Frequency,0.927
Tregmem_Frequency,0.912
CD41hiCD61hiPLT_CREB,0.908
CCR2nncMC_S6,0.893
CD62LpImmatureNeutrophils_Frequency,0.888
CD8Tcm_CREB,0.867
CD41hiCD61hiPLT_S6,0.862
Th1naive_STAT5,0.858
Th1mem_NFkB,0.834
CD61pCD41pPLT_S6,0.829
Th1mem_ERK,0.802
CD4Tem_STAT3,0.756
Tregnaive_CREB,0.746
Th1naive_NFkB,0.741
CD4Trm_STAT6,0.739
CD56brightCD16nNKcells_CREB,0.733
CD56dimCD16pNKcells_NFkB,0.678
CD4Trm_NFkB,0.651
pDC_STAT3,0.64
NKT_NFkB,0.637
CD62LnAgedNeutrophils_IkB,0.624
CD4Tcm_Frequency,0.575
pDC_MAPKAPK2,0.571
CD8Tcm_STAT3,0.571
Th1naive_CREB,0.563
Th1mem_IkB,0.54
Th1naive_STAT6,0.468
Tregmem_STAT3,0.466
Th1mem_CREB,0.458
CD8Tnaive_CREB,0.411
Bcells_S6,0.377
gdTcells_Frequency,0.357
Th1mem_STAT6,0.311
mDC_Frequency,0.267
Th1mem_STAT5,0.266
intMC_Frequency,0.263
CCR2nncMC_Frequency,0.263
Tregnaive_STAT3,0.216
Tregnaive_ERK,0.205
MDSC_Frequency,0.183
CD61pCD41pPLT_STAT3,0.172
Bcells_NFkB,0.163
Th1naive_S6,0.156
NKT_CREB,0.139
CCR2pcMC_Frequency,0.137
CD56brightCD16nNKcells_Frequency,0.128
Th1mem_S6,0.126
mDC_IkB,0.126
Th1naive_MAPKAPK2,0.111
CD62LnAgedNeutrophils_Frequency,0.11
Th1naive_p38,0.109
mDC_ERK,0.103
CD56brightCD16nNKcells_MAPKAPK2,0.1
intMC_CREB,0.096
CD56dimCD16pNKcells_Frequency,0.094
MDSC_ERK,0.089
NKT_STAT3,0.088
CD8Tnaive_Frequency,0.077
mDC_S6,0.077
CD4Tcm_STAT3,0.071
CD4Tnaive_Frequency,0.066
CD56dimCD16pNKcells_CREB,0.066
gdTcells_CREB,0.053
Th1mem_p38,0.05
Th1naive_STAT3,0.041
CD62LpImmatureNeutrophils_STAT3,0.04
CD62LnAgedNeutrophils_S6,0.035
MDSC_CREB,0.03
CCR2pcMC_CREB,0.03
MDSC_MAPKAPK2,0.027
Tregnaive_STAT5,0.027
Bcells_Frequency,0.026
gdTcells_MAPKAPK2,0.026
CD8Tem_CREB,0.023
CD4Tnaive_STAT3,0.021
CD62LnAgedNeutrophils_STAT3,0.019
CCR2pcMC_ERK,0.019
Tregnaive_NFkB,0.016
CD56brightCD16nNKcells_NFkB,0.009
CD62LnAgedNeutrophils_CREB,0.007
CCR2pcMC_MAPKAPK2,0.007
intMC_STAT3,0.006
Th1naive_ERK,0.006
CD8Trm_CREB,0.004
Tregnaive_MAPKAPK2,0.004
CD8Tnaive_STAT5,0.003
CD62LpImmatureNeutrophils_CREB,0.003
CD4Tnaive_STAT5,0.003
CD4Tcm_STAT5,0.001
CD4Tnaive_MAPKAPK2,0.0
Th1mem_MAPKAPK2,0.0
CD4Tem_IkB,0.0
CD4Tem_MAPKAPK2,0.0
CD4Tnaive_p38,0.0
CD4Tnaive_IkB,0.0
Th1mem_STAT3,0.0
CD4Trm_CREB,0.0
CD4Tem_STAT5,0.0
CD4Trm_p38,0.0
CD4Trm_STAT3,0.0
pDC_NFkB,0.0
pDC_IkB,0.0
CD4Trm_IkB,0.0
pDC_p38,0.0
pDC_CREB,0.0
NKT_Frequency,0.0
NKT_MAPKAPK2,0.0
CD4Tem_p38,0.0
CD4Tem_CREB,0.0
NKT_IkB,0.0
CCR2pcMC_STAT3,0.0
Bcells_IkB,0.0
Bcells_MAPKAPK2,0.0
CCR2nncMC_CREB,0.0
Tregnaive_IkB,0.0
CCR2nncMC_STAT3,0.0
Tregnaive_p38,0.0
CCR2nncMC_IkB,0.0
CCR2pcMC_p38,0.0
Tregmem_MAPKAPK2,0.0
CD4Tcm_MAPKAPK2,0.0
Tregmem_IkB,0.0
CCR2pcMC_S6,0.0
Tregmem_p38,0.0
CCR2pcMC_IkB,0.0
CCR2pcMC_NFkB,0.0
CD4Tcm_CREB,0.0
CD4Tcm_p38,0.0
CD4Tcm_IkB,0.0
CD4Trm_Frequency,0.0
CD56brightCD16nNKcells_p38,0.0
CD8Tnaive_p38,0.0
NKT_p38,0.0
intMC_IkB,0.0
intMC_S6,0.0
CD62LpImmatureNeutrophils_IkB,0.0
intMC_p38,0.0
CD8Tcm_p38,0.0
CD8Tcm_IkB,0.0
CD8Tcm_MAPKAPK2,0.0
CD8Tcm_Frequency,0.0
gdTcells_IkB,0.0
gdTcells_p38,0.0
CD8Tem_p38,0.0
CD8Tem_IkB,0.0
CD8Trm_IkB,0.0
CD8Trm_p38,0.0
CD8Tem_MAPKAPK2,0.0
Bcells_p38,0.0
CD8Tnaive_MAPKAPK2,0.0
CD8Tnaive_IkB,0.0
CD8Tnaive_STAT3,0.0
intMC_NFkB,0.0
intMC_ERK,0.0
intMC_MAPKAPK2,0.0
MDSC_p38,0.0
CD56brightCD16nNKcells_IkB,0.0
CD56dimCD16pNKcells_p38,0.0
CD56dimCD16pNKcells_IkB,0.0
CD61pCD41pPLT_IkB,0.0
MDSC_NFkB,0.0
MDSC_IkB,0.0
MDSC_S6,0.0
MDSC_STAT3,0.0
CD61pCD41pPLT_NFkB,0.0
CD62LpImmatureNeutrophils_S6,0.0
