,C'=' 0.049,C'=' 0.586,C'=' 1.123,C'=' 1.660,C'=' 2.196,C'=' 2.733,C'=' 3.270,C'=' 3.807,C'=' 4.344,C'=' 4.881
Bcells_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_S6,0.0,0.001,0.003,0.005,0.008,0.015,0.02,0.025,0.033,0.037
Bcells_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_NFkB,0.0,0.0,0.002,0.002,0.005,0.008,0.013,0.02,0.022,0.03
Bcells_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_Frequency,0.0,0.018,0.031,0.035,0.045,0.052,0.072,0.08,0.087,0.096
CCR2nncMC_CREB,0.0,0.018,0.029,0.036,0.044,0.049,0.057,0.063,0.073,0.083
CCR2nncMC_STAT3,0.0,0.001,0.003,0.007,0.009,0.016,0.019,0.021,0.026,0.034
CCR2nncMC_S6,0.0,0.05,0.089,0.113,0.141,0.159,0.175,0.193,0.204,0.227
CCR2nncMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2nncMC_Frequency,0.0,0.054,0.093,0.13,0.156,0.183,0.202,0.228,0.252,0.262
CCR2pcMC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.004
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_STAT3,0.0,0.0,0.0,0.001,0.002,0.005,0.006,0.009,0.011,0.013
CCR2pcMC_S6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_ERK,0.0,0.006,0.011,0.015,0.022,0.028,0.034,0.043,0.049,0.06
CCR2pcMC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.002
CCR2pcMC_Frequency,0.0,0.034,0.053,0.073,0.086,0.105,0.113,0.127,0.137,0.151
CD41hiCD61hiPLT_CREB,0.0,0.03,0.053,0.067,0.083,0.104,0.117,0.129,0.149,0.164
CD41hiCD61hiPLT_p38,0.0,0.218,0.281,0.32,0.34,0.369,0.388,0.41,0.424,0.436
CD41hiCD61hiPLT_S6,0.0,0.03,0.05,0.062,0.08,0.095,0.118,0.133,0.147,0.154
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.21,0.274,0.322,0.348,0.378,0.402,0.43,0.452,0.465
CD4Tcm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT5,0.0,0.004,0.012,0.018,0.022,0.026,0.031,0.036,0.043,0.047
CD4Tcm_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT3,0.0,0.013,0.023,0.028,0.039,0.043,0.052,0.06,0.074,0.079
CD4Tcm_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.083,0.144,0.176,0.203,0.228,0.247,0.262,0.286,0.31
CD4Tem_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
CD4Tem_STAT5,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.008,0.011,0.015
CD4Tem_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT3,0.0,0.082,0.118,0.141,0.164,0.186,0.205,0.226,0.238,0.255
