,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_Frequency,0.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CCR2nncMC_Frequency,0.0,0.736,0.808,0.863,0.876,0.889,0.895,0.902,0.902,0.904
CCR2pcMC_STAT3,0.0,0.0,0.007,0.007,0.007,0.007,0.007,0.007,0.01,0.01
CCR2pcMC_Frequency,0.0,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.091,0.099,0.128,0.153,0.161,0.169,0.218,0.231,0.252
CD4Tem_STAT3,0.0,0.0,0.04,0.093,0.138,0.17,0.216,0.242,0.298,0.356
CD4Tem_Frequency,0.0,0.02,0.185,0.346,0.438,0.501,0.55,0.587,0.627,0.633
CD4Tnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_Frequency,0.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD4Trm_STAT3,0.0,0.006,0.101,0.142,0.148,0.15,0.159,0.159,0.159,0.163
CD4Trm_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56dimCD16pNKcells_Frequency,0.0,0.425,0.731,0.826,0.872,0.905,0.914,0.926,0.934,0.934
CD62LnAgedNeutrophils_p38,0.0,0.855,0.888,0.888,0.89,0.89,0.899,0.897,0.897,0.899
CD62LnAgedNeutrophils_S6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CD62LpImmatureNeutrophils_STAT3,0.0,0.043,0.15,0.182,0.204,0.25,0.286,0.332,0.367,0.381
CD62LpImmatureNeutrophils_S6,0.0,0.832,0.789,0.755,0.768,0.769,0.775,0.791,0.797,0.8
CD62LpImmatureNeutrophils_Frequency,0.0,0.852,0.884,0.894,0.901,0.901,0.901,0.904,0.905,0.905
CD8Tcm_STAT3,0.0,0.133,0.319,0.41,0.48,0.509,0.524,0.524,0.524,0.543
CD8Tcm_Frequency,0.0,0.044,0.09,0.153,0.215,0.248,0.28,0.289,0.305,0.31
CD8Tem_Frequency,0.0,0.124,0.444,0.558,0.609,0.634,0.637,0.644,0.644,0.647
CD8Tnaive_STAT3,0.0,0.022,0.268,0.312,0.386,0.43,0.45,0.466,0.468,0.487
CD8Tnaive_Frequency,0.0,0.859,0.875,0.893,0.906,0.906,0.906,0.906,0.906,0.906
CD8Trm_Frequency,0.0,0.019,0.216,0.394,0.477,0.534,0.577,0.586,0.599,0.607
gdTcells_Frequency,0.0,0.797,0.835,0.835,0.85,0.85,0.85,0.85,0.85,0.86
intMC_STAT3,0.0,0.007,0.007,0.007,0.017,0.017,0.02,0.022,0.044,0.049
intMC_Frequency,0.0,0.949,0.99,0.99,0.998,0.998,0.998,1.0,1.0,1.0
mDC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.019,0.019
mDC_Frequency,0.0,0.298,0.403,0.503,0.547,0.568,0.585,0.604,0.628,0.64
MDSC_STAT3,0.0,0.007,0.007,0.025,0.032,0.051,0.07,0.072,0.09,0.113
MDSC_Frequency,0.0,0.128,0.631,0.72,0.728,0.739,0.739,0.739,0.739,0.739
NKT_Frequency,0.0,0.014,0.059,0.083,0.115,0.119,0.136,0.136,0.136,0.138
pDC_STAT3,0.0,0.012,0.016,0.016,0.021,0.021,0.023,0.023,0.023,0.025
Th1mem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Th1naive_STAT3,0.0,0.019,0.028,0.045,0.067,0.073,0.076,0.086,0.106,0.115
Th1naive_IkB,0.0,0.17,0.198,0.251,0.272,0.3,0.311,0.346,0.382,0.4
Tregmem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tregmem_Frequency,0.0,0.032,0.075,0.107,0.112,0.129,0.139,0.147,0.15,0.15
Tregnaive_STAT3,0.0,0.0,0.06,0.114,0.158,0.183,0.199,0.212,0.235,0.248
