,Max Proba
CCR2pcMC_Frequency,0.993
Bcells_Frequency,0.901
CD62LnAgedNeutrophils_S6,0.742
CCR2nncMC_Frequency,0.627
CD62LpImmatureNeutrophils_Frequency,0.611
CD8Tem_Frequency,0.48
CD8Trm_Frequency,0.476
CD4Tnaive_Frequency,0.446
intMC_Frequency,0.385
gdTcells_Frequency,0.34
CD4Trm_STAT3,0.198
MDSC_Frequency,0.134
CD8Tnaive_Frequency,0.029
MDSC_STAT3,0.016
pDC_STAT3,0.015
mDC_STAT3,0.012
Tregmem_Frequency,0.006
CD62LpImmatureNeutrophils_S6,0.005
CD56dimCD16pNKcells_Frequency,0.004
CD4Tcm_Frequency,0.004
mDC_Frequency,0.001
Th1mem_STAT3,0.0
Th1naive_STAT3,0.0
Th1naive_IkB,0.0
Tregmem_STAT3,0.0
NKT_Frequency,0.0
CD8Tcm_Frequency,0.0
intMC_STAT3,0.0
CD8Tnaive_STAT3,0.0
CD8Tcm_STAT3,0.0
CD62LpImmatureNeutrophils_STAT3,0.0
CD62LnAgedNeutrophils_p38,0.0
CD4Trm_Frequency,0.0
CD4Tnaive_STAT3,0.0
CD4Tem_Frequency,0.0
CD4Tem_STAT3,0.0
CD4Tcm_STAT3,0.0
CCR2pcMC_STAT3,0.0
Tregnaive_STAT3,0.0
