;Max Proba
artificial.173;0.713
artificial.70;0.575
artificial.146;0.575
artificial.51;0.566
artificial.140;0.535
artificial.111;0.531
artificial.48;0.527
artificial.21;0.524
artificial.42;0.523
artificial.129;0.511
artificial.175;0.492
artificial.49;0.489
artificial.153;0.483
artificial.162;0.456
artificial.114;0.451
artificial.41;0.444
artificial.50;0.436
artificial.151;0.434
artificial.76;0.433
artificial.65;0.417
artificial.191;0.407
artificial.144;0.405
artificial.107;0.405
artificial.86;0.397
artificial.60;0.384
artificial.192;0.363
artificial.185;0.355
artificial.91;0.352
artificial.64;0.339
artificial.187;0.323
artificial.71;0.322
artificial.119;0.316
artificial.26;0.315
artificial.28;0.302
artificial.124;0.296
artificial.182;0.292
artificial.17;0.291
artificial.143;0.29
artificial.73;0.288
artificial.186;0.288
artificial.88;0.288
artificial.128;0.284
artificial.181;0.281
artificial.34;0.267
artificial.180;0.255
artificial.123;0.253
artificial.38;0.242
artificial.56;0.24
artificial.68;0.234
artificial.150;0.232
artificial.156;0.229
artificial.110;0.223
artificial.183;0.221
artificial.55;0.221
artificial.189;0.22
artificial.136;0.219
artificial.44;0.219
artificial.27;0.218
artificial.168;0.216
artificial.7;0.215
artificial.184;0.209
artificial.67;0.208
artificial.29;0.207
artificial.112;0.206
artificial.195;0.202
artificial.6;0.197
artificial.165;0.195
artificial.118;0.192
artificial.161;0.189
artificial.166;0.187
artificial.135;0.186
artificial.188;0.183
artificial.104;0.176
artificial.145;0.172
artificial.149;0.169
artificial.19;0.167
artificial.81;0.162
artificial.155;0.162
artificial.52;0.161
artificial.4;0.157
artificial.163;0.156
artificial.15;0.152
artificial.79;0.151
artificial.62;0.15
artificial.131;0.15
artificial.92;0.146
artificial.83;0.146
artificial.159;0.143
artificial.10;0.14
artificial.101;0.139
artificial.43;0.137
artificial.169;0.136
artificial.137;0.135
artificial.103;0.134
artificial.121;0.131
artificial.5;0.123
artificial.25;0.12
artificial.120;0.119
artificial.20;0.118
artificial.106;0.118
artificial.158;0.115
artificial.22;0.113
artificial.122;0.111
artificial.23;0.106
artificial.40;0.106
artificial.194;0.105
artificial.171;0.101
artificial.139;0.099
artificial.138;0.099
artificial.66;0.098
artificial.109;0.097
artificial.134;0.096
artificial.33;0.096
artificial.117;0.095
artificial.53;0.095
artificial.174;0.094
artificial.89;0.092
artificial.160;0.091
artificial.125;0.089
artificial.96;0.088
artificial.172;0.087
artificial.18;0.086
artificial.133;0.084
artificial.113;0.083
artificial.177;0.081
artificial.72;0.08
artificial.69;0.079
artificial.24;0.077
artificial.193;0.074
artificial.59;0.074
artificial.105;0.073
artificial.8;0.072
artificial.45;0.071
artificial.39;0.071
artificial.32;0.071
artificial.30;0.071
artificial.1;0.07
artificial.85;0.07
artificial.167;0.069
artificial.63;0.069
artificial.115;0.068
artificial.82;0.068
artificial.130;0.068
artificial.147;0.068
artificial.97;0.068
artificial.108;0.066
artificial.178;0.066
artificial.190;0.066
artificial.74;0.065
artificial.154;0.064
artificial.37;0.063
artificial.36;0.061
artificial.14;0.061
artificial.142;0.058
artificial.2;0.057
artificial.132;0.056
artificial.157;0.053
artificial.100;0.053
artificial.54;0.05
artificial.93;0.048
artificial.16;0.048
artificial.31;0.047
artificial.90;0.047
artificial.99;0.046
artificial.94;0.045
artificial.148;0.044
artificial.179;0.043
artificial.11;0.042
artificial.12;0.041
artificial.116;0.039
artificial.35;0.039
artificial.141;0.037
artificial.127;0.035
artificial.13;0.034
artificial.3;0.033
artificial.87;0.032
artificial.75;0.032
artificial.95;0.032
artificial.9;0.032
artificial.80;0.031
artificial.164;0.028
artificial.77;0.028
artificial.47;0.026
artificial.84;0.025
artificial.176;0.024
artificial.57;0.021
artificial.98;0.02
artificial.61;0.018
artificial.46;0.016
artificial.170;0.016
artificial.126;0.013
artificial.78;0.01
artificial.152;0.005
artificial.58;0.004
artificial.102;0.0
