,Fold selected features,Fold nb of features
Fold 0,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 1,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK']",5
Fold 2,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 3,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 4,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 5,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 6,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 7,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 8,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 9,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 10,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 11,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 12,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 13,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 14,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 15,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 16,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 17,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 18,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 19,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 20,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 21,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 22,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 23,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 24,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 25,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 26,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 27,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 28,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 29,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 30,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 31,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 32,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 33,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 34,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 35,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 36,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK']",5
Fold 37,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 38,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 39,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 40,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 41,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 42,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 43,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 44,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 45,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 46,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 47,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 48,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 49,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 50,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 51,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 52,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 53,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 54,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 55,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 56,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 57,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK']",5
Fold 58,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 59,"['Frequency', 'CREB', 'IkB', 'NFkB', 'STAT6']",5
Fold 60,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 61,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
Fold 62,"['Frequency', 'CREB', 'IkB', 'NFkB', 'ERK', 'STAT6']",6
