,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_NFkB,0.0,0.001,0.004,0.004,0.006,0.006,0.006,0.007,0.007,0.007
Bcells_Frequency,0.0,0.043,0.056,0.058,0.058,0.06,0.06,0.06,0.06,0.06
CCR2nncMC_CREB,0.0,0.03,0.045,0.048,0.05,0.051,0.052,0.053,0.052,0.053
CCR2nncMC_STAT3,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CCR2nncMC_S6,0.0,0.045,0.063,0.063,0.066,0.067,0.07,0.069,0.076,0.075
CCR2nncMC_IkB,0.0,0.005,0.006,0.006,0.006,0.006,0.006,0.007,0.007,0.007
CCR2nncMC_NFkB,0.0,0.02,0.024,0.025,0.026,0.026,0.028,0.029,0.027,0.029
CCR2nncMC_MAPKAPK2,0.0,0.021,0.028,0.032,0.032,0.034,0.032,0.037,0.039,0.036
CCR2nncMC_Frequency,0.0,0.043,0.045,0.045,0.049,0.046,0.048,0.048,0.05,0.05
CCR2pcMC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_STAT3,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.003,0.002
CCR2pcMC_S6,0.0,0.004,0.005,0.006,0.005,0.004,0.005,0.005,0.007,0.01
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.003,0.007,0.007,0.007,0.007,0.009,0.008,0.009,0.009
CCR2pcMC_Frequency,0.0,0.055,0.066,0.068,0.07,0.072,0.075,0.074,0.075,0.08
CD41hiCD61hiPLT_p38,0.0,0.025,0.029,0.028,0.029,0.028,0.029,0.029,0.03,0.03
CD4Tcm_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
