,Fold selected features,Fold nb of features
Fold 0,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 1,"['STAT3', 'NFkB']",2
Fold 2,"['STAT3', 'NFkB']",2
Fold 3,"['STAT5', 'STAT3', 'NFkB']",3
Fold 4,['NFkB'],1
Fold 5,[],0
Fold 6,[],0
Fold 7,[],0
Fold 8,"['STAT5', 'STAT3', 'NFkB']",3
Fold 9,"['STAT5', 'STAT3', 'NFkB']",3
Fold 10,"['STAT3', 'NFkB', 'Frequency']",3
Fold 11,[],0
Fold 12,"['STAT5', 'STAT3']",2
Fold 13,[],0
Fold 14,[],0
Fold 15,"['STAT5', 'STAT3', 'NFkB']",3
Fold 16,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 17,[],0
Fold 18,[],0
Fold 19,"['STAT5', 'STAT3', 'NFkB']",3
Fold 20,[],0
Fold 21,"['STAT5', 'STAT3', 'NFkB']",3
Fold 22,"['STAT3', 'NFkB']",2
Fold 23,[],0
Fold 24,[],0
Fold 25,"['STAT5', 'STAT3', 'NFkB']",3
Fold 26,[],0
Fold 27,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 28,[],0
Fold 29,"['STAT5', 'STAT3', 'NFkB']",3
Fold 30,[],0
Fold 31,"['STAT5', 'STAT3']",2
Fold 32,"['STAT3', 'NFkB', 'Frequency']",3
Fold 33,[],0
Fold 34,"['STAT5', 'STAT3', 'NFkB']",3
Fold 35,['NFkB'],1
Fold 36,"['STAT3', 'NFkB']",2
Fold 37,[],0
Fold 38,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 39,"['STAT5', 'STAT3', 'NFkB']",3
Fold 40,[],0
Fold 41,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 42,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 43,[],0
Fold 44,[],0
Fold 45,"['STAT5', 'STAT3', 'NFkB']",3
Fold 46,"['STAT5', 'STAT3', 'NFkB']",3
Fold 47,"['STAT5', 'STAT3', 'NFkB']",3
Fold 48,[],0
Fold 49,[],0
Fold 50,"['STAT3', 'NFkB']",2
Fold 51,"['STAT5', 'STAT3']",2
Fold 52,"['STAT5', 'STAT3', 'NFkB']",3
Fold 53,"['STAT3', 'NFkB', 'Frequency']",3
Fold 54,[],0
Fold 55,[],0
Fold 56,[],0
Fold 57,"['STAT3', 'NFkB']",2
Fold 58,"['STAT5', 'STAT3', 'NFkB']",3
Fold 59,['NFkB'],1
Fold 60,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 61,"['STAT5', 'STAT3', 'NFkB']",3
Fold 62,"['STAT5', 'STAT3', 'NFkB']",3
Fold 63,['NFkB'],1
Fold 64,"['STAT3', 'NFkB']",2
Fold 65,[],0
Fold 66,[],0
Fold 67,"['STAT5', 'STAT3']",2
Fold 68,"['STAT5', 'STAT3', 'NFkB']",3
Fold 69,[],0
Fold 70,[],0
Fold 71,[],0
Fold 72,"['STAT3', 'NFkB']",2
Fold 73,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 74,"['STAT5', 'STAT3', 'NFkB']",3
Fold 75,[],0
Fold 76,"['STAT5', 'STAT3', 'NFkB']",3
Fold 77,"['STAT3', 'NFkB', 'Frequency']",3
Fold 78,[],0
Fold 79,[],0
Fold 80,[],0
Fold 81,[],0
Fold 82,[],0
Fold 83,[],0
Fold 84,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 85,"['STAT5', 'STAT3', 'NFkB']",3
Fold 86,"['STAT5', 'STAT3']",2
Fold 87,"['STAT5', 'STAT3', 'NFkB']",3
Fold 88,"['STAT5', 'STAT3', 'NFkB']",3
Fold 89,[],0
Fold 90,"['STAT3', 'NFkB']",2
Fold 91,['NFkB'],1
Fold 92,[],0
Fold 93,"['STAT5', 'STAT3', 'NFkB']",3
Fold 94,"['STAT5', 'STAT3', 'NFkB']",3
Fold 95,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 96,[],0
Fold 97,"['STAT3', 'NFkB']",2
Fold 98,"['STAT3', 'NFkB', 'Frequency']",3
Fold 99,[],0
Fold 100,[],0
Fold 101,"['STAT5', 'STAT3', 'NFkB']",3
Fold 102,[],0
Fold 103,[],0
Fold 104,"['STAT3', 'NFkB']",2
Fold 105,"['STAT5', 'STAT3', 'NFkB']",3
Fold 106,"['STAT5', 'STAT3']",2
Fold 107,[],0
Fold 108,"['STAT3', 'NFkB', 'Frequency']",3
Fold 109,[],0
Fold 110,"['STAT5', 'STAT3', 'NFkB']",3
Fold 111,[],0
Fold 112,[],0
Fold 113,"['STAT3', 'NFkB']",2
Fold 114,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 115,['NFkB'],1
Fold 116,"['STAT5', 'STAT3', 'NFkB']",3
Fold 117,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 118,"['STAT5', 'STAT3', 'NFkB']",3
Fold 119,[],0
Fold 120,"['STAT3', 'NFkB', 'Frequency']",3
Fold 121,[],0
Fold 122,"['STAT5', 'STAT3', 'NFkB']",3
Fold 123,"['STAT5', 'STAT3', 'NFkB']",3
Fold 124,"['STAT5', 'STAT3']",2
Fold 125,[],0
Fold 126,[],0
Fold 127,[],0
Fold 128,[],0
Fold 129,"['STAT3', 'NFkB']",2
Fold 130,[],0
Fold 131,"['STAT3', 'NFkB']",2
Fold 132,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 133,"['STAT5', 'STAT3', 'NFkB']",3
Fold 134,[],0
Fold 135,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 136,"['STAT5', 'STAT3', 'NFkB']",3
Fold 137,[],0
Fold 138,['NFkB'],1
Fold 139,"['STAT5', 'STAT3', 'NFkB']",3
Fold 140,"['STAT3', 'NFkB']",2
Fold 141,"['STAT5', 'STAT3', 'NFkB']",3
Fold 142,"['STAT5', 'STAT3', 'NFkB']",3
Fold 143,[],0
Fold 144,[],0
Fold 145,"['STAT3', 'NFkB']",2
Fold 146,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 147,[],0
Fold 148,"['STAT5', 'STAT3', 'NFkB']",3
Fold 149,['NFkB'],1
Fold 150,[],0
Fold 151,"['STAT5', 'STAT3', 'NFkB']",3
Fold 152,"['STAT5', 'STAT3', 'NFkB']",3
Fold 153,"['STAT5', 'STAT3']",2
Fold 154,[],0
Fold 155,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 156,[],0
Fold 157,"['STAT3', 'NFkB', 'Frequency']",3
Fold 158,[],0
Fold 159,[],0
Fold 160,"['STAT3', 'NFkB']",2
Fold 161,[],0
Fold 162,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 163,"['STAT3', 'NFkB', 'Frequency']",3
Fold 164,"['STAT5', 'STAT3', 'NFkB', 'Frequency']",4
Fold 165,"['STAT5', 'STAT3']",2
Fold 166,[],0
Fold 167,['NFkB'],1
Fold 168,"['STAT5', 'STAT3', 'NFkB']",3
Fold 169,[],0
Fold 170,[],0
Fold 171,"['STAT5', 'STAT3', 'NFkB']",3
Fold 172,[],0
Fold 173,"['STAT3', 'NFkB']",2
Fold 174,[],0
Fold 175,"['STAT5', 'STAT3', 'NFkB']",3
Fold 176,[],0
Fold 177,[],0
Fold 178,"['STAT5', 'STAT3', 'NFkB']",3
Fold 179,"['STAT5', 'STAT3', 'NFkB']",3
Fold 180,[],0
Fold 181,"['STAT5', 'STAT3']",2
Fold 182,"['STAT5', 'STAT3', 'NFkB']",3
Fold 183,"['STAT3', 'NFkB']",2
Fold 184,"['CREB', 'STAT5', 'STAT3', 'NFkB']",4
Fold 185,[],0
Fold 186,"['STAT5', 'STAT3', 'NFkB']",3
Fold 187,[],0
Fold 188,"['STAT5', 'STAT3', 'NFkB']",3
Fold 189,[],0
Fold 190,"['STAT5', 'STAT3', 'NFkB']",3
Fold 191,"['STAT3', 'NFkB']",2
Fold 192,['NFkB'],1
Fold 193,[],0
