,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.01,0.032,0.096,0.15,0.261,0.387,0.527,0.624,0.686
artificial.2,0.0,0.967,0.991,0.996,1.0,1.0,1.0,1.0,1.0,1.0
artificial.3,0.0,0.0,0.028,0.069,0.148,0.19,0.239,0.293,0.348,0.399
artificial.4,0.0,0.183,0.588,0.732,0.824,0.861,0.886,0.899,0.899,0.899
artificial.5,0.0,0.597,0.693,0.766,0.779,0.788,0.792,0.817,0.817,0.822
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.011,0.015,0.023,0.031,0.045,0.047,0.052,0.061,0.061
artificial.9,0.0,0.0,0.002,0.01,0.017,0.037,0.052,0.079,0.122,0.14
artificial.10,0.0,0.763,0.82,0.868,0.881,0.886,0.901,0.922,0.926,0.929
artificial.11,0.0,0.0,0.009,0.014,0.014,0.014,0.016,0.032,0.046,0.068
artificial.12,0.0,0.013,0.071,0.166,0.326,0.439,0.521,0.621,0.712,0.761
artificial.13,0.0,0.067,0.131,0.172,0.189,0.189,0.211,0.226,0.235,0.266
artificial.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.15,0.0,0.954,0.987,0.994,0.994,0.994,0.994,0.994,0.994,0.994
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.199,0.397,0.574,0.713,0.776,0.816,0.836,0.863,0.87
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.032,0.083,0.115,0.192,0.315,0.381,0.473,0.552,0.594
artificial.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
