,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.017
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.026
artificial.4,0.0,0.008,0.008,0.01,0.014,0.017,0.027,0.04,0.067,0.076
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.009,0.015
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.0,0.0,0.0,0.0,0.002,0.019,0.03,0.047,0.12
artificial.10,0.0,0.0,0.0,0.0,0.012,0.012,0.026,0.026,0.044,0.069
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.013,0.06,0.11
artificial.12,0.0,0.0,0.007,0.01,0.012,0.012,0.012,0.025,0.042,0.087
artificial.13,0.0,0.0,0.0,0.005,0.016,0.043,0.075,0.093,0.114,0.141
artificial.14,0.0,0.0,0.0,0.0,0.0,0.009,0.009,0.014,0.015,0.036
artificial.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.013,0.166,0.359,0.511,0.65,0.717,0.791,0.862,0.88
artificial.18,0.0,0.0,0.008,0.014,0.043,0.069,0.109,0.131,0.161,0.207
artificial.19,0.0,0.142,0.246,0.311,0.377,0.444,0.527,0.566,0.609,0.657
artificial.20,0.0,0.346,0.527,0.665,0.714,0.772,0.781,0.807,0.83,0.849
artificial.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.0,0.008,0.019,0.041,0.044,0.062,0.079,0.087,0.105
artificial.25,0.0,0.004,0.023,0.067,0.102,0.126,0.185,0.279,0.363,0.457
artificial.26,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.022,0.022,0.026
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.008,0.01,0.012
artificial.30,0.0,0.051,0.105,0.157,0.188,0.232,0.255,0.305,0.327,0.343
artificial.31,0.0,0.0,0.0,0.011,0.045,0.098,0.133,0.203,0.241,0.285
artificial.32,0.0,0.021,0.082,0.129,0.168,0.222,0.266,0.295,0.327,0.354
artificial.33,0.0,0.328,0.6,0.644,0.728,0.787,0.848,0.926,0.937,0.97
artificial.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.35,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.013,0.015,0.021
artificial.36,0.0,0.016,0.053,0.102,0.182,0.248,0.358,0.466,0.525,0.572
artificial.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.013,0.018,0.028
artificial.40,0.0,0.017,0.039,0.05,0.072,0.107,0.138,0.159,0.182,0.195
artificial.41,0.0,0.882,0.94,0.959,0.965,0.966,0.977,0.985,0.995,0.995
artificial.42,0.0,0.056,0.214,0.365,0.502,0.567,0.637,0.679,0.729,0.749
artificial.43,0.0,0.0,0.0,0.0,0.0,0.021,0.036,0.07,0.119,0.138
artificial.44,0.0,0.0,0.0,0.0,0.007,0.02,0.02,0.022,0.038,0.056
artificial.45,0.0,0.0,0.004,0.028,0.077,0.114,0.145,0.208,0.294,0.374
