,Max Proba
artificial.62,1.0
artificial.37,1.0
artificial.122,1.0
artificial.40,1.0
artificial.189,1.0
artificial.28,1.0
artificial.188,1.0
artificial.92,0.997
artificial.27,0.994
artificial.90,0.983
artificial.171,0.976
artificial.70,0.974
artificial.64,0.956
artificial.9,0.926
artificial.112,0.917
artificial.14,0.905
artificial.63,0.852
artificial.35,0.848
artificial.176,0.842
artificial.11,0.835
artificial.111,0.826
artificial.29,0.824
artificial.99,0.823
artificial.174,0.798
artificial.127,0.797
artificial.170,0.782
artificial.18,0.776
artificial.103,0.752
artificial.97,0.745
artificial.38,0.744
artificial.191,0.719
artificial.6,0.697
artificial.75,0.693
artificial.76,0.691
artificial.41,0.643
artificial.25,0.626
artificial.91,0.623
artificial.46,0.621
artificial.124,0.582
artificial.36,0.564
artificial.139,0.549
artificial.129,0.548
artificial.178,0.509
artificial.113,0.503
artificial.125,0.503
artificial.161,0.499
artificial.74,0.495
artificial.19,0.482
artificial.123,0.48
artificial.130,0.468
artificial.168,0.448
artificial.148,0.441
artificial.166,0.436
artificial.152,0.411
artificial.146,0.356
artificial.101,0.343
artificial.43,0.339
artificial.108,0.33
artificial.159,0.33
artificial.121,0.308
artificial.88,0.298
artificial.141,0.28
artificial.167,0.28
artificial.107,0.274
artificial.45,0.273
artificial.31,0.25
artificial.17,0.239
artificial.54,0.238
artificial.193,0.235
artificial.184,0.233
artificial.138,0.221
artificial.109,0.216
artificial.134,0.214
artificial.7,0.197
artificial.118,0.18
artificial.50,0.178
artificial.136,0.17
artificial.102,0.167
artificial.67,0.16
artificial.72,0.153
artificial.156,0.147
artificial.181,0.142
artificial.2,0.14
artificial.56,0.138
artificial.48,0.137
artificial.59,0.125
artificial.65,0.122
artificial.164,0.121
artificial.195,0.115
artificial.110,0.114
artificial.137,0.101
artificial.119,0.097
artificial.55,0.089
artificial.143,0.088
artificial.15,0.088
artificial.52,0.085
artificial.187,0.085
artificial.177,0.073
artificial.192,0.068
artificial.87,0.067
artificial.20,0.067
artificial.169,0.056
artificial.4,0.053
artificial.69,0.049
artificial.144,0.049
artificial.154,0.044
artificial.140,0.041
artificial.22,0.041
artificial.133,0.038
artificial.60,0.033
artificial.3,0.03
artificial.155,0.029
artificial.26,0.029
artificial.58,0.028
artificial.86,0.028
artificial.190,0.028
artificial.160,0.024
artificial.93,0.024
artificial.68,0.023
artificial.157,0.02
artificial.33,0.02
artificial.145,0.014
artificial.172,0.013
artificial.77,0.01
artificial.131,0.009
artificial.79,0.009
artificial.73,0.009
artificial.182,0.009
artificial.149,0.008
artificial.104,0.008
artificial.150,0.007
artificial.96,0.007
artificial.117,0.005
artificial.100,0.005
artificial.180,0.004
artificial.179,0.004
artificial.8,0.003
artificial.10,0.003
artificial.12,0.003
artificial.185,0.003
artificial.61,0.003
artificial.115,0.003
artificial.153,0.003
artificial.151,0.001
artificial.162,0.0
artificial.183,0.0
artificial.175,0.0
artificial.186,0.0
artificial.173,0.0
artificial.158,0.0
artificial.165,0.0
artificial.163,0.0
artificial.194,0.0
artificial.1,0.0
artificial.147,0.0
artificial.71,0.0
artificial.57,0.0
artificial.53,0.0
artificial.51,0.0
artificial.49,0.0
artificial.47,0.0
artificial.44,0.0
artificial.42,0.0
artificial.39,0.0
artificial.34,0.0
artificial.32,0.0
artificial.30,0.0
artificial.24,0.0
artificial.23,0.0
artificial.21,0.0
artificial.16,0.0
artificial.13,0.0
artificial.5,0.0
artificial.66,0.0
artificial.78,0.0
artificial.142,0.0
artificial.80,0.0
artificial.135,0.0
artificial.132,0.0
artificial.128,0.0
artificial.126,0.0
artificial.120,0.0
artificial.116,0.0
artificial.114,0.0
artificial.106,0.0
artificial.105,0.0
artificial.95,0.0
artificial.94,0.0
artificial.89,0.0
artificial.85,0.0
artificial.84,0.0
artificial.83,0.0
artificial.82,0.0
artificial.81,0.0
artificial.98,0.0
