,Fold selected features,Fold nb of features
Fold 0,"['Bcells_150Nd_STAT5_IL246', 'Bcells_153Eu_STAT1_IFNa', 'Bcells_155Gd_S6_unstim', 'Bcells_168Er_STAT6_IFNa', 'CD4Teff_153Eu_STAT1_IL246', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_150Nd_STAT5_unstim', 'CD56hiCD16negNK_159Tb_MAPKAPK2_LPS', 'CD56hiCD16negNK_166Er_NFkB_IFNa', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56loCD16posNK_150Nd_STAT5_IL246', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_159Tb_MAPKAPK2_LPS', 'cMCs_167Er_ERK_LPS', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_150Nd_STAT5_IL246', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'Granulocytes_167Er_ERK_GMCSF', 'Granulocytes_168Er_STAT6_IL246', 'intMCs_167Er_ERK_GMCSF', 'mDCs_153Eu_STAT1_IFNa', 'mDCs_155Gd_S6_LPS', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'NKT_153Eu_STAT1_IFNa', 'pDCs_159Tb_MAPKAPK2_unstim']",30
Fold 1,"['Bcells_150Nd_STAT5_IL246', 'Bcells_153Eu_STAT1_IFNa', 'Bcells_155Gd_S6_unstim', 'CD4negCD8negTcells_168Er_STAT6_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_150Nd_STAT5_unstim', 'CD4Tnaive_153Eu_STAT1_IL246', 'CD4Tnaive_154Sm_STAT3_unstim', 'CD56hiCD16negNK_159Tb_MAPKAPK2_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_unstim', 'CD56hiCD16negNK_166Er_NFkB_GMCSF', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56loCD16posNK_150Nd_STAT5_IL246', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'CD56loCD16posNK_154Sm_STAT3_IFNa', 'CD8Tcm_168Er_STAT6_IFNa', 'CD8Teff_166Er_NFkB_unstim', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_159Tb_MAPKAPK2_LPS', 'cMCs_168Er_STAT6_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_GMCSF', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'Granulocytes_168Er_STAT6_IL246', 'mDCs_149Sm_CREB_LPS', 'mDCs_153Eu_STAT1_IFNa', 'mDCs_155Gd_S6_LPS', 'MDSCs_149Sm_CREB_GMCSF', 'MDSCs_153Eu_STAT1_IFNa', 'MDSCs_155Gd_S6_IFNa', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'ncMCs_151Eu_p38_LPS', 'NKT_153Eu_STAT1_IFNa', 'pDCs_149Sm_CREB_GMCSF', 'pDCs_155Gd_S6_IFNa', 'pDCs_155Gd_S6_LPS', 'pDCs_159Tb_MAPKAPK2_IL246', 'pDCs_159Tb_MAPKAPK2_LPS', 'pDCs_168Er_STAT6_IL246']",44
Fold 2,"['CD4negCD8negTcells_168Er_STAT6_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_150Nd_STAT5_unstim', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_unstim', 'CD56hiCD16negNK_166Er_NFkB_IFNa', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_159Tb_MAPKAPK2_LPS', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_167Er_ERK_GMCSF', 'mDCs_150Nd_STAT5_GMCSF', 'mDCs_151Eu_p38_IFNa', 'mDCs_155Gd_S6_LPS', 'MDSCs_153Eu_STAT1_IFNa', 'pDCs_150Nd_STAT5_GMCSF', 'pDCs_159Tb_MAPKAPK2_LPS']",21
Fold 3,"['Bcells_150Nd_STAT5_IL246', 'Bcells_153Eu_STAT1_IFNa', 'Bcells_155Gd_S6_unstim', 'CD4negCD8negTcells_154Sm_STAT3_IFNa', 'CD4Tcm_150Nd_STAT5_unstim', 'CD4Teff_153Eu_STAT1_IL246', 'CD4Teff_155Gd_S6_unstim', 'CD4Teff_166Er_NFkB_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_153Eu_STAT1_IL246', 'CD4Tnaive_154Sm_STAT3_IFNa', 'CD4Tnaive_154Sm_STAT3_unstim', 'CD4Tnaive_168Er_STAT6_IFNa', 'CD56hiCD16negNK_153Eu_STAT1_IFNa', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_unstim', 'CD56hiCD16negNK_166Er_NFkB_IFNa', 'CD56hiCD16negNK_166Er_NFkB_IL246', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD56loCD16posNK_150Nd_STAT5_IL246', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'CD8Tcm_154Sm_STAT3_IL246', 'CD8Tcm_166Er_NFkB_unstim', 'CD8Tcm_168Er_STAT6_IFNa', 'CD8Teff_155Gd_S6_unstim', 'CD8Tem_168Er_STAT6_IL246', 'cMCs_153Eu_STAT1_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_LPS', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'Granulocytes_156Gd_IkB_unstim', 'Granulocytes_168Er_STAT6_IL246', 'mDCs_149Sm_CREB_LPS', 'mDCs_150Nd_STAT5_GMCSF', 'mDCs_154Sm_STAT3_unstim', 'MDSCs_153Eu_STAT1_IFNa', 'MDSCs_155Gd_S6_IFNa', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'ncMCs_151Eu_p38_LPS', 'ncMCs_154Sm_STAT3_IL246', 'ncMCs_154Sm_STAT3_unstim', 'NKT_168Er_STAT6_unstim', 'pDCs_154Sm_STAT3_GMCSF', 'pDCs_154Sm_STAT3_IFNa', 'pDCs_155Gd_S6_IFNa', 'pDCs_155Gd_S6_LPS', 'pDCs_159Tb_MAPKAPK2_IFNa', 'pDCs_159Tb_MAPKAPK2_unstim', 'pDCs_166Er_NFkB_GMCSF', 'pDCs_168Er_STAT6_IFNa']",57
Fold 4,"['Bcells_150Nd_STAT5_IL246', 'Bcells_155Gd_S6_unstim', 'CD4Tcm_168Er_STAT6_IFNa', 'CD4Teff_166Er_NFkB_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_166Er_NFkB_unstim', 'CD4Tnaive_150Nd_STAT5_unstim', 'CD4Tnaive_153Eu_STAT1_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_IL246', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'CD8Tcm_154Sm_STAT3_IL246', 'cMCs_153Eu_STAT1_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_150Nd_STAT5_IL246', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_LPS', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'Granulocytes_156Gd_IkB_unstim', 'Granulocytes_168Er_STAT6_IL246', 'intMCs_149Sm_CREB_unstim', 'mDCs_155Gd_S6_LPS', 'mDCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_153Eu_STAT1_IFNa', 'MDSCs_155Gd_S6_GMCSF', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'ncMCs_151Eu_p38_LPS', 'NKT_153Eu_STAT1_IFNa', 'pDCs_150Nd_STAT5_GMCSF', 'pDCs_155Gd_S6_LPS', 'pDCs_159Tb_MAPKAPK2_IFNa', 'pDCs_159Tb_MAPKAPK2_IL246', 'pDCs_159Tb_MAPKAPK2_LPS', 'pDCs_166Er_NFkB_unstim', 'pDCs_168Er_STAT6_IFNa']",39
Fold 5,"['Bcells_150Nd_STAT5_IL246', 'Bcells_155Gd_S6_unstim', 'Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_168Er_STAT6_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_150Nd_STAT5_unstim', 'CD4Tnaive_153Eu_STAT1_IL246', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_LPS', 'CD56hiCD16negNK_159Tb_MAPKAPK2_unstim', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56loCD16posNK_150Nd_STAT5_IL246', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'CD8Tcm_166Er_NFkB_unstim', 'cMCs_153Eu_STAT1_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_150Nd_STAT5_IL246', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'Granulocytes_167Er_ERK_GMCSF', 'mDCs_155Gd_S6_LPS', 'pDCs_150Nd_STAT5_GMCSF', 'pDCs_159Tb_MAPKAPK2_LPS']",26
Fold 6,"['Bcells_150Nd_STAT5_IL246', 'Bcells_153Eu_STAT1_IFNa', 'Bcells_155Gd_S6_unstim', 'CD4negCD8negTcells_168Er_STAT6_unstim', 'CD4Tcm_150Nd_STAT5_unstim', 'CD4Teff_153Eu_STAT1_IL246', 'CD4Teff_155Gd_S6_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_154Sm_STAT3_unstim', 'CD56hiCD16negNK_159Tb_MAPKAPK2_IL246', 'CD56hiCD16negNK_166Er_NFkB_IFNa', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD56loCD16posNK_150Nd_STAT5_IL246', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_159Tb_MAPKAPK2_LPS', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_LPS', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'Granulocytes_156Gd_IkB_unstim', 'Granulocytes_167Er_ERK_GMCSF', 'mDCs_149Sm_CREB_LPS', 'mDCs_155Gd_S6_LPS', 'MDSCs_153Eu_STAT1_IFNa', 'MDSCs_155Gd_S6_IFNa', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'pDCs_154Sm_STAT3_IFNa', 'pDCs_155Gd_S6_IFNa', 'pDCs_159Tb_MAPKAPK2_LPS', 'pDCs_166Er_NFkB_GMCSF']",36
Fold 7,"['Bcells_150Nd_STAT5_IL246', 'Bcells_153Eu_STAT1_IFNa', 'Bcells_155Gd_S6_unstim', 'Bcells_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_153Eu_STAT1_IL246', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_LPS', 'CD56hiCD16negNK_159Tb_MAPKAPK2_unstim', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56loCD16posNK_150Nd_STAT5_IL246', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'CD8Tnaive_168Er_STAT6_IFNa', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_154Sm_STAT3_IFNa', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'Granulocytes_167Er_ERK_GMCSF', 'mDCs_153Eu_STAT1_IFNa', 'mDCs_155Gd_S6_LPS', 'MDSCs_149Sm_CREB_IL246', 'MDSCs_153Eu_STAT1_IFNa', 'MDSCs_155Gd_S6_IFNa', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'ncMCs_149Sm_CREB_LPS', 'NKT_153Eu_STAT1_IFNa', 'pDCs_150Nd_STAT5_GMCSF', 'pDCs_159Tb_MAPKAPK2_LPS', 'pDCs_159Tb_MAPKAPK2_unstim', 'pDCs_166Er_NFkB_GMCSF']",34
Fold 8,"['Bcells_150Nd_STAT5_IL246', 'Bcells_155Gd_S6_unstim', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_150Nd_STAT5_unstim', 'CD56hiCD16negNK_159Tb_MAPKAPK2_IL246', 'CD56hiCD16negNK_159Tb_MAPKAPK2_unstim', 'CD56hiCD16negNK_166Er_NFkB_IL246', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'CD8Tcm_168Er_STAT6_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_159Tb_MAPKAPK2_LPS', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_150Nd_STAT5_IL246', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'intMCs_149Sm_CREB_unstim', 'mDCs_151Eu_p38_IFNa', 'mDCs_155Gd_S6_LPS', 'MDSCs_149Sm_CREB_GMCSF', 'MDSCs_153Eu_STAT1_IFNa', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_159Tb_MAPKAPK2_LPS', 'NKT_153Eu_STAT1_IFNa', 'pDCs_155Gd_S6_IL246', 'pDCs_159Tb_MAPKAPK2_IFNa', 'pDCs_167Er_ERK_GMCSF']",31
Fold 9,"['Bcells_150Nd_STAT5_IL246', 'Bcells_155Gd_S6_unstim', 'Bcells_168Er_STAT6_IFNa', 'CD4Teff_168Er_STAT6_IFNa', 'CD4Tem_168Er_STAT6_IFNa', 'CD4Tnaive_150Nd_STAT5_unstim', 'CD4Tnaive_168Er_STAT6_IFNa', 'CD56hiCD16negNK_149Sm_CREB_IL246', 'CD56hiCD16negNK_153Eu_STAT1_IFNa', 'CD56hiCD16negNK_159Tb_MAPKAPK2_LPS', 'CD56hiCD16negNK_166Er_NFkB_IFNa', 'CD56hiCD16negNK_166Er_NFkB_LPS', 'CD56loCD16posNK_153Eu_STAT1_IFNa', 'cMCs_153Eu_STAT1_IFNa', 'cMCs_159Tb_MAPKAPK2_LPS', 'Granulocytes_149Sm_CREB_GMCSF', 'Granulocytes_150Nd_STAT5_IL246', 'Granulocytes_151Eu_p38_LPS', 'Granulocytes_153Eu_STAT1_IFNa', 'Granulocytes_155Gd_S6_unstim', 'Granulocytes_156Gd_IkB_LPS', 'mDCs_149Sm_CREB_LPS', 'mDCs_155Gd_S6_LPS', 'MDSCs_153Eu_STAT1_IFNa', 'NKT_153Eu_STAT1_IFNa', 'pDCs_149Sm_CREB_GMCSF', 'pDCs_155Gd_S6_LPS', 'pDCs_159Tb_MAPKAPK2_IFNa', 'pDCs_159Tb_MAPKAPK2_IL246', 'pDCs_159Tb_MAPKAPK2_unstim', 'pDCs_166Er_NFkB_IFNa']",31
