,Max Proba
gdTcells_NFkB,1.0
CD41hiCD61hiPLT_MAPKAPK2,0.993
Th1naive_IkB,0.97
CD41hiCD61hiPLT_p38,0.969
CD8Tem_Frequency,0.968
CD56dimCD16pNKcells_NFkB,0.931
CD8Tcm_CREB,0.918
Bcells_NFkB,0.876
CD4Tem_STAT3,0.851
CD41hiCD61hiPLT_CREB,0.815
CD4Tem_Frequency,0.785
CD8Tnaive_CREB,0.784
Tregmem_Frequency,0.775
NKT_STAT3,0.775
CD56brightCD16nNKcells_CREB,0.771
MDSC_Frequency,0.752
Tregnaive_STAT6,0.728
gdTcells_Frequency,0.726
CD62LpImmatureNeutrophils_Frequency,0.706
CD41hiCD61hiPLT_S6,0.706
Th1naive_NFkB,0.688
Tregmem_STAT3,0.679
CD61pCD41pPLT_S6,0.66
Th1mem_ERK,0.655
CD8Tcm_STAT3,0.655
CD8Trm_Frequency,0.576
Th1naive_STAT5,0.576
Th1mem_CREB,0.554
intMC_Frequency,0.552
CCR2nncMC_Frequency,0.526
pDC_STAT3,0.489
Th1mem_NFkB,0.472
MDSC_NFkB,0.439
gdTcells_CREB,0.421
CD56dimCD16pNKcells_CREB,0.396
CCR2nncMC_STAT3,0.389
CCR2pcMC_NFkB,0.364
intMC_CREB,0.359
CD62LnAgedNeutrophils_NFkB,0.343
CD4Trm_NFkB,0.334
MDSC_CREB,0.31
NKT_CREB,0.301
CD56brightCD16nNKcells_IkB,0.287
NKT_NFkB,0.284
Bcells_S6,0.281
CD8Tem_CREB,0.28
CD8Tem_IkB,0.275
Th1naive_CREB,0.216
CD4Tcm_STAT3,0.214
CCR2pcMC_CREB,0.198
CD56brightCD16nNKcells_MAPKAPK2,0.177
CD62LpImmatureNeutrophils_STAT3,0.173
CD62LnAgedNeutrophils_p38,0.141
Th1naive_STAT6,0.14
mDC_MAPKAPK2,0.134
CD4Trm_STAT6,0.127
CD8Trm_CREB,0.112
MDSC_MAPKAPK2,0.105
CD8Tcm_MAPKAPK2,0.103
Tregnaive_STAT3,0.102
Bcells_CREB,0.101
Bcells_Frequency,0.096
CD62LpImmatureNeutrophils_IkB,0.077
CD62LpImmatureNeutrophils_CREB,0.07
CD61pCD41pPLT_STAT3,0.069
intMC_S6,0.068
Th1naive_MAPKAPK2,0.066
Th1naive_STAT3,0.06
CD4Tnaive_STAT3,0.058
Th1mem_S6,0.044
CCR2pcMC_Frequency,0.043
MDSC_ERK,0.041
gdTcells_IkB,0.033
mDC_p38,0.031
CCR2pcMC_MAPKAPK2,0.028
CD62LnAgedNeutrophils_CREB,0.024
Bcells_p38,0.022
