,Max Proba
artificial.119,1.0
artificial.2,1.0
artificial.52,1.0
artificial.56,1.0
artificial.88,0.995
artificial.15,0.994
artificial.137,0.994
artificial.49,0.992
artificial.91,0.981
artificial.58,0.974
artificial.162,0.943
artificial.10,0.929
artificial.36,0.924
artificial.112,0.915
artificial.143,0.908
artificial.164,0.906
artificial.65,0.904
artificial.63,0.902
artificial.30,0.9
artificial.29,0.899
artificial.4,0.899
artificial.127,0.899
artificial.68,0.895
artificial.106,0.886
artificial.155,0.881
artificial.17,0.87
artificial.79,0.865
artificial.47,0.86
artificial.43,0.853
artificial.48,0.851
artificial.157,0.848
artificial.178,0.848
artificial.163,0.844
artificial.53,0.824
artificial.5,0.822
artificial.59,0.82
artificial.152,0.808
artificial.147,0.802
artificial.85,0.8
artificial.156,0.799
artificial.159,0.79
artificial.133,0.784
artificial.172,0.781
artificial.126,0.778
artificial.93,0.77
artificial.131,0.768
artificial.12,0.761
artificial.141,0.75
artificial.83,0.726
artificial.71,0.723
artificial.118,0.716
artificial.116,0.699
artificial.51,0.69
artificial.150,0.689
artificial.1,0.686
artificial.54,0.665
artificial.89,0.616
artificial.111,0.612
artificial.19,0.594
artificial.32,0.593
artificial.176,0.593
artificial.181,0.58
artificial.25,0.548
artificial.165,0.531
artificial.110,0.513
artificial.81,0.51
artificial.123,0.508
artificial.135,0.496
artificial.44,0.437
artificial.34,0.432
artificial.139,0.431
artificial.140,0.419
artificial.100,0.408
artificial.3,0.399
artificial.33,0.381
artificial.94,0.372
artificial.153,0.366
artificial.62,0.362
artificial.21,0.358
artificial.39,0.294
artificial.46,0.29
artificial.113,0.287
artificial.24,0.273
artificial.13,0.266
artificial.86,0.218
artificial.92,0.21
artificial.74,0.198
artificial.151,0.193
artificial.55,0.166
artificial.84,0.165
artificial.101,0.156
artificial.177,0.155
artificial.99,0.153
artificial.108,0.144
artificial.9,0.14
artificial.154,0.128
artificial.40,0.125
artificial.66,0.111
artificial.160,0.105
artificial.144,0.092
artificial.37,0.09
artificial.61,0.089
artificial.73,0.087
artificial.145,0.082
artificial.42,0.081
artificial.105,0.08
artificial.72,0.075
artificial.78,0.073
artificial.41,0.069
artificial.11,0.068
artificial.128,0.062
artificial.8,0.061
artificial.77,0.057
artificial.22,0.057
artificial.148,0.055
artificial.107,0.054
artificial.117,0.046
artificial.109,0.045
artificial.182,0.043
artificial.171,0.04
artificial.146,0.036
artificial.67,0.034
artificial.98,0.033
artificial.57,0.03
artificial.180,0.029
artificial.149,0.029
artificial.175,0.026
artificial.28,0.025
artificial.96,0.022
artificial.121,0.022
artificial.102,0.018
artificial.27,0.018
artificial.64,0.017
artificial.82,0.016
artificial.120,0.016
artificial.169,0.014
artificial.129,0.013
artificial.115,0.012
artificial.136,0.011
artificial.38,0.011
artificial.69,0.01
artificial.31,0.007
artificial.45,0.007
artificial.80,0.007
artificial.158,0.005
artificial.138,0.004
artificial.122,0.004
artificial.50,0.003
artificial.124,0.003
artificial.90,0.002
artificial.125,0.002
artificial.173,0.002
artificial.142,0.0
artificial.103,0.0
artificial.170,0.0
artificial.75,0.0
artificial.97,0.0
artificial.76,0.0
artificial.174,0.0
artificial.95,0.0
artificial.167,0.0
artificial.7,0.0
artificial.179,0.0
artificial.6,0.0
artificial.168,0.0
artificial.16,0.0
artificial.166,0.0
artificial.104,0.0
artificial.14,0.0
artificial.18,0.0
artificial.161,0.0
artificial.70,0.0
artificial.20,0.0
artificial.114,0.0
artificial.23,0.0
artificial.26,0.0
artificial.60,0.0
artificial.130,0.0
artificial.132,0.0
artificial.35,0.0
artificial.134,0.0
artificial.87,0.0
