,C'=' 0.052,C'=' 0.628,C'=' 1.203,C'=' 1.778,C'=' 2.353,C'=' 2.929,C'=' 3.504,C'=' 4.079,C'=' 4.655,C'=' 5.230
Bcells_CREB,0.0,0.03,0.05,0.064,0.077,0.085,0.088,0.099,0.106,0.117
Bcells_p38,0.0,0.023,0.029,0.031,0.036,0.04,0.044,0.052,0.057,0.065
Bcells_S6,0.0,0.056,0.083,0.098,0.122,0.139,0.152,0.17,0.187,0.195
Bcells_IkB,0.0,0.001,0.001,0.002,0.004,0.007,0.008,0.009,0.014,0.016
Bcells_NFkB,0.0,0.088,0.121,0.147,0.176,0.202,0.217,0.239,0.257,0.271
Bcells_MAPKAPK2,0.0,0.001,0.001,0.001,0.002,0.004,0.007,0.01,0.012,0.014
Bcells_Frequency,0.0,0.049,0.068,0.078,0.084,0.09,0.097,0.103,0.117,0.127
CCR2nncMC_CREB,0.0,0.005,0.009,0.012,0.016,0.017,0.018,0.023,0.026,0.029
CCR2nncMC_STAT3,0.0,0.055,0.069,0.083,0.1,0.111,0.12,0.13,0.138,0.143
CCR2nncMC_S6,0.0,0.025,0.036,0.048,0.051,0.057,0.065,0.073,0.08,0.087
CCR2nncMC_IkB,0.0,0.005,0.007,0.01,0.013,0.018,0.023,0.032,0.042,0.048
CCR2nncMC_Frequency,0.0,0.072,0.105,0.125,0.152,0.178,0.193,0.204,0.219,0.226
CCR2pcMC_CREB,0.0,0.033,0.047,0.06,0.069,0.077,0.082,0.097,0.112,0.122
CCR2pcMC_p38,0.0,0.001,0.006,0.01,0.015,0.022,0.031,0.038,0.045,0.049
CCR2pcMC_STAT3,0.0,0.001,0.001,0.001,0.002,0.004,0.005,0.008,0.01,0.012
CCR2pcMC_S6,0.0,0.014,0.019,0.021,0.024,0.029,0.038,0.046,0.05,0.054
CCR2pcMC_IkB,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.005
CCR2pcMC_NFkB,0.0,0.02,0.031,0.034,0.039,0.05,0.063,0.08,0.101,0.109
CCR2pcMC_ERK,0.0,0.002,0.011,0.018,0.023,0.026,0.03,0.04,0.05,0.057
