,Max Proba
artificial.13,0.852
artificial.30,0.777
artificial.33,0.748
artificial.32,0.729
artificial.27,0.702
artificial.10,0.665
artificial.1,0.604
artificial.6,0.564
artificial.26,0.56
artificial.16,0.548
artificial.31,0.52
artificial.7,0.497
artificial.36,0.462
artificial.37,0.446
artificial.21,0.318
artificial.4,0.275
artificial.17,0.189
artificial.39,0.181
artificial.20,0.12
artificial.28,0.097
artificial.23,0.095
artificial.14,0.06
artificial.22,0.043
artificial.11,0.038
artificial.8,0.032
artificial.29,0.029
artificial.2,0.028
artificial.34,0.02
artificial.24,0.017
artificial.25,0.014
artificial.9,0.011
artificial.43,0.01
artificial.15,0.009
artificial.44,0.005
artificial.18,0.001
artificial.5,0.001
artificial.41,0.0
artificial.45,0.0
artificial.42,0.0
artificial.38,0.0
artificial.40,0.0
artificial.3,0.0
artificial.19,0.0
artificial.35,0.0
artificial.12,0.0
artificial.46,0.0
