,Max Proba
CD4Teff_151Eu_p38_IFNa,0.98
pDCs_153Eu_STAT1_IL246,0.962
ncMCs_156Gd_IkB_GMCSF,0.962
NKT_167Er_ERK_IFNa,0.944
ncMCs_167Er_ERK_IL246,0.94
MDSCs_156Gd_IkB_IL246,0.937
pDCs_159Tb_MAPKAPK2_IFNa,0.91
CD4Teff_166Er_NFkB_IL246,0.904
CD4negCD8negTcells_168Er_STAT6_unstim,0.901
CD4negCD8negTcells_168Er_STAT6_IFNa,0.899
pDCs_156Gd_IkB_GMCSF,0.898
CD4Teff_166Er_NFkB_unstim,0.896
Granulocytes_155Gd_S6_IFNa,0.895
ncMCs_166Er_NFkB_GMCSF,0.89
ncMCs_155Gd_S6_unstim,0.885
ncMCs_151Eu_p38_GMCSF,0.88
CD56hiCD16negNK_149Sm_CREB_LPS,0.877
Granulocytes_167Er_ERK_unstim,0.876
CD8Teff_166Er_NFkB_IFNa,0.872
MDSCs_156Gd_IkB_IFNa,0.871
CD8Tnaive_149Sm_CREB_unstim,0.869
NKT_155Gd_S6_IFNa,0.865
CD8Tcm_154Sm_STAT3_IL246,0.865
NKT_159Tb_MAPKAPK2_unstim,0.864
ncMCs_159Tb_MAPKAPK2_unstim,0.859
CD56hiCD16negNK_149Sm_CREB_IFNa,0.858
Granulocytes_159Tb_MAPKAPK2_GMCSF,0.854
CD4Teff_167Er_ERK_IFNa,0.851
Granulocytes_153Eu_STAT1_IFNa,0.85
ncMCs_156Gd_IkB_IFNa,0.848
ncMCs_156Gd_IkB_IL246,0.847
CD56hiCD16negNK_156Gd_IkB_IFNa,0.847
CD4negCD8negTcells_166Er_NFkB_unstim,0.839
ncMCs_159Tb_MAPKAPK2_GMCSF,0.838
MDSCs_155Gd_S6_IL246,0.827
CD4negCD8negTcells_159Tb_MAPKAPK2_unstim,0.826
Bcells_155Gd_S6_unstim,0.822
pDCs_155Gd_S6_IFNa,0.818
MDSCs_155Gd_S6_GMCSF,0.813
CD4Tcm_151Eu_p38_IFNa,0.81
NKT_151Eu_p38_IFNa,0.809
mDCs_156Gd_IkB_IL246,0.793
Bcells_155Gd_S6_IL246,0.791
NKT_166Er_NFkB_IFNa,0.79
NKT_167Er_ERK_unstim,0.787
ncMCs_155Gd_S6_GMCSF,0.787
CD56loCD16posNK_166Er_NFkB_LPS,0.786
CD8Tem_166Er_NFkB_unstim,0.785
CD56hiCD16negNK_153Eu_STAT1_IL246,0.781
pDCs_156Gd_IkB_IFNa,0.781
Granulocytes_159Tb_MAPKAPK2_LPS,0.781
pDCs_159Tb_MAPKAPK2_GMCSF,0.779
CD56hiCD16negNK_156Gd_IkB_LPS,0.778
Granulocytes_168Er_STAT6_IL246,0.756
CD8Tem_166Er_NFkB_IFNa,0.755
NKT_159Tb_MAPKAPK2_IFNa,0.755
pDCs_150Nd_STAT5_GMCSF,0.755
Bcells_149Sm_CREB_unstim,0.755
Bcells_155Gd_S6_LPS,0.749
NKT_166Er_NFkB_IL246,0.748
MDSCs_166Er_NFkB_unstim,0.748
Granulocytes_150Nd_STAT5_IFNa,0.745
CD56hiCD16negNK_159Tb_MAPKAPK2_IFNa,0.735
CD8Tem_159Tb_MAPKAPK2_IFNa,0.735
ncMCs_150Nd_STAT5_GMCSF,0.734
Bcells_159Tb_MAPKAPK2_unstim,0.733
MDSCs_156Gd_IkB_GMCSF,0.733
mDCs_166Er_NFkB_unstim,0.728
Granulocytes_149Sm_CREB_IL246,0.727
pDCs_155Gd_S6_IL246,0.726
CD4Tnaive_159Tb_MAPKAPK2_IL246,0.724
CD4Teff_156Gd_IkB_IL246,0.724
Tregs_166Er_NFkB_unstim,0.722
NKT_149Sm_CREB_IFNa,0.721
pDCs_159Tb_MAPKAPK2_IL246,0.721
CD4Tnaive_153Eu_STAT1_IL246,0.719
CD8Tcm_167Er_ERK_IFNa,0.717
mDCs_156Gd_IkB_GMCSF,0.715
Granulocytes_167Er_ERK_IL246,0.714
Bcells_167Er_ERK_IL246,0.714
pDCs_155Gd_S6_GMCSF,0.712
MDSCs_167Er_ERK_IFNa,0.712
