,Fold selected features,Fold nb of features
Fold 0,"['Granulocytes_S6_unstim', 'Bcells_S6_unstim', 'TCRgdposT_STAT6_unstim', 'CCR5posCCR2posCD4Tem_STAT5_unstim', 'pDCs_MAPKAPK2_GMCSF', 'pDCs_NFkB_GMCSF', 'Granulocytes_STAT1_IFNa', 'Bcells_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT5_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'CCR5posCCR2posCD8Tem_STAT5_IFNa', 'CD8Tef_STAT5_IFNa', 'Granulocytes_STAT5_IL246', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CD69posCD56loCD16negNK_STAT5_IL246', 'CD4Tef_STAT1_IL246', 'CCR5posCCR2posCD4Tem_STAT3_IL246', 'CD8Tnaive_STAT3_IL246', 'Granulocytes_S6_LPS', 'mDCs_MAPKAPK2_LPS', 'Bcells', 'mDCs', 'NK', 'CD56hiCD16negNK', 'CCR5posCCR2posCD4Tem', 'CD69posCD4Tmem', 'Tregs', 'CD8Tnaive', 'NKT', 'Granulocytes', 'NEGR1', 'Angiopoietin.2', 'Siglec.6', 'Activin.A', 'SPINT2', 'PAI.1', 'MIP.1a', 'PTN', 'Antithrombin.III', 'EphB4', 'sTie.2', 'uPA', 'IL.1.R4', 'SLPI', 'SLIK5', 'VEGF121', 'Angiogenin', 'GDF2', 'HCG', 'annexin.I', 'GPNMB', 'Notch.1', 'RELT', 'AFP', 'BID', 'S100A12', 'PLXB2', 'X147.0663_4.7', 'X177.0556_5.4', 'X190.0864_6.2', 'X193.0618_5.3', 'X265.1054_8', 'X307.1296_7.9', 'X315.1951_9.7', 'X331.2264_8.1', 'X335.2226_9.3', 'X338.0881_7.3', 'X349.2371_7.5', 'X367.1495_0.8', 'X371.1895_10.6', 'X381.1014_2', 'X397.1686_9.8', 'X441.264_9.5', 'X443.208_8.4', 'X461.2387_8.7']",81
Fold 1,"['Bcells_S6_unstim', 'CD62LposCD4Tnaive_STAT3_unstim', 'CD4Tcm_STAT5_unstim', 'CCR5posCCR2posCD4Tem_STAT5_unstim', 'Granulocytes_CREB_GMCSF', 'Granulocytes_STAT3_GMCSF', 'Granulocytes_ERK_GMCSF', 'pDCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'Bcells_STAT1_IFNa', 'pDCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'TCRgdposT_STAT5_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'NKT_STAT1_IFNa', 'Bcells_STAT5_IL246', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CD69posCD56loCD16negNK_STAT5_IL246', 'CCR5posCCR2posCD4Tcm_STAT3_IL246', 'CCR5posCCR2posCD4Tem_STAT5_IL246', 'CCR5posCCR2posCD8Tem_STAT3_IL246', 'Granulocytes_IkB_LPS', 'Bcells', 'mDCs', 'ncMCs', 'NK', 'CCR5posCCR2posCD4Tem', 'CD69posCD4Tmem', 'NKT', 'Granulocytes', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'Apo.B', 'PAI.1', 'MIP.1a', 'Cathepsin.A', 'IL.18.Ra', 'sTie.2', 'discoidin.domain.receptor.1', 'uPA', 'IL.1.R4', 'MIC.1', 'SLPI', 'MMP.12', 'sL.Selectin', 'Glypican.3', 'VEGF121', 'Angiogenin', 'GDF2', 'MCP.3', 'ILT.2', 'RELT', 'S100A12', 'PLXB2', 'X128.0717_7.6', 'X134.0611_4.8', 'X148.0605_0.5', 'X149.0091_10.6', 'X153.0523_0.9', 'X163.1077_16.5', 'X177.0556_5.4', 'X218.1501_14.9', 'X239.0492_5.9', 'X266.1389_6.2', 'X311.0317_1', 'X315.1951_9.7', 'X317.2472_9.9', 'X318.2273_8.9', 'X331.2264_8.4', 'X335.2226_9.3', 'X363.2163_7.1', 'X367.1495_0.8', 'X371.1895_10.6', 'X411.1844_8.7', 'X441.264_9.5', 'X443.208_8.4', 'X461.2387_8.7', 'X505.244_8.1']",84
Fold 2,"['Bcells_S6_unstim', 'CCR2posintMCs_CREB_unstim', 'CD69posCD56loCD16negNK_MAPKAPK2_unstim', 'TCRgdposT_NFkB_unstim', 'CD62LposCD4Tnaive_STAT5_unstim', 'CD8Tcm_NFkB_unstim', 'CCR5posCCR2posCD8Tem_NFkB_unstim', 'Granulocytes_CREB_GMCSF', 'Granulocytes_ERK_GMCSF', 'DCs_STAT5_GMCSF', 'pDCs_S6_GMCSF', 'pDCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'Bcells_STAT1_IFNa', 'DCs_STAT6_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD56hiCD16negNK_STAT6_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'Granulocytes_STAT5_IL246', 'DCs_STAT3_IL246', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CD8Tcm_STAT3_IL246', 'Granulocytes_IkB_LPS', 'DCs_CREB_LPS', 'mDCs_S6_LPS', 'Bcells', 'mDCs', 'NK', 'CCR5posCCR2posCD4Tem', 'CD69posCD4Tmem', 'Tregs', 'NKT', 'Granulocytes', 'Vitronectin', 'FGF.10', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'SPINT2', 'Growth.hormone.receptor', 'contactin.1', 'NKp30', 'PTN', 'RET', 'BGN', 'Antithrombin.III', 'sTie.2', 'discoidin.domain.receptor.1', 'IL.1.R4', 'MIC.1', 'SLPI', 'MMP.12', 'Glypican.3', 'VEGF121', 'GDF2', 'MCP.3', 'annexin.I', 'Rb', 'Notch.1', 'OX2G', 'TCCR', 'IL.1Ra', 'AFP', 'BID', 'PLXB2', 'X188.0024_1.1', 'X193.0618_5.3', 'X200.1282_6.8', 'X221.092_1.2', 'X224.128_1', 'X265.1054_8', 'X266.1389_6.2', 'X299.2368_9.5', 'X307.1296_7.9', 'X313.2383_11.4', 'X315.1951_9.7', 'X331.2264_8.1', 'X331.2264_8.4', 'X335.2226_9.3', 'X349.2371_7.5', 'X361.2017_7.1', 'X363.2163_7.1', 'X443.208_8.4', 'X505.244_8.1', 'X541.2648_7.9']",90
Fold 3,"['Granulocytes_S6_unstim', 'Bcells_S6_unstim', 'TCRgdposT_NFkB_unstim', 'TCRgdposT_STAT6_unstim', 'CD62LposCD4Tnaive_STAT5_unstim', 'DCs_STAT5_GMCSF', 'pDCs_S6_GMCSF', 'intMCs_ERK_GMCSF', 'CCR2posintMCs_ERK_GMCSF', 'ncMCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'Bcells_STAT1_IFNa', 'DCs_STAT6_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'Granulocytes_STAT5_IL246', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CCR5posCCR2posCD4Tcm_STAT3_IL246', 'CD69posCD8Tmem_STAT3_IL246', 'Granulocytes_IkB_LPS', 'DCs_CREB_LPS', 'mDCs_S6_LPS', 'Bcells', 'mDCs', 'CD56hiCD16negNK', 'CD4Tem', 'CCR5posCCR2posCD4Tem', 'CD69posCD4Tmem', 'CD8Tef', 'NKT', 'Granulocytes', 'NEGR1', 'Endostatin', 'PRL', 'Angiopoietin.2', 'Siglec.6', 'Activin.A', 'SPINT2', 'PAI.1', 'Antithrombin.III', 'HCK', 'OLR1', 'sTie.2', 'uPA', 'IL.1.R4', 'SLPI', 'MMP.12', 'SLIK5', 'VEGF121', 'GDF2', 'HCG', 'GPC6', 'AFP', 'ROR1', 'PLXB2', 'X147.0663_4.7', 'X161.1002_7.5', 'X193.0618_5.3', 'X200.1282_6.8', 'X224.128_1', 'X265.1054_8', 'X269.0876_6.3', 'X315.1951_9.7', 'X331.2264_7.5', 'X331.2264_8.1', 'X349.2371_7.5', 'X367.1495_0.8', 'X371.1895_10.6', 'X441.264_9.5', 'X443.208_8.4', 'X461.2387_8.7']",74
Fold 4,"['Granulocytes_S6_unstim', 'Bcells_S6_unstim', 'CCR2posintMCs_CREB_unstim', 'CD69posCD56loCD16negNK_NFkB_unstim', 'TCRgdposT_STAT6_unstim', 'CD8Tnaive_NFkB_unstim', 'Granulocytes_CREB_GMCSF', 'pDCs_S6_GMCSF', 'pDCs_NFkB_GMCSF', 'ncMCs_MAPKAPK2_GMCSF', 'CCR2negncMCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'DCs_STAT6_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CD4Tef_STAT6_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'CCR5posCCR2posCD8Tcm_STAT6_IFNa', 'Granulocytes_STAT5_IL246', 'DCs_STAT3_IL246', 'CD56hiCD16negNK_CREB_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD69posCD56loCD16negNK_STAT5_IL246', 'Granulocytes_p38_LPS', 'Granulocytes_IkB_LPS', 'CCR2negncMCs_ERK_LPS', 'Bcells', 'mDCs', 'CD69posCD56loCD16negNK', 'CCR5posCCR2posCD4Tem', 'CD8Tef', 'CD62LposCD8Tnaive', 'NKT', 'Granulocytes', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'SPINT2', 'contactin.1', 'MIP.1a', 'ASAH2', 'Antithrombin.III', 'sTie.2', 'discoidin.domain.receptor.1', 'IP.10', 'uPA', 'IL.1.R4', 'SLPI', 'MMP.12', 'SLIK5', 'VEGF121', 'Angiogenin', 'MCP.3', 'HCG', 'GRN', 'HRG', 'MP2K4', 'S100A12', 'PLXB2', 'X161.1002_7.5', 'X177.0556_5.4', 'X202.1085_4.7', 'X218.1501_14.9', 'X224.0618_11.5', 'X239.0771_7.5', 'X307.1296_7.9', 'X315.1951_9.7', 'X331.2264_8.1', 'X331.2264_8.4', 'X335.2226_9.3', 'X349.2371_7.5', 'X361.2017_7.1', 'X363.2163_7.1', 'X371.1895_10.6', 'X415.1433_7.6', 'X441.264_9.5', 'X443.208_8.4', 'X461.2387_8.7', 'X466.3159_9.1']",83
Fold 5,"['Granulocytes_S6_unstim', 'Bcells_S6_unstim', 'TCRgdposT_NFkB_unstim', 'TCRgdposT_STAT6_unstim', 'CD4Tef_STAT5_unstim', 'CD62LposCD4Tnaive_STAT5_unstim', 'NKT_STAT6_unstim', 'pDCs_S6_GMCSF', 'pDCs_MAPKAPK2_GMCSF', 'ncMCs_MAPKAPK2_GMCSF', 'CCR2negncMCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'DCs_STAT6_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'Tregs_STAT1_IFNa', 'Bcells_STAT5_IL246', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CCR5posCCR2posCD4Tem_STAT3_IL246', 'CD8Tnaive_STAT3_IL246', 'Granulocytes_p38_LPS', 'DCs_CREB_LPS', 'mDCs_CREB_LPS', 'mDCs_MAPKAPK2_LPS', 'Bcells', 'mDCs', 'ncMCs', 'NK', 'CD4Tem', 'CCR5posCCR2posCD4Tem', 'NKT', 'Granulocytes', 'Angiopoietin.2', 'Cystatin.C', 'HGF', 'Siglec.6', 'Activin.A', 'Cadherin.5', 'SPINT2', 'sTie.1', 'PAI.1', 'MIP.1a', 'Trypsin', 'OLR1', 'sTie.2', 'discoidin.domain.receptor.1', 'uPA', 'IL.1.R4', 'SLPI', 'MMP.12', 'SLIK5', 'VEGF121', 'GDF2', 'Insulin', 'HCG', 'GRN', 'GPNMB', 'S100A12', 'ROR1', 'PLXB2', 'X147.0663_4.7', 'X151.0612_6', 'X177.0556_5.4', 'X193.0618_5.3', 'X212.1182_3.3', 'X218.1501_14.9', 'X233.0634_7.7', 'X245.1857_3', 'X266.1389_6.2', 'X307.1296_7.9', 'X315.1951_9.7', 'X331.2264_8.1', 'X331.2264_8.4', 'X335.2226_9.3', 'X349.2371_7.5', 'X361.2017_7.1', 'X367.1495_0.8', 'X371.1895_10.6', 'X397.205_10.6', 'X443.208_8.4', 'X461.2387_8.7', 'X466.3159_9.1', 'X567.2751_1.2']",89
Fold 6,"['Granulocytes_S6_unstim', 'Bcells_S6_unstim', 'CD69posCD56loCD16negNK_NFkB_unstim', 'CCR5posCCR2posCD4Tem_S6_unstim', 'CCR5posCCR2posCD4Tem_STAT6_unstim', 'Granulocytes_ERK_GMCSF', 'pDCs_MAPKAPK2_GMCSF', 'pDCs_NFkB_GMCSF', 'ncMCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'DCs_STAT6_IFNa', 'pDCs_STAT1_IFNa', 'pDCs_S6_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_NFkB_IFNa', 'CD56loCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'NKT_STAT1_IFNa', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_CREB_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD69posCD56loCD16negNK_STAT5_IL246', 'Granulocytes_IkB_LPS', 'CCR2posintMCs_S6_LPS', 'Bcells', 'mDCs', 'CCR2posintMCs', 'NK', 'Tregs', 'CD8Tef', 'CD62LposCD8Tnaive', 'NKT', 'Granulocytes', 'NEGR1', 'Endostatin', 'Angiopoietin.2', 'Siglec.6', 'Activin.A', 'SPINT2', 'PAI.1', 'MIP.1a', 'TSP2', 'BNP.32', 'sTie.2', 'uPA', 'IL.1.R4', 'SLPI', 'MMP.12', 'VEGF121', 'Angiogenin', 'GDF2', 'MCP.3', 'HCG', 'annexin.I', 'FABP', 'S100A12', 'PLXB2', 'X147.0663_4.7', 'X151.0612_6', 'X177.0556_5.4', 'X193.0618_5.3', 'X202.1085_4.7', 'X228.0334_4.3', 'X307.1296_7.9', 'X315.1951_9.7', 'X331.2264_8.1', 'X331.2264_8.4', 'X349.2371_7.5', 'X371.1895_10.6', 'X381.1014_2', 'X441.264_9.5', 'X443.208_8.4', 'X461.2387_8.7']",74
Fold 7,"['Granulocytes_S6_unstim', 'CCR2posintMCs_CREB_unstim', 'TCRgdposT_NFkB_unstim', 'CCR5posCCR2posCD4Tem_S6_unstim', 'CD8Tnaive_NFkB_unstim', 'Granulocytes_CREB_GMCSF', 'DCs_STAT5_GMCSF', 'pDCs_S6_GMCSF', 'intMCs_ERK_GMCSF', 'ncMCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'DCs_STAT6_IFNa', 'NK_STAT1_IFNa', 'CD56hiCD16negNK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'NKT_STAT1_IFNa', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CD8Tcells_STAT3_IL246', 'CD8Tcm_STAT3_IL246', 'Granulocytes_p38_LPS', 'Granulocytes_IkB_LPS', 'DCs_CREB_LPS', 'mDCs_S6_LPS', 'Bcells', 'CCR2posintMCs', 'NK', 'CCR5posCCR2posCD4Tem', 'CD69posCD4Tmem', 'Tregs', 'NKT', 'Granulocytes', 'DSC2', 'Angiopoietin.2', 'Siglec.6', 'Activin.A', 'PAI.1', 'Growth.hormone.receptor', 'Antithrombin.III', 'BLC', 'LGMN', 'sTie.2', 'DLC8', 'discoidin.domain.receptor.1', 'sRAGE', 'uPA', 'IL.1.R4', 'SLPI', 'MMP.12', 'SLIK5', 'VEGF121', 'Angiogenin', 'GDF2', 'HCG', 'OX2G', 'MP2K4', 'BID', 'Corticotropin.lipotropin', 'PLXB2', 'X148.0605_0.5', 'X163.1077_16.5', 'X193.0618_5.3', 'X199.0463_0.6', 'X218.1501_14.9', 'X315.1951_9.7', 'X318.2273_8.9', 'X331.2264_8.1', 'X331.2264_8.4', 'X335.2226_9.3', 'X349.2371_7.5', 'X363.2163_7.1', 'X367.1495_0.8', 'X371.1895_10.6', 'X397.205_10.6', 'X441.264_9.5', 'X443.208_8.4', 'X461.2387_8.7', 'X99.0064_4.2']",81
Fold 8,"['Granulocytes_S6_unstim', 'pDCs_S6_unstim', 'CD69posCD56loCD16negNK_MAPKAPK2_unstim', 'TCRgdposT_STAT6_unstim', 'CD62LposCD4Tnaive_STAT5_unstim', 'CD62LposCD4Tnaive_STAT3_unstim', 'CD4Tcm_STAT5_unstim', 'CCR5posCCR2posCD4Tem_STAT5_unstim', 'Granulocytes_CREB_GMCSF', 'Granulocytes_ERK_GMCSF', 'pDCs_MAPKAPK2_GMCSF', 'Granulocytes_STAT1_IFNa', 'Granulocytes_STAT3_IFNa', 'pDCs_STAT1_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'TCRgdposT_STAT5_IFNa', 'CCR5posCCR2posCD4Tcm_STAT1_IFNa', 'Th1_STAT6_IFNa', 'CD8Tef_STAT5_IFNa', 'Bcells_STAT5_IL246', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CD69posCD56loCD16negNK_STAT5_IL246', 'CCR5posCCR2posCD4Tcm_STAT3_IL246', 'Granulocytes_S6_LPS', 'Bcells', 'mDCs', 'NK', 'CCR5posCCR2posCD4Tem', 'NKT', 'Granulocytes', 'SMOC1', 'ISLR2', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'SPINT2', 'PARC', 'PTN', 'Cathepsin.A', 'RAP', 'sTie.2', 'discoidin.domain.receptor.1', 'IL.1.R4', 'MIC.1', 'SLPI', 'MMP.12', 'Glypican.3', 'VEGF121', 'Angiogenin', 'GDF2', 'annexin.I', 'GRN', 'MO2R1', 'Notch.1', 'RELT', 'MP2K4', 'BID', 'PLXB2', 'X193.0618_5.3', 'X218.1501_14.9', 'X299.2368_9.5', 'X315.1951_9.7', 'X315.2316_8.8', 'X318.2273_8.9', 'X331.2264_8.1', 'X331.2264_8.4', 'X331.2265_9', 'X333.2422_9', 'X335.2226_9.3', 'X349.2371_7.5', 'X363.2163_7.1', 'X411.1844_8.7', 'X441.1589_1.2', 'X441.264_9.5', 'X443.208_8.4', 'X505.244_8.1']",82
Fold 9,"['Bcells_S6_unstim', 'CD69posCD56loCD16negNK_MAPKAPK2_unstim', 'TCRgdposT_NFkB_unstim', 'CD62LposCD4Tnaive_STAT5_unstim', 'CD8Tnaive_NFkB_unstim', 'Granulocytes_ERK_GMCSF', 'mDCs_MAPKAPK2_GMCSF', 'pDCs_CREB_GMCSF', 'pDCs_MAPKAPK2_GMCSF', 'pDCs_NFkB_GMCSF', 'Granulocytes_STAT1_IFNa', 'CCR2posintMCs_STAT1_IFNa', 'NK_STAT1_IFNa', 'CD69negCD56loCD16negNK_STAT1_IFNa', 'CD69posCD56loCD16negNK_STAT1_IFNa', 'CCR5posCCR2posCD4Tem_STAT6_IFNa', 'Tregs_STAT1_IFNa', 'CCR5posCCR2posCD8Tcm_STAT6_IFNa', 'Granulocytes_STAT5_IL246', 'DCs_STAT6_IL246', 'CD56hiCD16negNK_CREB_IL246', 'CD56hiCD16negNK_MAPKAPK2_IL246', 'CD56hiCD16negNK_NFkB_IL246', 'CD8Tcm_STAT3_IL246', 'CD8Tnaive_STAT3_IL246', 'Granulocytes_IkB_LPS', 'DCs_CREB_LPS', 'mDCs_CREB_LPS', 'mDCs_MAPKAPK2_LPS', 'Bcells', 'mDCs', 'NK', 'TCRgdposT', 'CCR5posCCR2posCD4Tem', 'CD69posCD4Tmem', 'Tregs', 'NKT', 'Granulocytes', 'IL.1F6', 'Angiopoietin.2', 'Cystatin.C', 'Siglec.6', 'Activin.A', 'SPINT2', 'PAI.1', 'NKp30', 'MIP.1a', 'Antithrombin.III', 'VEGF.sR2', 'sTie.2', 'IL.1.R4', 'SLPI', 'MMP.12', 'SLIK5', 'Gelsolin', 'VEGF121', 'MCP.3', 'HCG', 'DERM', 'Notch.1', 'FABP', 'ANK2', 'ROR1', 'PLXB2', 'X193.0618_5.3', 'X218.1501_14.9', 'X265.1054_8', 'X307.1296_7.9', 'X313.2383_11.4', 'X315.1951_9.7', 'X331.2264_8.1', 'X335.2226_9.3', 'X349.2371_7.5', 'X367.1495_0.8', 'X371.1895_10.6', 'X441.264_9.5', 'X443.208_8.4', 'X461.2387_8.7']",78
