,Fold selected features,Fold nb of features
Fold 0,['Frequency'],1
Fold 1,"['CREB', 'Frequency']",2
Fold 2,['Frequency'],1
Fold 3,['Frequency'],1
Fold 4,"['CREB', 'Frequency']",2
Fold 5,"['CREB', 'Frequency']",2
Fold 6,"['CREB', 'Frequency']",2
Fold 7,['Frequency'],1
Fold 8,"['CREB', 'Frequency']",2
Fold 9,['Frequency'],1
Fold 10,['Frequency'],1
Fold 11,[],0
Fold 12,['CREB'],1
Fold 13,"['CREB', 'Frequency']",2
Fold 14,[],0
Fold 15,"['CREB', 'MAPKAPK2', 'Frequency']",3
Fold 16,"['CREB', 'Frequency']",2
Fold 17,"['CREB', 'Frequency']",2
Fold 18,[],0
Fold 19,"['CREB', 'Frequency']",2
Fold 20,"['CREB', 'Frequency']",2
Fold 21,['Frequency'],1
Fold 22,['Frequency'],1
Fold 23,"['CREB', 'Frequency']",2
Fold 24,[],0
Fold 25,"['CREB', 'MAPKAPK2', 'Frequency']",3
Fold 26,[],0
Fold 27,"['CREB', 'Frequency']",2
Fold 28,['Frequency'],1
Fold 29,"['CREB', 'Frequency']",2
Fold 30,[],0
Fold 31,['CREB'],1
Fold 32,['Frequency'],1
Fold 33,"['CREB', 'Frequency']",2
Fold 34,"['CREB', 'Frequency']",2
Fold 35,"['CREB', 'Frequency']",2
Fold 36,"['CREB', 'Frequency']",2
Fold 37,"['CREB', 'Frequency']",2
Fold 38,['Frequency'],1
Fold 39,['Frequency'],1
Fold 40,"['CREB', 'Frequency']",2
Fold 41,"['CREB', 'Frequency']",2
Fold 42,['Frequency'],1
Fold 43,[],0
Fold 44,"['CREB', 'Frequency']",2
Fold 45,"['CREB', 'Frequency']",2
Fold 46,['Frequency'],1
Fold 47,"['CREB', 'MAPKAPK2', 'Frequency']",3
Fold 48,[],0
Fold 49,[],0
Fold 50,['Frequency'],1
Fold 51,['CREB'],1
Fold 52,['Frequency'],1
Fold 53,['Frequency'],1
Fold 54,"['CREB', 'Frequency']",2
Fold 55,"['CREB', 'Frequency']",2
Fold 56,['Frequency'],1
Fold 57,"['CREB', 'Frequency']",2
Fold 58,"['CREB', 'Frequency']",2
Fold 59,"['CREB', 'Frequency']",2
Fold 60,['Frequency'],1
Fold 61,"['CREB', 'Frequency']",2
Fold 62,"['CREB', 'Frequency']",2
Fold 63,"['CREB', 'Frequency']",2
