,Max Proba
artificial.27,0.975
artificial.6,0.97
artificial.37,0.966
artificial.16,0.946
artificial.36,0.945
artificial.31,0.934
artificial.26,0.917
artificial.1,0.907
artificial.10,0.905
artificial.7,0.903
artificial.32,0.901
artificial.30,0.901
artificial.13,0.901
artificial.33,0.893
artificial.4,0.88
artificial.28,0.88
artificial.21,0.859
artificial.39,0.805
artificial.2,0.762
artificial.20,0.75
artificial.17,0.746
artificial.11,0.599
artificial.8,0.569
artificial.29,0.549
artificial.23,0.429
artificial.34,0.359
artificial.22,0.332
artificial.14,0.313
artificial.25,0.282
artificial.44,0.251
artificial.42,0.201
artificial.15,0.176
artificial.35,0.173
artificial.24,0.167
artificial.9,0.116
artificial.43,0.104
artificial.18,0.102
artificial.5,0.069
artificial.19,0.046
artificial.46,0.04
artificial.3,0.038
artificial.12,0.016
artificial.45,0.014
artificial.38,0.0
artificial.40,0.0
artificial.41,0.0
