,C'=' 0.052,C'=' 0.623,C'=' 1.195,C'=' 1.766,C'=' 2.337,C'=' 2.909,C'=' 3.480,C'=' 4.051,C'=' 4.623,C'=' 5.194
artificial.1,0.0,0.848,0.902,0.902,0.902,0.902,0.907,0.907,0.907,0.907
artificial.2,0.0,0.222,0.426,0.526,0.618,0.686,0.71,0.742,0.759,0.762
artificial.3,0.0,0.002,0.005,0.005,0.005,0.015,0.024,0.032,0.033,0.038
artificial.4,0.0,0.737,0.799,0.835,0.846,0.856,0.877,0.877,0.88,0.88
artificial.5,0.0,0.0,0.016,0.023,0.03,0.038,0.049,0.051,0.066,0.069
artificial.6,0.0,0.835,0.864,0.9,0.93,0.937,0.943,0.96,0.965,0.97
artificial.7,0.0,0.751,0.842,0.864,0.884,0.893,0.893,0.903,0.903,0.903
artificial.8,0.0,0.131,0.265,0.307,0.332,0.397,0.444,0.477,0.535,0.569
artificial.9,0.0,0.042,0.066,0.084,0.094,0.099,0.099,0.101,0.108,0.116
artificial.10,0.0,0.803,0.892,0.897,0.905,0.905,0.905,0.905,0.905,0.905
artificial.11,0.0,0.233,0.364,0.407,0.491,0.507,0.526,0.546,0.567,0.599
artificial.12,0.0,0.0,0.0,0.007,0.007,0.007,0.007,0.007,0.016,0.016
artificial.13,0.0,0.893,0.893,0.893,0.898,0.898,0.898,0.898,0.898,0.901
artificial.14,0.0,0.118,0.161,0.176,0.217,0.225,0.241,0.264,0.284,0.313
artificial.15,0.0,0.092,0.106,0.106,0.128,0.128,0.144,0.162,0.162,0.176
artificial.16,0.0,0.806,0.889,0.897,0.916,0.941,0.941,0.946,0.946,0.946
artificial.17,0.0,0.413,0.544,0.595,0.635,0.645,0.7,0.705,0.728,0.746
artificial.18,0.0,0.035,0.065,0.084,0.084,0.087,0.095,0.095,0.095,0.102
artificial.19,0.0,0.0,0.0,0.009,0.012,0.026,0.037,0.041,0.042,0.046
artificial.20,0.0,0.388,0.483,0.573,0.628,0.671,0.704,0.718,0.734,0.75
artificial.21,0.0,0.498,0.62,0.702,0.73,0.753,0.795,0.838,0.859,0.859
artificial.22,0.0,0.129,0.129,0.153,0.196,0.256,0.285,0.3,0.322,0.332
artificial.23,0.0,0.203,0.235,0.303,0.317,0.335,0.36,0.392,0.414,0.429
artificial.24,0.0,0.006,0.022,0.043,0.05,0.08,0.096,0.133,0.15,0.167
artificial.25,0.0,0.04,0.083,0.106,0.122,0.148,0.184,0.207,0.238,0.282
artificial.26,0.0,0.783,0.849,0.884,0.89,0.89,0.901,0.905,0.905,0.917
artificial.27,0.0,0.779,0.838,0.907,0.939,0.954,0.965,0.975,0.975,0.975
artificial.28,0.0,0.392,0.595,0.708,0.778,0.792,0.814,0.842,0.874,0.88
artificial.29,0.0,0.165,0.276,0.327,0.424,0.467,0.49,0.51,0.528,0.549
artificial.30,0.0,0.864,0.867,0.874,0.884,0.884,0.884,0.891,0.901,0.901
artificial.31,0.0,0.876,0.894,0.9,0.9,0.911,0.911,0.917,0.929,0.934
artificial.32,0.0,0.865,0.896,0.901,0.901,0.901,0.901,0.901,0.901,0.901
artificial.33,0.0,0.883,0.893,0.893,0.893,0.893,0.893,0.893,0.893,0.893
artificial.34,0.0,0.121,0.201,0.223,0.268,0.285,0.305,0.337,0.347,0.359
artificial.35,0.0,0.005,0.043,0.062,0.097,0.117,0.13,0.138,0.161,0.173
artificial.36,0.0,0.826,0.866,0.891,0.908,0.922,0.933,0.935,0.939,0.945
artificial.37,0.0,0.711,0.828,0.886,0.909,0.91,0.933,0.952,0.962,0.966
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.586,0.742,0.769,0.778,0.786,0.792,0.8,0.8,0.805
artificial.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.42,0.0,0.035,0.043,0.061,0.092,0.124,0.147,0.163,0.18,0.201
artificial.43,0.0,0.017,0.04,0.057,0.075,0.084,0.089,0.092,0.103,0.104
artificial.44,0.0,0.026,0.071,0.113,0.146,0.175,0.201,0.228,0.232,0.251
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.013,0.014
artificial.46,0.0,0.002,0.009,0.013,0.023,0.031,0.034,0.034,0.039,0.04
