,C'=' 0.044,C'=' 0.530,C'=' 1.015,C'=' 1.501,C'=' 1.986,C'=' 2.472,C'=' 2.957,C'=' 3.443,C'=' 3.928,C'=' 4.414
artificial.1,0.0,0.049,0.343,0.528,0.584,0.61,0.635,0.635,0.649,0.664
artificial.2,0.0,0.0,0.0,0.0,0.004,0.004,0.007,0.007,0.017,0.036
artificial.3,0.0,0.0,0.0,0.0,0.011,0.019,0.023,0.029,0.044,0.048
artificial.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.5,0.0,0.0,0.0,0.01,0.019,0.019,0.028,0.028,0.033,0.048
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.247,0.38,0.449,0.477,0.528,0.575,0.596,0.628,0.656
artificial.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.10,0.0,0.088,0.098,0.087,0.09,0.103,0.105,0.105,0.111,0.126
artificial.11,0.0,0.0,0.0,0.006,0.008,0.01,0.017,0.017,0.04,0.064
artificial.12,0.0,0.005,0.046,0.072,0.078,0.078,0.105,0.105,0.121,0.128
artificial.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.14,0.0,0.004,0.01,0.032,0.06,0.069,0.084,0.099,0.125,0.14
artificial.15,0.0,0.033,0.114,0.213,0.24,0.278,0.32,0.331,0.341,0.344
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.20,0.0,0.004,0.016,0.018,0.029,0.035,0.048,0.063,0.071,0.101
artificial.21,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.003,0.003
artificial.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.23,0.0,0.278,0.273,0.279,0.279,0.287,0.287,0.301,0.32,0.32
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.25,0.0,0.0,0.023,0.055,0.115,0.139,0.174,0.223,0.248,0.293
artificial.26,0.0,0.0,0.038,0.07,0.075,0.08,0.085,0.085,0.09,0.09
artificial.27,0.0,0.024,0.021,0.021,0.024,0.04,0.04,0.047,0.047,0.052
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.29,0.0,0.018,0.023,0.023,0.032,0.038,0.049,0.056,0.063,0.069
artificial.30,0.0,0.506,0.595,0.673,0.708,0.744,0.777,0.798,0.824,0.851
artificial.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.34,0.0,0.0,0.0,0.005,0.005,0.009,0.025,0.032,0.043,0.047
artificial.35,0.0,0.045,0.057,0.07,0.085,0.09,0.09,0.09,0.09,0.105
artificial.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.37,0.0,0.003,0.003,0.019,0.022,0.055,0.071,0.075,0.092,0.114
artificial.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.39,0.0,0.682,0.811,0.856,0.873,0.887,0.912,0.923,0.923,0.931
artificial.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.41,0.0,0.007,0.018,0.025,0.041,0.05,0.066,0.074,0.08,0.088
artificial.42,0.0,0.089,0.151,0.2,0.244,0.292,0.339,0.382,0.403,0.441
artificial.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.44,0.0,0.357,0.384,0.393,0.465,0.507,0.537,0.595,0.632,0.681
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.48,0.0,0.0,0.003,0.007,0.007,0.007,0.007,0.007,0.019,0.045
artificial.49,0.0,0.053,0.186,0.283,0.312,0.333,0.384,0.408,0.431,0.483
artificial.50,0.0,0.23,0.404,0.463,0.527,0.575,0.618,0.665,0.692,0.713
artificial.51,0.0,0.012,0.021,0.025,0.057,0.084,0.116,0.142,0.142,0.154
artificial.52,0.0,0.174,0.555,0.632,0.64,0.651,0.664,0.683,0.686,0.708
artificial.53,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.009,0.009,0.009
artificial.54,0.0,0.062,0.362,0.51,0.588,0.653,0.677,0.706,0.719,0.754
artificial.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.58,0.0,0.057,0.116,0.159,0.188,0.226,0.245,0.261,0.27,0.306
artificial.59,0.0,0.139,0.141,0.142,0.142,0.155,0.167,0.175,0.186,0.203
artificial.60,0.0,0.123,0.116,0.116,0.12,0.125,0.131,0.158,0.167,0.171
artificial.61,0.0,0.587,0.606,0.673,0.714,0.749,0.775,0.782,0.795,0.815
artificial.62,0.0,0.076,0.099,0.108,0.126,0.134,0.144,0.149,0.158,0.158
artificial.63,0.0,0.023,0.066,0.082,0.138,0.18,0.198,0.212,0.256,0.293
artificial.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
