,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_NFkB,0.0,0.006,0.005,0.004,0.003,0.005,0.006,0.006,0.005,0.005
Bcells_Frequency,0.0,0.143,0.209,0.224,0.238,0.247,0.253,0.257,0.261,0.267
CCR2nncMC_CREB,0.0,0.037,0.032,0.034,0.034,0.032,0.031,0.031,0.031,0.031
CCR2nncMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2nncMC_S6,0.0,0.129,0.133,0.129,0.125,0.125,0.121,0.122,0.119,0.118
CCR2nncMC_IkB,0.0,0.0,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CCR2nncMC_NFkB,0.0,0.032,0.05,0.047,0.045,0.05,0.049,0.053,0.059,0.059
CCR2nncMC_MAPKAPK2,0.0,0.163,0.27,0.302,0.315,0.321,0.327,0.331,0.336,0.344
CCR2nncMC_Frequency,0.0,0.117,0.117,0.112,0.108,0.112,0.113,0.112,0.117,0.113
CCR2pcMC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_S6,0.0,0.012,0.017,0.019,0.024,0.026,0.028,0.026,0.032,0.031
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.001
CCR2pcMC_Frequency,0.0,0.446,0.507,0.516,0.52,0.521,0.523,0.52,0.525,0.52
CD41hiCD61hiPLT_p38,0.0,0.012,0.009,0.01,0.01,0.011,0.012,0.014,0.015,0.014
CD4Tcm_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_IkB,0.0,0.011,0.026,0.031,0.032,0.032,0.032,0.032,0.034,0.034
CD4Tcm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.027,0.046,0.048,0.054,0.052,0.052,0.057,0.057,0.059
CD4Tem_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_IkB,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002
CD4Tem_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT6,0.0,0.003,0.005,0.004,0.002,0.002,0.002,0.002,0.002,0.002
CD4Tem_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_STAT3,0.0,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.002,0.001
CD4Tnaive_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tnaive_Frequency,0.0,0.705,0.741,0.751,0.756,0.764,0.765,0.767,0.771,0.77
CD4Trm_STAT5,0.0,0.082,0.094,0.102,0.106,0.111,0.114,0.117,0.119,0.118
CD4Trm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
CD4Trm_S6,0.0,0.128,0.148,0.158,0.163,0.166,0.171,0.174,0.177,0.178
CD4Trm_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.002
CD4Trm_NFkB,0.0,0.051,0.08,0.092,0.092,0.096,0.098,0.102,0.103,0.113
CD4Trm_STAT6,0.0,0.238,0.329,0.356,0.373,0.384,0.396,0.405,0.409,0.414
CD4Trm_Frequency,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.001
CD56brightCD16nNKcells_IkB,0.0,0.004,0.009,0.012,0.014,0.016,0.02,0.026,0.027,0.029
CD56brightCD16nNKcells_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56brightCD16nNKcells_Frequency,0.0,0.128,0.201,0.239,0.254,0.261,0.272,0.28,0.28,0.281
CD56dimCD16pNKcells_CREB,0.0,0.001,0.003,0.006,0.006,0.007,0.008,0.009,0.008,0.01
CD56dimCD16pNKcells_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD56dimCD16pNKcells_Frequency,0.0,0.0,0.006,0.007,0.008,0.01,0.011,0.013,0.015,0.016
CD61pCD41pPLT_CREB,0.0,0.068,0.102,0.114,0.126,0.138,0.145,0.15,0.149,0.161
CD61pCD41pPLT_STAT3,0.0,0.029,0.035,0.039,0.05,0.054,0.048,0.054,0.055,0.055
CD61pCD41pPLT_S6,0.0,0.026,0.053,0.061,0.067,0.068,0.07,0.072,0.076,0.075
CD61pCD41pPLT_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD61pCD41pPLT_NFkB,0.0,0.0,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002
CD62LnAgedNeutrophils_CREB,0.0,0.0,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001
CD62LnAgedNeutrophils_p38,0.0,0.022,0.037,0.039,0.046,0.049,0.056,0.057,0.061,0.06
CD62LnAgedNeutrophils_STAT3,0.0,0.008,0.018,0.019,0.019,0.019,0.021,0.022,0.024,0.025
CD62LnAgedNeutrophils_S6,0.0,0.364,0.324,0.316,0.306,0.299,0.305,0.311,0.302,0.316
CD62LnAgedNeutrophils_IkB,0.0,0.063,0.152,0.195,0.206,0.215,0.215,0.221,0.229,0.233
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.044,0.054,0.055,0.057,0.054,0.055,0.054,0.056,0.059
CD62LnAgedNeutrophils_Frequency,0.0,0.109,0.199,0.226,0.241,0.249,0.257,0.259,0.27,0.27
CD62LpImmatureNeutrophils_CREB,0.0,0.003,0.005,0.005,0.007,0.006,0.006,0.009,0.008,0.007
CD62LpImmatureNeutrophils_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD62LpImmatureNeutrophils_S6,0.0,0.068,0.074,0.078,0.08,0.081,0.086,0.093,0.094,0.092
CD62LpImmatureNeutrophils_IkB,0.0,0.017,0.015,0.017,0.017,0.02,0.019,0.018,0.021,0.019
CD62LpImmatureNeutrophils_Frequency,0.0,0.176,0.254,0.286,0.291,0.299,0.309,0.308,0.312,0.314
CD8Tcm_STAT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_STAT3,0.0,0.001,0.001,0.003,0.004,0.006,0.006,0.007,0.007,0.007
CD8Tcm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tcm_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tem_Frequency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_STAT5,0.0,0.006,0.01,0.01,0.011,0.012,0.013,0.014,0.014,0.012
CD8Tnaive_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_IkB,0.0,0.019,0.036,0.04,0.041,0.046,0.049,0.051,0.053,0.055
CD8Tnaive_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Tnaive_Frequency,0.0,0.157,0.219,0.234,0.239,0.254,0.257,0.262,0.268,0.275
CD8Trm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8Trm_Frequency,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002
gdTcells_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdTcells_IkB,0.0,0.148,0.157,0.158,0.16,0.162,0.161,0.164,0.163,0.167
gdTcells_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdTcells_STAT6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdTcells_Frequency,0.0,0.013,0.021,0.025,0.029,0.035,0.036,0.04,0.037,0.038
intMC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_S6,0.0,0.1,0.103,0.116,0.12,0.131,0.136,0.138,0.14,0.137
intMC_IkB,0.0,0.002,0.006,0.01,0.012,0.013,0.014,0.017,0.017,0.019
intMC_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intMC_Frequency,0.0,0.043,0.086,0.097,0.108,0.113,0.117,0.123,0.123,0.127
mDC_CREB,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
mDC_STAT3,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.002,0.002
mDC_S6,0.0,0.115,0.121,0.119,0.116,0.125,0.125,0.126,0.124,0.124
mDC_IkB,0.0,0.022,0.016,0.018,0.018,0.018,0.024,0.023,0.023,0.022
mDC_Frequency,0.0,0.018,0.017,0.019,0.018,0.019,0.021,0.02,0.021,0.021
MDSC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001
MDSC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
MDSC_S6,0.0,0.023,0.025,0.026,0.025,0.023,0.025,0.023,0.022,0.024
MDSC_IkB,0.0,0.003,0.009,0.013,0.016,0.017,0.021,0.021,0.022,0.025
MDSC_Frequency,0.0,0.003,0.012,0.017,0.023,0.024,0.031,0.034,0.039,0.036
NKT_STAT5,0.0,0.0,0.0,0.003,0.003,0.001,0.003,0.002,0.002,0.002
