,Fold selected features,Fold nb of features
Fold 0,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Tcm_153Eu_STAT1_IFNa', 'CD8Tcm_154Sm_STAT3_IL246', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'pDCs_168Er_STAT6_IFNa', 'pDCs_168Er_STAT6_IL246', 'EGA']",15
Fold 1,"['CD4Tnaive_154Sm_STAT3_IL246', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'pDCs_168Er_STAT6_IFNa', 'pDCs_168Er_STAT6_IL246', 'EGA']",7
Fold 2,"['CD8Tem_154Sm_STAT3_IFNa', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'EGA']",6
Fold 3,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD8Tcm_154Sm_STAT3_IL246', 'CD8Tem_153Eu_STAT1_IFNa', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'EGA']",13
Fold 4,"['CD8Teff_154Sm_STAT3_IFNa', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'EGA']",5
Fold 5,"['CD4Tcm_154Sm_STAT3_IL246', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IFNa', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Tcm_153Eu_STAT1_IFNa', 'CD8Teff_154Sm_STAT3_IL246', 'cMCs_154Sm_STAT3_IL246', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'pDCs_168Er_STAT6_IL246', 'EGA']",17
Fold 6,"['CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD56hiCD16negNK_153Eu_STAT1_IFNa', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD56hiCD16negNK_168Er_STAT6_IL246', 'CD8Tcm_153Eu_STAT1_IFNa', 'cMCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'pDCs_168Er_STAT6_IL246', 'EGA']",15
Fold 7,"['MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'EGA']",3
Fold 8,"['Bcells_168Er_STAT6_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IFNa', 'CD4negCD8negTcells_150Nd_STAT5_IL246', 'CD4Tem_150Nd_STAT5_IFNa', 'CD56hiCD16negNK_153Eu_STAT1_IFNa', 'CD56hiCD16negNK_154Sm_STAT3_IL246', 'CD8Tcm_153Eu_STAT1_IFNa', 'CD8Tcm_154Sm_STAT3_IL246', 'CD8Tem_153Eu_STAT1_IFNa', 'Granulocytes_159Tb_MAPKAPK2_LPS', 'MDSCs_154Sm_STAT3_IL246', 'MDSCs_159Tb_MAPKAPK2_GMCSF', 'MDSCs_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'ncMCs_150Nd_STAT5_GMCSF', 'ncMCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'EGA']",18
Fold 9,"['Bcells_168Er_STAT6_IFNa', 'MDSCs_168Er_STAT6_IL246', 'pDCs_168Er_STAT6_IFNa', 'pDCs_168Er_STAT6_IL246', 'EGA']",5
