,C'=' 0.044,C'=' 0.530,C'=' 1.015,C'=' 1.501,C'=' 1.986,C'=' 2.472,C'=' 2.957,C'=' 3.443,C'=' 3.928,C'=' 4.414
Bcells_CREB,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001
Bcells_S6,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
Bcells_NFkB,0.0,0.026,0.031,0.034,0.037,0.042,0.046,0.048,0.055,0.059
Bcells_Frequency,0.0,0.019,0.025,0.027,0.028,0.028,0.03,0.031,0.032,0.037
CCR2nncMC_CREB,0.0,0.069,0.09,0.101,0.11,0.113,0.12,0.127,0.132,0.14
CCR2nncMC_STAT3,0.0,0.045,0.057,0.065,0.07,0.075,0.08,0.083,0.087,0.092
CCR2nncMC_S6,0.0,0.411,0.474,0.507,0.537,0.562,0.576,0.594,0.607,0.622
CCR2nncMC_NFkB,0.0,0.201,0.24,0.278,0.304,0.321,0.333,0.353,0.371,0.382
CCR2nncMC_Frequency,0.0,0.135,0.171,0.183,0.19,0.208,0.212,0.219,0.232,0.24
CCR2pcMC_CREB,0.0,0.02,0.031,0.037,0.044,0.049,0.053,0.057,0.059,0.061
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.003,0.003
CCR2pcMC_STAT3,0.0,0.006,0.013,0.014,0.015,0.017,0.016,0.018,0.019,0.02
CCR2pcMC_S6,0.0,0.259,0.34,0.384,0.42,0.447,0.47,0.493,0.504,0.519
CCR2pcMC_IkB,0.0,0.002,0.003,0.004,0.005,0.006,0.007,0.007,0.008,0.008
CCR2pcMC_NFkB,0.0,0.117,0.144,0.158,0.173,0.185,0.195,0.209,0.214,0.221
CCR2pcMC_ERK,0.0,0.026,0.044,0.056,0.06,0.068,0.075,0.082,0.089,0.094
CCR2pcMC_MAPKAPK2,0.0,0.029,0.041,0.052,0.054,0.06,0.069,0.075,0.078,0.083
CCR2pcMC_Frequency,0.0,0.084,0.121,0.138,0.147,0.159,0.173,0.183,0.19,0.198
CD41hiCD61hiPLT_p38,0.0,0.202,0.252,0.29,0.313,0.325,0.343,0.359,0.369,0.384
CD41hiCD61hiPLT_S6,0.0,0.021,0.04,0.053,0.064,0.07,0.078,0.086,0.091,0.095
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.308,0.382,0.422,0.447,0.474,0.495,0.507,0.528,0.535
CD4Tcm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001
CD4Tcm_STAT5,0.0,0.009,0.016,0.021,0.024,0.032,0.034,0.035,0.039,0.041
CD4Tcm_STAT3,0.0,0.003,0.005,0.006,0.006,0.006,0.007,0.009,0.01,0.01
CD4Tcm_IkB,0.0,0.031,0.054,0.071,0.081,0.095,0.102,0.112,0.122,0.129
CD4Tcm_NFkB,0.0,0.001,0.002,0.002,0.002,0.002,0.004,0.006,0.008,0.01
CD4Tcm_Frequency,0.0,0.012,0.016,0.02,0.024,0.025,0.028,0.031,0.034,0.038
CD4Tem_CREB,0.0,0.003,0.003,0.006,0.007,0.008,0.009,0.01,0.01,0.014
CD4Tem_STAT5,0.0,0.021,0.031,0.04,0.046,0.05,0.051,0.055,0.061,0.065
CD4Tem_STAT3,0.0,0.06,0.077,0.086,0.095,0.103,0.111,0.12,0.126,0.129
CD4Tem_IkB,0.0,0.006,0.012,0.016,0.018,0.021,0.024,0.033,0.037,0.038
CD4Tem_NFkB,0.0,0.0,0.002,0.003,0.003,0.003,0.004,0.004,0.005,0.008
CD4Tem_Frequency,0.0,0.106,0.132,0.142,0.147,0.151,0.156,0.161,0.163,0.169
