,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'MAPKAPK2']",2
Fold 1,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 2,"['CREB', 'p38']",2
Fold 3,"['CREB', 'MAPKAPK2']",2
Fold 4,"['CREB', 'p38']",2
Fold 5,"['CREB', 'MAPKAPK2']",2
Fold 6,['CREB'],1
Fold 7,"['p38', 'MAPKAPK2']",2
Fold 8,"['CREB', 'MAPKAPK2']",2
Fold 9,"['CREB', 'p38']",2
Fold 10,['S6'],1
Fold 11,[],0
Fold 12,"['CREB', 'MAPKAPK2']",2
Fold 13,"['CREB', 'MAPKAPK2']",2
Fold 14,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 15,"['CREB', 'p38']",2
Fold 16,"['CREB', 'p38']",2
Fold 17,['CREB'],1
Fold 18,"['CREB', 'p38']",2
Fold 19,"['CREB', 'p38']",2
Fold 20,"['CREB', 'MAPKAPK2']",2
Fold 21,"['CREB', 'p38']",2
Fold 22,"['CREB', 'p38']",2
Fold 23,"['CREB', 'MAPKAPK2']",2
Fold 24,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 25,"['CREB', 'p38']",2
Fold 26,"['CREB', 'p38']",2
Fold 27,"['CREB', 'p38']",2
Fold 28,"['p38', 'MAPKAPK2']",2
Fold 29,"['CREB', 'p38']",2
Fold 30,[],0
Fold 31,"['CREB', 'MAPKAPK2']",2
Fold 32,['S6'],1
Fold 33,['CREB'],1
Fold 34,"['CREB', 'MAPKAPK2']",2
Fold 35,"['CREB', 'p38']",2
Fold 36,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 37,['CREB'],1
Fold 38,"['CREB', 'MAPKAPK2']",2
Fold 39,"['CREB', 'MAPKAPK2']",2
Fold 40,['CREB'],1
Fold 41,"['CREB', 'p38']",2
Fold 42,"['CREB', 'MAPKAPK2']",2
Fold 43,[],0
Fold 44,"['CREB', 'MAPKAPK2']",2
Fold 45,"['CREB', 'MAPKAPK2']",2
Fold 46,"['CREB', 'p38']",2
Fold 47,"['CREB', 'p38']",2
Fold 48,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 49,"['CREB', 'p38']",2
Fold 50,"['CREB', 'p38']",2
Fold 51,"['CREB', 'MAPKAPK2']",2
Fold 52,"['CREB', 'MAPKAPK2']",2
Fold 53,['S6'],1
Fold 54,['CREB'],1
Fold 55,"['CREB', 'MAPKAPK2']",2
Fold 56,"['p38', 'MAPKAPK2']",2
Fold 57,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 58,"['CREB', 'p38']",2
Fold 59,"['CREB', 'p38']",2
Fold 60,"['CREB', 'MAPKAPK2']",2
Fold 61,"['CREB', 'MAPKAPK2']",2
Fold 62,"['CREB', 'p38']",2
Fold 63,"['CREB', 'p38']",2
Fold 64,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 65,['CREB'],1
Fold 66,"['CREB', 'p38', 'MAPKAPK2']",3
Fold 67,"['CREB', 'MAPKAPK2']",2
Fold 68,"['CREB', 'p38']",2
Fold 69,['CREB'],1
