,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
artificial.1,0.0,0.627,0.72,0.79,0.833,0.849,0.849,0.876,0.882,0.886
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.024,0.024
artificial.4,0.0,0.091,0.184,0.261,0.351,0.437,0.47,0.514,0.595,0.666
artificial.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.6,0.0,0.097,0.145,0.211,0.251,0.302,0.35,0.413,0.463,0.526
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005
artificial.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.9,0.0,0.0,0.0,0.0,0.011,0.028,0.071,0.086,0.137,0.2
artificial.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.11,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007,0.007,0.007
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.0,0.0,0.008,0.013,0.032,0.032,0.038,0.038,0.055
artificial.14,0.0,0.0,0.0,0.0,0.0,0.009,0.02,0.021,0.026,0.044
artificial.15,0.0,0.0,0.0,0.0,0.002,0.017,0.031,0.059,0.073,0.112
artificial.16,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.019,0.019
artificial.17,0.0,0.0,0.0,0.006,0.006,0.006,0.012,0.02,0.027,0.033
artificial.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.19,0.0,0.0,0.0,0.005,0.015,0.037,0.068,0.08,0.089,0.126
artificial.20,0.0,0.0,0.0,0.009,0.037,0.079,0.129,0.169,0.23,0.292
artificial.21,0.0,0.006,0.006,0.006,0.006,0.009,0.018,0.026,0.035,0.04
artificial.22,0.0,0.347,0.415,0.557,0.65,0.717,0.765,0.784,0.817,0.86
artificial.23,0.0,0.0,0.0,0.0,0.015,0.039,0.059,0.067,0.075,0.115
artificial.24,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.008,0.024,0.027
artificial.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.26,0.0,0.723,0.825,0.861,0.877,0.9,0.903,0.911,0.92,0.925
artificial.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.28,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.021,0.021,0.027
artificial.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
