,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 1,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 2,"['STAT5', 'S6', 'IkB', 'MAPKAPK2']",4
Fold 3,['S6'],1
Fold 4,"['STAT5', 'STAT3', 'S6', 'IkB', 'MAPKAPK2']",5
Fold 5,"['STAT3', 'S6', 'MAPKAPK2']",3
Fold 6,"['S6', 'MAPKAPK2']",2
Fold 7,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 8,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 9,[],0
Fold 10,"['S6', 'MAPKAPK2']",2
Fold 11,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 12,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 13,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 14,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 15,"['STAT5', 'S6', 'IkB', 'MAPKAPK2']",4
Fold 16,"['S6', 'MAPKAPK2']",2
Fold 17,"['S6', 'MAPKAPK2']",2
Fold 18,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 19,"['STAT5', 'STAT3', 'S6', 'IkB', 'MAPKAPK2']",5
Fold 20,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 21,[],0
Fold 22,"['STAT5', 'S6', 'IkB', 'MAPKAPK2']",4
Fold 23,"['STAT3', 'S6', 'MAPKAPK2']",3
Fold 24,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 25,"['STAT5', 'S6', 'IkB', 'MAPKAPK2']",4
Fold 26,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 27,"['S6', 'MAPKAPK2']",2
Fold 28,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 29,"['STAT5', 'STAT3', 'S6', 'IkB', 'MAPKAPK2']",5
Fold 30,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 31,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 32,"['S6', 'MAPKAPK2']",2
Fold 33,"['S6', 'MAPKAPK2']",2
Fold 34,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 35,"['STAT5', 'STAT3', 'S6', 'IkB', 'MAPKAPK2']",5
Fold 36,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 37,"['S6', 'MAPKAPK2']",2
Fold 38,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 39,['S6'],1
Fold 40,"['S6', 'MAPKAPK2']",2
Fold 41,"['S6', 'MAPKAPK2']",2
Fold 42,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 43,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 44,"['STAT3', 'S6', 'MAPKAPK2']",3
Fold 45,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 46,[],0
Fold 47,"['STAT5', 'S6', 'IkB', 'MAPKAPK2']",4
Fold 48,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
Fold 49,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 50,"['STAT5', 'S6', 'IkB', 'MAPKAPK2']",4
Fold 51,"['S6', 'IkB', 'MAPKAPK2']",3
Fold 52,['S6'],1
Fold 53,"['S6', 'MAPKAPK2']",2
Fold 54,"['S6', 'MAPKAPK2']",2
Fold 55,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'MAPKAPK2']",7
