,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,['STAT5'],1
Fold 2,['STAT5'],1
Fold 3,"['STAT5', 'NFkB', 'Frequency']",3
Fold 4,[],0
Fold 5,"['STAT5', 'STAT3', 'Frequency']",3
Fold 6,[],0
Fold 7,['STAT5'],1
Fold 8,['STAT5'],1
Fold 9,['STAT5'],1
Fold 10,[],0
Fold 11,[],0
Fold 12,[],0
Fold 13,"['CREB', 'STAT5', 'p38', 'NFkB', 'MAPKAPK2', 'STAT3', 'IkB', 'Frequency']",8
Fold 14,['STAT5'],1
Fold 15,['STAT5'],1
Fold 16,['STAT5'],1
Fold 17,[],0
Fold 18,['STAT5'],1
Fold 19,['STAT5'],1
Fold 20,"['CREB', 'STAT5', 'p38', 'NFkB', 'MAPKAPK2', 'STAT3', 'IkB', 'Frequency']",8
Fold 21,['STAT5'],1
Fold 22,['STAT5'],1
Fold 23,"['STAT5', 'STAT3', 'Frequency']",3
Fold 24,['STAT5'],1
Fold 25,['STAT5'],1
Fold 26,['STAT5'],1
Fold 27,['STAT5'],1
Fold 28,['STAT5'],1
Fold 29,['STAT5'],1
Fold 30,[],0
Fold 31,[],0
Fold 32,[],0
Fold 33,[],0
Fold 34,['STAT5'],1
Fold 35,[],0
Fold 36,['STAT5'],1
Fold 37,[],0
Fold 38,[],0
Fold 39,"['STAT5', 'NFkB', 'Frequency']",3
Fold 40,[],0
Fold 41,['STAT5'],1
Fold 42,[],0
Fold 43,[],0
Fold 44,"['STAT5', 'STAT3', 'Frequency']",3
Fold 45,['STAT5'],1
Fold 46,['STAT5'],1
Fold 47,['STAT5'],1
Fold 48,['STAT5'],1
Fold 49,['STAT5'],1
Fold 50,['STAT5'],1
Fold 51,[],0
Fold 52,"['STAT5', 'NFkB', 'Frequency']",3
Fold 53,[],0
Fold 54,[],0
Fold 55,"['CREB', 'STAT5', 'p38', 'NFkB', 'MAPKAPK2', 'STAT3', 'IkB', 'Frequency']",8
Fold 56,['STAT5'],1
Fold 57,['STAT5'],1
Fold 58,['STAT5'],1
Fold 59,[],0
Fold 60,[],0
Fold 61,['STAT5'],1
Fold 62,['STAT5'],1
Fold 63,[],0
Fold 64,['STAT5'],1
Fold 65,[],0
Fold 66,['STAT5'],1
Fold 67,[],0
Fold 68,['STAT5'],1
Fold 69,[],0
Fold 70,"['STAT5', 'STAT3', 'Frequency']",3
Fold 71,"['CREB', 'STAT5', 'p38', 'NFkB', 'MAPKAPK2', 'STAT3', 'IkB', 'Frequency']",8
Fold 72,['STAT5'],1
Fold 73,['STAT5'],1
Fold 74,"['STAT5', 'NFkB', 'Frequency']",3
Fold 75,['STAT5'],1
Fold 76,['STAT5'],1
Fold 77,[],0
Fold 78,[],0
Fold 79,['STAT5'],1
Fold 80,"['STAT5', 'STAT3', 'Frequency']",3
Fold 81,[],0
Fold 82,[],0
Fold 83,"['CREB', 'STAT5', 'p38', 'NFkB', 'MAPKAPK2', 'STAT3', 'IkB', 'Frequency']",8
Fold 84,[],0
Fold 85,['STAT5'],1
Fold 86,[],0
Fold 87,['STAT5'],1
Fold 88,"['STAT5', 'NFkB', 'Frequency']",3
Fold 89,['STAT5'],1
Fold 90,['STAT5'],1
Fold 91,[],0
Fold 92,[],0
Fold 93,['STAT5'],1
Fold 94,['STAT5'],1
Fold 95,['STAT5'],1
Fold 96,['STAT5'],1
Fold 97,['STAT5'],1
Fold 98,[],0
Fold 99,['STAT5'],1
Fold 100,['STAT5'],1
Fold 101,"['STAT5', 'NFkB', 'Frequency']",3
Fold 102,['STAT5'],1
Fold 103,"['STAT5', 'STAT3', 'Frequency']",3
Fold 104,['STAT5'],1
Fold 105,['STAT5'],1
Fold 106,[],0
Fold 107,[],0
Fold 108,[],0
Fold 109,[],0
Fold 110,['STAT5'],1
Fold 111,"['CREB', 'STAT5', 'p38', 'NFkB', 'MAPKAPK2', 'STAT3', 'IkB', 'Frequency']",8
Fold 112,[],0
Fold 113,['STAT5'],1
Fold 114,['STAT5'],1
Fold 115,[],0
Fold 116,['STAT5'],1
Fold 117,[],0
Fold 118,['STAT5'],1
Fold 119,['STAT5'],1
Fold 120,[],0
Fold 121,[],0
Fold 122,['STAT5'],1
Fold 123,['STAT5'],1
Fold 124,[],0
Fold 125,"['STAT5', 'STAT3', 'Frequency']",3
Fold 126,['STAT5'],1
Fold 127,[],0
Fold 128,['STAT5'],1
