,C'=' 0.052,C'=' 0.628,C'=' 1.203,C'=' 1.778,C'=' 2.353,C'=' 2.929,C'=' 3.504,C'=' 4.079,C'=' 4.655,C'=' 5.230
artificial.1,0.0,0.022,0.034,0.036,0.037,0.041,0.042,0.039,0.041,0.042
artificial.2,0.0,0.138,0.156,0.159,0.165,0.172,0.175,0.176,0.178,0.18
artificial.3,0.0,0.014,0.016,0.017,0.02,0.021,0.021,0.022,0.022,0.025
artificial.4,0.0,0.037,0.073,0.089,0.093,0.099,0.106,0.106,0.106,0.106
artificial.5,0.0,0.078,0.091,0.102,0.105,0.107,0.108,0.108,0.109,0.109
artificial.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.8,0.0,0.011,0.012,0.013,0.013,0.014,0.015,0.017,0.016,0.017
artificial.9,0.0,0.007,0.008,0.009,0.01,0.012,0.014,0.012,0.015,0.011
artificial.10,0.0,0.139,0.152,0.153,0.153,0.156,0.155,0.153,0.157,0.156
artificial.11,0.0,0.004,0.007,0.01,0.012,0.014,0.013,0.016,0.015,0.016
artificial.12,0.0,0.001,0.001,0.002,0.001,0.002,0.001,0.001,0.001,0.002
artificial.13,0.0,0.031,0.044,0.045,0.047,0.049,0.051,0.051,0.051,0.052
artificial.14,0.0,0.001,0.0,0.001,0.001,0.002,0.002,0.0,0.002,0.003
artificial.15,0.0,0.19,0.222,0.229,0.236,0.241,0.242,0.249,0.251,0.252
artificial.16,0.0,0.01,0.011,0.012,0.012,0.013,0.013,0.013,0.013,0.013
artificial.17,0.0,0.047,0.053,0.063,0.065,0.068,0.07,0.075,0.077,0.076
artificial.18,0.0,0.0,0.001,0.002,0.002,0.003,0.004,0.004,0.004,0.006
artificial.19,0.0,0.027,0.037,0.041,0.044,0.046,0.046,0.048,0.048,0.05
artificial.20,0.0,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004
artificial.21,0.0,0.027,0.038,0.037,0.041,0.043,0.045,0.044,0.045,0.047
artificial.22,0.0,0.01,0.015,0.016,0.016,0.016,0.018,0.019,0.017,0.018
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.007,0.007,0.008,0.006,0.009,0.006,0.007,0.007,0.006
artificial.25,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.002
artificial.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.27,0.0,0.002,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.004
artificial.28,0.0,0.002,0.002,0.001,0.003,0.002,0.003,0.003,0.003,0.003
artificial.29,0.0,0.066,0.073,0.078,0.079,0.077,0.078,0.081,0.081,0.082
artificial.30,0.0,0.047,0.064,0.073,0.074,0.076,0.079,0.082,0.084,0.079
artificial.31,0.0,0.001,0.003,0.004,0.004,0.003,0.004,0.006,0.007,0.007
artificial.32,0.0,0.038,0.051,0.053,0.06,0.063,0.063,0.061,0.063,0.065
artificial.33,0.0,0.031,0.036,0.042,0.043,0.045,0.044,0.045,0.045,0.046
artificial.34,0.0,0.001,0.005,0.005,0.005,0.007,0.007,0.007,0.008,0.007
artificial.35,0.0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.36,0.0,0.087,0.108,0.114,0.113,0.116,0.119,0.117,0.116,0.119
artificial.37,0.0,0.002,0.006,0.008,0.009,0.008,0.01,0.011,0.009,0.009
artificial.38,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.39,0.0,0.011,0.018,0.021,0.024,0.025,0.026,0.029,0.027,0.029
artificial.40,0.0,0.006,0.008,0.009,0.009,0.009,0.01,0.013,0.012,0.012
artificial.41,0.0,0.001,0.005,0.006,0.006,0.006,0.008,0.009,0.009,0.01
artificial.42,0.0,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.002,0.001
artificial.43,0.0,0.046,0.058,0.061,0.06,0.068,0.064,0.066,0.067,0.069
artificial.44,0.0,0.041,0.047,0.052,0.052,0.056,0.055,0.057,0.061,0.063
artificial.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.46,0.0,0.006,0.009,0.008,0.009,0.01,0.011,0.01,0.01,0.012
artificial.47,0.0,0.012,0.01,0.013,0.013,0.017,0.018,0.019,0.018,0.019
artificial.48,0.0,0.0,0.002,0.003,0.005,0.006,0.007,0.006,0.009,0.007
