,Max Proba
CD41hiCD61hiPLT_p38,0.698
Tregmem_Frequency,0.597
mDC_Frequency,0.54
CD8Tem_Frequency,0.536
CD4Tnaive_Frequency,0.502
Th1naive_CREB,0.5
CD8Trm_Frequency,0.482
gdTcells_Frequency,0.441
CD41hiCD61hiPLT_S6,0.439
intMC_Frequency,0.43
CD56dimCD16pNKcells_Frequency,0.429
CD4Tcm_Frequency,0.416
Th1naive_MAPKAPK2,0.407
CD8Tnaive_Frequency,0.379
CCR2nncMC_Frequency,0.372
CD62LpImmatureNeutrophils_Frequency,0.364
intMC_CREB,0.347
CCR2pcMC_CREB,0.339
CD4Tem_Frequency,0.321
Th1naive_STAT3,0.312
MDSC_CREB,0.309
Th1naive_p38,0.275
MDSC_Frequency,0.273
Bcells_Frequency,0.264
CCR2pcMC_Frequency,0.251
CD4Tcm_STAT3,0.242
CD62LnAgedNeutrophils_p38,0.24
Tregnaive_STAT3,0.238
MDSC_MAPKAPK2,0.235
CCR2pcMC_MAPKAPK2,0.19
Th1mem_STAT3,0.166
Bcells_p38,0.164
mDC_CREB,0.155
CD4Tnaive_STAT3,0.145
Tregnaive_IkB,0.14
intMC_p38,0.134
CCR2pcMC_p38,0.13
mDC_p38,0.109
MDSC_p38,0.081
mDC_STAT3,0.076
NKT_Frequency,0.072
CD8Tcm_Frequency,0.049
MDSC_STAT3,0.043
