,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
Bcells_Frequency,0.0,0.174,0.328,0.388,0.418,0.442,0.458,0.469,0.472,0.478
CCR2nncMC_Frequency,0.0,0.201,0.246,0.257,0.264,0.267,0.27,0.275,0.276,0.279
CCR2pcMC_STAT3,0.0,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.004,0.003
CCR2pcMC_Frequency,0.0,0.301,0.426,0.465,0.476,0.478,0.481,0.481,0.482,0.481
CD4Tcm_STAT3,0.0,0.0,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CD4Tcm_Frequency,0.0,0.034,0.048,0.056,0.055,0.055,0.059,0.06,0.062,0.06
CD4Tem_STAT3,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_Frequency,0.0,0.006,0.01,0.012,0.018,0.019,0.019,0.02,0.02,0.02
CD4Tnaive_STAT3,0.0,0.007,0.008,0.009,0.009,0.008,0.009,0.009,0.008,0.009
CD4Tnaive_Frequency,0.0,0.338,0.389,0.39,0.386,0.392,0.389,0.388,0.39,0.389
CD4Trm_STAT3,0.0,0.005,0.024,0.039,0.054,0.058,0.061,0.062,0.062,0.061
CD4Trm_Frequency,0.0,0.013,0.012,0.011,0.012,0.011,0.012,0.012,0.012,0.012
CD56dimCD16pNKcells_Frequency,0.0,0.03,0.075,0.084,0.085,0.09,0.099,0.102,0.105,0.109
CD62LnAgedNeutrophils_p38,0.0,0.126,0.173,0.188,0.191,0.187,0.188,0.188,0.191,0.191
CD62LnAgedNeutrophils_S6,0.0,0.311,0.325,0.328,0.329,0.323,0.325,0.325,0.325,0.324
CD62LpImmatureNeutrophils_STAT3,0.0,0.006,0.018,0.027,0.034,0.038,0.04,0.041,0.043,0.043
CD62LpImmatureNeutrophils_S6,0.0,0.098,0.123,0.131,0.136,0.141,0.146,0.148,0.148,0.148
CD62LpImmatureNeutrophils_Frequency,0.0,0.15,0.18,0.187,0.191,0.194,0.198,0.2,0.204,0.206
CD8Tcm_STAT3,0.0,0.033,0.063,0.065,0.074,0.074,0.074,0.074,0.074,0.074
CD8Tcm_Frequency,0.0,0.019,0.03,0.039,0.037,0.04,0.041,0.041,0.044,0.044
CD8Tem_Frequency,0.0,0.01,0.041,0.062,0.069,0.071,0.077,0.084,0.088,0.09
CD8Tnaive_STAT3,0.0,0.004,0.016,0.017,0.02,0.026,0.027,0.028,0.029,0.029
CD8Tnaive_Frequency,0.0,0.246,0.356,0.371,0.379,0.384,0.389,0.39,0.392,0.391
CD8Trm_Frequency,0.0,0.009,0.038,0.041,0.047,0.055,0.059,0.062,0.065,0.066
gdTcells_Frequency,0.0,0.135,0.23,0.263,0.277,0.287,0.289,0.295,0.296,0.299
intMC_STAT3,0.0,0.022,0.031,0.031,0.03,0.031,0.032,0.034,0.035,0.035
intMC_Frequency,0.0,0.118,0.21,0.253,0.281,0.288,0.296,0.305,0.313,0.321
mDC_STAT3,0.0,0.007,0.005,0.005,0.005,0.005,0.004,0.005,0.003,0.004
mDC_Frequency,0.0,0.067,0.063,0.065,0.065,0.064,0.068,0.069,0.066,0.067
MDSC_STAT3,0.0,0.01,0.01,0.01,0.01,0.009,0.01,0.011,0.01,0.01
MDSC_Frequency,0.0,0.018,0.063,0.078,0.088,0.096,0.104,0.105,0.106,0.107
NKT_Frequency,0.0,0.007,0.01,0.018,0.021,0.024,0.026,0.028,0.029,0.028
pDC_STAT3,0.0,0.041,0.046,0.05,0.053,0.052,0.054,0.054,0.057,0.061
Th1mem_STAT3,0.0,0.001,0.001,0.001,0.002,0.003,0.003,0.002,0.003,0.004
Th1naive_STAT3,0.0,0.012,0.019,0.02,0.02,0.021,0.02,0.02,0.02,0.02
Th1naive_IkB,0.0,0.043,0.062,0.072,0.076,0.078,0.079,0.081,0.081,0.083
Tregmem_STAT3,0.0,0.0,0.002,0.002,0.003,0.004,0.005,0.005,0.005,0.005
Tregmem_Frequency,0.0,0.064,0.075,0.074,0.076,0.073,0.071,0.07,0.069,0.069
Tregnaive_STAT3,0.0,0.003,0.005,0.007,0.007,0.009,0.009,0.01,0.01,0.011
