,Max Proba
CD4Tnaive_151Eu_p38_IFNa,0.982
pDCs_151Eu_p38_LPS,0.884
pDCs_151Eu_p38_IFNa,0.873
ncMCs_156Gd_IkB_GMCSF,0.868
Granulocytes_151Eu_p38_IL246,0.854
ncMCs_155Gd_S6_unstim,0.834
CD4Teff_166Er_NFkB_unstim,0.814
CD4Teff_151Eu_p38_IFNa,0.795
Bcells_155Gd_S6_unstim,0.789
ncMCs_167Er_ERK_IL246,0.781
NKT_167Er_ERK_IFNa,0.772
Granulocytes_168Er_STAT6_IL246,0.751
CD4Teff_166Er_NFkB_GMCSF,0.747
Bcells_149Sm_CREB_unstim,0.742
ncMCs_151Eu_p38_GMCSF,0.726
Granulocytes_167Er_ERK_unstim,0.715
Granulocytes_153Eu_STAT1_IFNa,0.701
MDSCs_156Gd_IkB_IFNa,0.693
CD8Tnaive_149Sm_CREB_unstim,0.674
Bcells_155Gd_S6_LPS,0.667
NKT_159Tb_MAPKAPK2_unstim,0.666
CD4Teff_166Er_NFkB_LPS,0.661
NKT_155Gd_S6_IFNa,0.645
CD4negCD8negTcells_168Er_STAT6_unstim,0.629
pDCs_159Tb_MAPKAPK2_IFNa,0.625
MDSCs_156Gd_IkB_IL246,0.624
MDSCs_155Gd_S6_IL246,0.615
pDCs_156Gd_IkB_GMCSF,0.613
intMCs_159Tb_MAPKAPK2_LPS,0.598
CD8Teff_167Er_ERK_GMCSF,0.587
CD56hiCD16negNK_149Sm_CREB_IFNa,0.572
ncMCs_156Gd_IkB_IL246,0.567
CD8Tcm_154Sm_STAT3_IL246,0.564
mDCs_156Gd_IkB_IL246,0.551
pDCs_155Gd_S6_IFNa,0.546
Bcells_167Er_ERK_IL246,0.545
pDCs_156Gd_IkB_IFNa,0.544
MDSCs_155Gd_S6_GMCSF,0.543
Bcells_149Sm_CREB_IL246,0.531
NKT_167Er_ERK_unstim,0.525
CD56hiCD16negNK_151Eu_p38_unstim,0.524
CD4Teff_166Er_NFkB_IL246,0.524
CD56hiCD16negNK_151Eu_p38_GMCSF,0.524
CD56hiCD16negNK_151Eu_p38_LPS,0.524
CD4Teff_149Sm_CREB_GMCSF,0.519
ncMCs_166Er_NFkB_GMCSF,0.518
Granulocytes_167Er_ERK_IFNa,0.515
CD56loCD16posNK_166Er_NFkB_IL246,0.514
CD4negCD8negTcells_151Eu_p38_IL246,0.514
NKT_149Sm_CREB_IFNa,0.513
MDSCs_153Eu_STAT1_IL246,0.513
CD4Tcm_149Sm_CREB_GMCSF,0.512
NKT_151Eu_p38_IFNa,0.509
ncMCs_156Gd_IkB_IFNa,0.505
MDSCs_167Er_ERK_unstim,0.505
ncMCs_150Nd_STAT5_GMCSF,0.505
CD56loCD16posNK_156Gd_IkB_IFNa,0.504
mDCs_167Er_ERK_IFNa,0.503
pDCs_155Gd_S6_IL246,0.503
Bcells_159Tb_MAPKAPK2_GMCSF,0.501
CD4Teff_149Sm_CREB_IFNa,0.5
NKT_166Er_NFkB_LPS,0.5
CD8Tem_149Sm_CREB_LPS,0.5
pDCs_167Er_ERK_unstim,0.5
ncMCs_159Tb_MAPKAPK2_GMCSF,0.492
CD4negCD8negTcells_167Er_ERK_IFNa,0.491
CD4negCD8negTcells_151Eu_p38_IFNa,0.487
MDSCs_166Er_NFkB_LPS,0.485
CD56hiCD16negNK_167Er_ERK_unstim,0.485
NKT_166Er_NFkB_IFNa,0.482
pDCs_156Gd_IkB_LPS,0.482
Bcells_159Tb_MAPKAPK2_unstim,0.481
MDSCs_166Er_NFkB_IL246,0.481
pDCs_151Eu_p38_IL246,0.48
Bcells_155Gd_S6_IL246,0.48
cMCs_167Er_ERK_unstim,0.478
pDCs_151Eu_p38_unstim,0.477
CD4Teff_167Er_ERK_IFNa,0.477
CD56hiCD16negNK_167Er_ERK_GMCSF,0.474
