,Max Proba
Th1naive_IkB,0.527
CD41hiCD61hiPLT_MAPKAPK2,0.479
CD8Tem_Frequency,0.308
gdTcells_NFkB,0.285
Tregnaive_STAT6,0.234
MDSC_Frequency,0.198
CD41hiCD61hiPLT_p38,0.175
Th1naive_STAT5,0.175
CD8Tcm_STAT3,0.137
CD8Tcm_CREB,0.136
CD4Tem_Frequency,0.129
CD41hiCD61hiPLT_CREB,0.087
CD56brightCD16nNKcells_CREB,0.081
CD41hiCD61hiPLT_S6,0.074
CD8Trm_Frequency,0.073
intMC_Frequency,0.067
Th1naive_NFkB,0.06
CD4Tem_STAT3,0.056
CD62LpImmatureNeutrophils_Frequency,0.052
Th1mem_CREB,0.052
Th1naive_CREB,0.049
Tregmem_Frequency,0.048
CCR2nncMC_Frequency,0.041
CD61pCD41pPLT_S6,0.039
CD4Trm_NFkB,0.039
NKT_NFkB,0.035
CD4Trm_STAT6,0.032
Th1naive_STAT6,0.028
CD56brightCD16nNKcells_MAPKAPK2,0.024
Th1mem_NFkB,0.022
Tregmem_STAT3,0.021
gdTcells_Frequency,0.021
NKT_CREB,0.019
CD56dimCD16pNKcells_NFkB,0.018
Th1mem_ERK,0.014
intMC_CREB,0.014
gdTcells_CREB,0.012
CD4Tcm_Frequency,0.009
CD56dimCD16pNKcells_CREB,0.009
pDC_MAPKAPK2,0.009
Bcells_S6,0.009
Tregnaive_STAT3,0.008
Th1naive_MAPKAPK2,0.007
MDSC_MAPKAPK2,0.007
Bcells_NFkB,0.007
MDSC_CREB,0.006
CD62LnAgedNeutrophils_IkB,0.006
pDC_STAT3,0.006
NKT_STAT3,0.005
CD61pCD41pPLT_IkB,0.005
CD8Tnaive_CREB,0.005
CD61pCD41pPLT_STAT3,0.004
Bcells_Frequency,0.004
CD62LpImmatureNeutrophils_CREB,0.004
mDC_MAPKAPK2,0.003
CD8Tem_CREB,0.003
Th1naive_S6,0.003
CD62LnAgedNeutrophils_S6,0.003
CD4Trm_Frequency,0.002
CCR2nncMC_STAT3,0.002
Tregnaive_STAT5,0.002
CD62LpImmatureNeutrophils_S6,0.002
CD62LnAgedNeutrophils_p38,0.002
CCR2pcMC_Frequency,0.002
Th1mem_S6,0.002
CCR2pcMC_CREB,0.001
CD61pCD41pPLT_NFkB,0.001
MDSC_ERK,0.001
CD62LnAgedNeutrophils_NFkB,0.001
pDC_NFkB,0.001
CD62LpImmatureNeutrophils_IkB,0.001
Tregnaive_p38,0.0
mDC_Frequency,0.0
pDC_IkB,0.0
mDC_ERK,0.0
mDC_NFkB,0.0
mDC_IkB,0.0
mDC_S6,0.0
mDC_STAT3,0.0
Th1mem_STAT6,0.0
MDSC_STAT3,0.0
Tregnaive_IkB,0.0
mDC_p38,0.0
mDC_CREB,0.0
Tregnaive_NFkB,0.0
Th1mem_p38,0.0
Tregnaive_ERK,0.0
intMC_MAPKAPK2,0.0
intMC_ERK,0.0
MDSC_p38,0.0
MDSC_IkB,0.0
intMC_IkB,0.0
NKT_p38,0.0
NKT_MAPKAPK2,0.0
NKT_Frequency,0.0
Th1naive_p38,0.0
Th1mem_IkB,0.0
Th1naive_STAT3,0.0
NKT_IkB,0.0
pDC_CREB,0.0
pDC_p38,0.0
Th1naive_ERK,0.0
MDSC_S6,0.0
Tregmem_p38,0.0
Th1mem_STAT5,0.0
Tregmem_IkB,0.0
Tregmem_MAPKAPK2,0.0
Tregnaive_CREB,0.0
Th1mem_STAT3,0.0
MDSC_NFkB,0.0
Th1mem_MAPKAPK2,0.0
intMC_NFkB,0.0
Bcells_CREB,0.0
intMC_S6,0.0
CD4Tnaive_STAT5,0.0
CD4Tcm_MAPKAPK2,0.0
CD4Tem_CREB,0.0
CD4Tem_STAT5,0.0
CD4Tem_p38,0.0
CD4Tem_IkB,0.0
CD4Tem_MAPKAPK2,0.0
CD4Tnaive_p38,0.0
CD4Trm_IkB,0.0
CD4Tnaive_STAT3,0.0
CD4Tnaive_IkB,0.0
CD4Tnaive_MAPKAPK2,0.0
CD4Tnaive_Frequency,0.0
CD4Trm_CREB,0.0
CD4Trm_p38,0.0
CD4Tcm_IkB,0.0
CD4Tcm_STAT3,0.0
CD4Tcm_p38,0.0
CD4Tcm_STAT5,0.0
CD4Tcm_CREB,0.0
CCR2pcMC_MAPKAPK2,0.0
CCR2pcMC_ERK,0.0
CCR2pcMC_NFkB,0.0
CCR2pcMC_IkB,0.0
CCR2pcMC_S6,0.0
CCR2pcMC_STAT3,0.0
CCR2pcMC_p38,0.0
CCR2nncMC_IkB,0.0
CCR2nncMC_S6,0.0
CCR2nncMC_CREB,0.0
Bcells_MAPKAPK2,0.0
Bcells_IkB,0.0
CD4Trm_STAT3,0.0
CD56brightCD16nNKcells_p38,0.0
intMC_STAT3,0.0
CD8Tnaive_Frequency,0.0
Bcells_p38,0.0
CD8Tnaive_STAT5,0.0
CD8Tnaive_p38,0.0
CD8Tnaive_STAT3,0.0
CD8Tnaive_IkB,0.0
CD8Tnaive_MAPKAPK2,0.0
CD8Trm_CREB,0.0
CD56brightCD16nNKcells_IkB,0.0
CD8Trm_p38,0.0
CD8Trm_IkB,0.0
gdTcells_p38,0.0
gdTcells_IkB,0.0
gdTcells_MAPKAPK2,0.0
intMC_p38,0.0
CD8Tem_MAPKAPK2,0.0
CD8Tem_IkB,0.0
CD8Tem_p38,0.0
CD8Tcm_Frequency,0.0
CD8Tcm_MAPKAPK2,0.0
CD8Tcm_IkB,0.0
CD8Tcm_p38,0.0
CD62LpImmatureNeutrophils_STAT3,0.0
CD62LnAgedNeutrophils_Frequency,0.0
CD62LnAgedNeutrophils_MAPKAPK2,0.0
CD62LnAgedNeutrophils_STAT3,0.0
CD62LnAgedNeutrophils_CREB,0.0
CD56dimCD16pNKcells_Frequency,0.0
CD56dimCD16pNKcells_IkB,0.0
CD56dimCD16pNKcells_p38,0.0
CD56brightCD16nNKcells_Frequency,0.0
CD56brightCD16nNKcells_NFkB,0.0
Tregnaive_MAPKAPK2,0.0
