,C'=' 0.041,C'=' 0.487,C'=' 0.933,C'=' 1.379,C'=' 1.825,C'=' 2.271,C'=' 2.717,C'=' 3.163,C'=' 3.609,C'=' 4.055
Bcells_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_S6,0.0,0.639,0.75,0.798,0.828,0.847,0.864,0.877,0.888,0.898
Bcells_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bcells_Frequency,0.0,0.009,0.026,0.039,0.053,0.063,0.077,0.085,0.096,0.12
CCR2nncMC_CREB,0.0,0.084,0.107,0.133,0.159,0.19,0.213,0.235,0.273,0.301
CCR2nncMC_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002
CCR2nncMC_S6,0.0,0.172,0.228,0.257,0.299,0.325,0.349,0.372,0.4,0.424
CCR2nncMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2nncMC_NFkB,0.0,0.427,0.534,0.598,0.654,0.696,0.723,0.767,0.8,0.832
CCR2nncMC_MAPKAPK2,0.0,0.614,0.714,0.76,0.793,0.824,0.846,0.864,0.88,0.891
CCR2nncMC_Frequency,0.0,0.716,0.767,0.8,0.816,0.829,0.846,0.861,0.876,0.889
CCR2pcMC_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_STAT3,0.0,0.0,0.001,0.003,0.005,0.006,0.012,0.015,0.021,0.029
CCR2pcMC_S6,0.0,0.164,0.31,0.411,0.497,0.563,0.62,0.65,0.675,0.701
CCR2pcMC_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR2pcMC_Frequency,0.0,0.508,0.634,0.71,0.758,0.799,0.838,0.869,0.888,0.901
CD41hiCD61hiPLT_p38,0.0,0.0,0.0,0.002,0.003,0.007,0.01,0.014,0.021,0.031
CD41hiCD61hiPLT_MAPKAPK2,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.003,0.004,0.005
CD4Tcm_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT5,0.0,0.001,0.002,0.003,0.003,0.005,0.008,0.009,0.011,0.013
CD4Tcm_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
CD4Tcm_IkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_NFkB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_MAPKAPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tcm_Frequency,0.0,0.001,0.006,0.008,0.011,0.015,0.019,0.022,0.024,0.028
CD4Tem_CREB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT5,0.0,0.005,0.012,0.015,0.021,0.03,0.033,0.045,0.049,0.052
CD4Tem_p38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4Tem_STAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
