,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'STAT3']",2
Fold 1,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 2,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 3,"['CREB', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 4,"['CREB', 'STAT3']",2
Fold 5,"['CREB', 'NFkB']",2
Fold 6,"['CREB', 'STAT3']",2
Fold 7,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 8,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 9,"['CREB', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 10,"['CREB', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 11,['CREB'],1
Fold 12,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 13,[],0
Fold 14,"['CREB', 'STAT3']",2
Fold 15,"['CREB', 'STAT3', 'NFkB']",3
Fold 16,"['CREB', 'STAT3', 'NFkB']",3
Fold 17,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 18,"['CREB', 'STAT3']",2
Fold 19,"['CREB', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 20,[],0
Fold 21,"['CREB', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 22,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 23,"['CREB', 'NFkB']",2
Fold 24,"['CREB', 'STAT3']",2
Fold 25,"['CREB', 'STAT3', 'NFkB']",3
Fold 26,"['CREB', 'STAT3']",2
Fold 27,"['CREB', 'STAT3', 'NFkB']",3
Fold 28,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 29,"['CREB', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 30,['CREB'],1
Fold 31,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 32,"['CREB', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 33,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 34,"['CREB', 'STAT3', 'MAPKAPK2']",3
Fold 35,"['CREB', 'STAT3']",2
Fold 36,"['CREB', 'STAT3', 'MAPKAPK2']",3
