,Fold selected features,Fold nb of features
Fold 0,"['STAT3', 'IkB']",2
Fold 1,['Frequency'],1
Fold 2,"['STAT3', 'Frequency']",2
Fold 3,['STAT3'],1
Fold 4,['IkB'],1
Fold 5,"['STAT3', 'Frequency']",2
Fold 6,['STAT3'],1
Fold 7,[],0
Fold 8,['STAT3'],1
Fold 9,[],0
Fold 10,"['STAT3', 'IkB']",2
Fold 11,[],0
Fold 12,"['STAT3', 'IkB']",2
Fold 13,[],0
Fold 14,[],0
Fold 15,[],0
Fold 16,['IkB'],1
Fold 17,"['IkB', 'Frequency']",2
Fold 18,[],0
Fold 19,['STAT3'],1
Fold 20,[],0
Fold 21,[],0
Fold 22,"['STAT3', 'Frequency']",2
Fold 23,"['STAT3', 'Frequency']",2
Fold 24,[],0
Fold 25,[],0
Fold 26,[],0
Fold 27,['IkB'],1
Fold 28,[],0
Fold 29,['STAT3'],1
Fold 30,[],0
Fold 31,"['STAT3', 'IkB']",2
Fold 32,"['STAT3', 'IkB']",2
Fold 33,"['IkB', 'Frequency']",2
Fold 34,['STAT3'],1
Fold 35,['IkB'],1
Fold 36,['Frequency'],1
Fold 37,['STAT3'],1
Fold 38,"['STAT3', 'IkB']",2
Fold 39,['STAT3'],1
Fold 40,"['IkB', 'Frequency']",2
Fold 41,['IkB'],1
Fold 42,"['STAT3', 'IkB']",2
Fold 43,[],0
Fold 44,"['STAT3', 'Frequency']",2
Fold 45,['STAT3'],1
Fold 46,[],0
Fold 47,[],0
Fold 48,[],0
Fold 49,[],0
Fold 50,"['STAT3', 'Frequency']",2
Fold 51,"['STAT3', 'IkB']",2
Fold 52,['STAT3'],1
Fold 53,"['STAT3', 'IkB']",2
Fold 54,['STAT3'],1
Fold 55,[],0
Fold 56,[],0
Fold 57,['Frequency'],1
Fold 58,['STAT3'],1
Fold 59,['IkB'],1
Fold 60,"['STAT3', 'IkB']",2
Fold 61,['STAT3'],1
Fold 62,['STAT3'],1
Fold 63,['IkB'],1
Fold 64,['Frequency'],1
Fold 65,['STAT3'],1
Fold 66,[],0
Fold 67,"['STAT3', 'IkB']",2
Fold 68,[],0
Fold 69,"['IkB', 'Frequency']",2
Fold 70,"['STAT3', 'Frequency']",2
Fold 71,[],0
Fold 72,"['STAT3', 'Frequency']",2
Fold 73,['IkB'],1
Fold 74,['STAT3'],1
Fold 75,[],0
Fold 76,[],0
Fold 77,"['STAT3', 'IkB']",2
Fold 78,[],0
Fold 79,[],0
Fold 80,"['STAT3', 'Frequency']",2
Fold 81,[],0
Fold 82,"['IkB', 'Frequency']",2
Fold 83,[],0
Fold 84,"['STAT3', 'IkB']",2
Fold 85,[],0
Fold 86,"['STAT3', 'IkB']",2
Fold 87,[],0
Fold 88,['STAT3'],1
Fold 89,[],0
Fold 90,['Frequency'],1
Fold 91,['IkB'],1
Fold 92,['STAT3'],1
Fold 93,['STAT3'],1
Fold 94,['STAT3'],1
Fold 95,['IkB'],1
Fold 96,[],0
Fold 97,"['STAT3', 'Frequency']",2
Fold 98,"['STAT3', 'IkB']",2
Fold 99,[],0
Fold 100,[],0
Fold 101,['STAT3'],1
Fold 102,[],0
Fold 103,"['STAT3', 'Frequency']",2
Fold 104,"['STAT3', 'Frequency']",2
Fold 105,[],0
Fold 106,"['STAT3', 'IkB']",2
Fold 107,"['IkB', 'Frequency']",2
Fold 108,"['STAT3', 'IkB']",2
Fold 109,[],0
Fold 110,['STAT3'],1
Fold 111,[],0
Fold 112,['STAT3'],1
Fold 113,['Frequency'],1
Fold 114,['IkB'],1
Fold 115,['IkB'],1
Fold 116,['STAT3'],1
Fold 117,"['STAT3', 'IkB']",2
Fold 118,[],0
Fold 119,[],0
Fold 120,"['STAT3', 'IkB']",2
Fold 121,"['IkB', 'Frequency']",2
Fold 122,[],0
Fold 123,[],0
Fold 124,"['STAT3', 'IkB']",2
Fold 125,"['STAT3', 'Frequency']",2
Fold 126,[],0
Fold 127,[],0
Fold 128,[],0
Fold 129,"['STAT3', 'Frequency']",2
Fold 130,[],0
