,Fold selected features,Fold nb of features
Fold 0,['STAT6'],1
Fold 1,['STAT6'],1
Fold 2,['STAT6'],1
Fold 3,['S6'],1
Fold 4,[],0
Fold 5,['STAT6'],1
Fold 6,['STAT6'],1
Fold 7,[],0
Fold 8,['STAT6'],1
Fold 9,['STAT6'],1
Fold 10,[],0
Fold 11,[],0
Fold 12,['STAT6'],1
Fold 13,['STAT6'],1
Fold 14,"['S6', 'STAT6']",2
Fold 15,[],0
Fold 16,[],0
Fold 17,['STAT6'],1
Fold 18,"['S6', 'STAT6']",2
Fold 19,['S6'],1
Fold 20,['STAT6'],1
Fold 21,['STAT6'],1
Fold 22,['STAT6'],1
Fold 23,['STAT6'],1
Fold 24,"['S6', 'STAT6']",2
Fold 25,[],0
Fold 26,"['S6', 'STAT6']",2
Fold 27,[],0
Fold 28,[],0
Fold 29,['S6'],1
Fold 30,[],0
Fold 31,['STAT6'],1
Fold 32,[],0
Fold 33,['STAT6'],1
Fold 34,['STAT6'],1
Fold 35,[],0
Fold 36,['STAT6'],1
Fold 37,['STAT6'],1
Fold 38,['STAT6'],1
Fold 39,['S6'],1
Fold 40,['STAT6'],1
Fold 41,[],0
Fold 42,['STAT6'],1
Fold 43,[],0
Fold 44,['STAT6'],1
Fold 45,['STAT6'],1
Fold 46,['STAT6'],1
Fold 47,[],0
Fold 48,"['S6', 'STAT6']",2
Fold 49,"['S6', 'STAT6']",2
Fold 50,['STAT6'],1
Fold 51,['STAT6'],1
Fold 52,['S6'],1
Fold 53,[],0
Fold 54,['STAT6'],1
Fold 55,['STAT6'],1
Fold 56,[],0
Fold 57,['STAT6'],1
Fold 58,['S6'],1
Fold 59,[],0
Fold 60,['STAT6'],1
Fold 61,['STAT6'],1
Fold 62,['S6'],1
Fold 63,[],0
Fold 64,['STAT6'],1
Fold 65,['STAT6'],1
Fold 66,"['S6', 'STAT6']",2
Fold 67,['STAT6'],1
Fold 68,[],0
Fold 69,['STAT6'],1
Fold 70,['STAT6'],1
Fold 71,['STAT6'],1
Fold 72,['STAT6'],1
Fold 73,[],0
Fold 74,['S6'],1
Fold 75,[],0
Fold 76,['STAT6'],1
Fold 77,[],0
Fold 78,[],0
Fold 79,"['S6', 'STAT6']",2
Fold 80,['STAT6'],1
Fold 81,[],0
Fold 82,['STAT6'],1
Fold 83,['STAT6'],1
Fold 84,['STAT6'],1
Fold 85,[],0
Fold 86,['STAT6'],1
Fold 87,['STAT6'],1
Fold 88,['S6'],1
Fold 89,"['S6', 'STAT6']",2
Fold 90,['STAT6'],1
Fold 91,[],0
Fold 92,['STAT6'],1
Fold 93,['S6'],1
Fold 94,['STAT6'],1
Fold 95,[],0
Fold 96,"['S6', 'STAT6']",2
Fold 97,['STAT6'],1
Fold 98,[],0
Fold 99,[],0
Fold 100,[],0
Fold 101,['S6'],1
Fold 102,"['S6', 'STAT6']",2
Fold 103,['STAT6'],1
Fold 104,['STAT6'],1
Fold 105,['STAT6'],1
Fold 106,['STAT6'],1
Fold 107,['STAT6'],1
Fold 108,[],0
Fold 109,[],0
Fold 110,['STAT6'],1
Fold 111,['STAT6'],1
Fold 112,['STAT6'],1
Fold 113,['STAT6'],1
Fold 114,[],0
Fold 115,[],0
Fold 116,['S6'],1
Fold 117,['STAT6'],1
Fold 118,[],0
Fold 119,"['S6', 'STAT6']",2
Fold 120,[],0
Fold 121,['STAT6'],1
Fold 122,[],0
Fold 123,['STAT6'],1
Fold 124,['STAT6'],1
Fold 125,['STAT6'],1
Fold 126,[],0
Fold 127,[],0
Fold 128,"['S6', 'STAT6']",2
Fold 129,['STAT6'],1
Fold 130,"['S6', 'STAT6']",2
Fold 131,['STAT6'],1
Fold 132,['STAT6'],1
Fold 133,['S6'],1
Fold 134,['STAT6'],1
Fold 135,[],0
Fold 136,['STAT6'],1
Fold 137,['STAT6'],1
Fold 138,[],0
Fold 139,['S6'],1
Fold 140,['STAT6'],1
Fold 141,['STAT6'],1
Fold 142,['S6'],1
Fold 143,['STAT6'],1
Fold 144,[],0
Fold 145,['STAT6'],1
Fold 146,[],0
Fold 147,['STAT6'],1
Fold 148,['STAT6'],1
Fold 149,[],0
Fold 150,['STAT6'],1
Fold 151,[],0
Fold 152,['S6'],1
Fold 153,['STAT6'],1
Fold 154,['STAT6'],1
Fold 155,['STAT6'],1
Fold 156,[],0
Fold 157,[],0
Fold 158,"['S6', 'STAT6']",2
Fold 159,"['S6', 'STAT6']",2
Fold 160,['STAT6'],1
Fold 161,['STAT6'],1
Fold 162,[],0
Fold 163,[],0
Fold 164,['STAT6'],1
Fold 165,['STAT6'],1
Fold 166,"['S6', 'STAT6']",2
Fold 167,[],0
Fold 168,['S6'],1
Fold 169,['STAT6'],1
Fold 170,[],0
Fold 171,['STAT6'],1
Fold 172,['STAT6'],1
Fold 173,['STAT6'],1
Fold 174,[],0
Fold 175,['STAT6'],1
Fold 176,['STAT6'],1
Fold 177,"['S6', 'STAT6']",2
Fold 178,[],0
Fold 179,['S6'],1
Fold 180,"['S6', 'STAT6']",2
Fold 181,['STAT6'],1
Fold 182,['S6'],1
Fold 183,['STAT6'],1
Fold 184,[],0
Fold 185,['STAT6'],1
Fold 186,['STAT6'],1
Fold 187,[],0
Fold 188,['STAT6'],1
Fold 189,[],0
Fold 190,[],0
Fold 191,['STAT6'],1
Fold 192,[],0
Fold 193,"['S6', 'STAT6']",2
Fold 194,['STAT6'],1
Fold 195,[],0
Fold 196,['S6'],1
Fold 197,['STAT6'],1
Fold 198,['STAT6'],1
Fold 199,['STAT6'],1
