,Fold selected features,Fold nb of features
Fold 0,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 1,['S6'],1
Fold 2,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 3,['S6'],1
Fold 4,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 5,"['S6', 'ERK']",2
Fold 6,['S6'],1
Fold 7,['S6'],1
Fold 8,['S6'],1
Fold 9,['S6'],1
Fold 10,['S6'],1
Fold 11,"['S6', 'ERK']",2
Fold 12,['S6'],1
Fold 13,"['S6', 'ERK']",2
Fold 14,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 15,"['S6', 'ERK']",2
Fold 16,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 17,['S6'],1
Fold 18,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",8
Fold 19,['S6'],1
Fold 20,"['S6', 'ERK']",2
Fold 21,['S6'],1
Fold 22,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 23,"['S6', 'ERK']",2
Fold 24,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 25,"['S6', 'ERK']",2
Fold 26,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",8
Fold 27,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 28,['S6'],1
Fold 29,['S6'],1
Fold 30,"['S6', 'ERK']",2
Fold 31,['S6'],1
Fold 32,['S6'],1
Fold 33,['S6'],1
Fold 34,['S6'],1
Fold 35,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 36,['S6'],1
Fold 37,['S6'],1
Fold 38,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 39,['S6'],1
Fold 40,['S6'],1
Fold 41,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 42,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 43,"['S6', 'ERK']",2
Fold 44,"['S6', 'ERK']",2
Fold 45,['S6'],1
Fold 46,['S6'],1
Fold 47,"['S6', 'ERK']",2
Fold 48,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 49,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",8
Fold 50,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 51,['S6'],1
Fold 52,['S6'],1
Fold 53,['S6'],1
Fold 54,['S6'],1
Fold 55,"['S6', 'ERK']",2
Fold 56,['S6'],1
Fold 57,['S6'],1
Fold 58,['S6'],1
Fold 59,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 60,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 61,['S6'],1
Fold 62,['S6'],1
Fold 63,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 64,['S6'],1
Fold 65,['S6'],1
Fold 66,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 67,['S6'],1
Fold 68,"['S6', 'ERK']",2
Fold 69,['S6'],1
Fold 70,"['S6', 'ERK']",2
Fold 71,"['S6', 'ERK']",2
Fold 72,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 73,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 74,['S6'],1
Fold 75,['S6'],1
Fold 76,['S6'],1
Fold 77,['S6'],1
Fold 78,"['S6', 'ERK']",2
Fold 79,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",8
Fold 80,"['S6', 'ERK']",2
Fold 81,"['S6', 'ERK']",2
Fold 82,['S6'],1
Fold 83,"['S6', 'ERK']",2
Fold 84,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 85,"['S6', 'ERK']",2
Fold 86,['S6'],1
Fold 87,['S6'],1
Fold 88,['S6'],1
Fold 89,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 90,['S6'],1
Fold 91,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 92,['S6'],1
Fold 93,['S6'],1
Fold 94,['S6'],1
Fold 95,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 96,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",8
Fold 97,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 98,['S6'],1
Fold 99,['S6'],1
Fold 100,['S6'],1
Fold 101,['S6'],1
Fold 102,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 103,"['S6', 'ERK']",2
Fold 104,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 105,['S6'],1
Fold 106,['S6'],1
Fold 107,['S6'],1
Fold 108,['S6'],1
Fold 109,"['S6', 'ERK']",2
Fold 110,['S6'],1
Fold 111,"['S6', 'ERK']",2
Fold 112,['S6'],1
Fold 113,['S6'],1
Fold 114,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 115,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 116,['S6'],1
Fold 117,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 118,"['S6', 'ERK']",2
Fold 119,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",8
Fold 120,['S6'],1
Fold 121,['S6'],1
Fold 122,"['S6', 'ERK']",2
Fold 123,['S6'],1
Fold 124,['S6'],1
Fold 125,"['S6', 'ERK']",2
Fold 126,['S6'],1
Fold 127,"['S6', 'ERK']",2
Fold 128,"['CREB', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",9
Fold 129,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 130,"['CREB', 'STAT5', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6']",8
Fold 131,['S6'],1
Fold 132,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 133,['S6'],1
Fold 134,['S6'],1
Fold 135,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 136,['S6'],1
Fold 137,"['S6', 'ERK']",2
Fold 138,"['CREB', 'STAT5', 'p38', 'STAT3', 'S6', 'IkB', 'NFkB', 'ERK', 'STAT6', 'MAPKAPK2']",10
Fold 139,['S6'],1
Fold 140,['S6'],1
Fold 141,['S6'],1
Fold 142,['S6'],1
Fold 143,"['S6', 'ERK']",2
Fold 144,['S6'],1
