,Max Proba
CD4Tnaive_Frequency,0.345
Tregnaive_STAT6,0.263
pDC_STAT5,0.24
Bcells_Frequency,0.221
CD4Trm_STAT6,0.217
CCR2pcMC_Frequency,0.203
CD62LpImmatureNeutrophils_Frequency,0.149
Tregnaive_STAT5,0.147
CD56brightCD16nNKcells_Frequency,0.14
CD8Tnaive_Frequency,0.136
CCR2nncMC_MAPKAPK2,0.133
Th1mem_STAT6,0.132
pDC_MAPKAPK2,0.124
CD62LnAgedNeutrophils_p38,0.118
gdTcells_IkB,0.112
Tregmem_STAT5,0.104
Th1naive_NFkB,0.104
intMC_Frequency,0.091
Th1naive_ERK,0.078
CD4Tcm_Frequency,0.076
CD62LnAgedNeutrophils_IkB,0.075
CD62LpImmatureNeutrophils_IkB,0.072
Tregnaive_S6,0.066
CCR2nncMC_NFkB,0.059
Th1mem_ERK,0.055
CD61pCD41pPLT_STAT3,0.055
CD4Trm_NFkB,0.054
CD61pCD41pPLT_S6,0.052
Th1mem_STAT5,0.05
mDC_IkB,0.049
CD56brightCD16nNKcells_IkB,0.048
CD61pCD41pPLT_CREB,0.047
Tregmem_Frequency,0.047
CD56dimCD16pNKcells_Frequency,0.046
CCR2nncMC_CREB,0.045
MDSC_Frequency,0.045
CD4Trm_STAT5,0.045
CD62LnAgedNeutrophils_S6,0.044
NKT_IkB,0.043
CD62LnAgedNeutrophils_Frequency,0.041
CD62LnAgedNeutrophils_STAT3,0.041
Th1naive_STAT6,0.041
Tregnaive_IkB,0.04
CCR2nncMC_Frequency,0.04
CD62LpImmatureNeutrophils_S6,0.035
pDC_CREB,0.033
Th1naive_IkB,0.031
pDC_STAT3,0.03
Tregnaive_NFkB,0.029
intMC_IkB,0.028
CD8Tnaive_IkB,0.027
intMC_STAT3,0.027
CD4Trm_S6,0.026
CD62LnAgedNeutrophils_MAPKAPK2,0.024
Th1naive_MAPKAPK2,0.023
gdTcells_Frequency,0.023
Th1naive_CREB,0.023
pDC_S6,0.022
Tregnaive_ERK,0.021
CD8Tnaive_STAT5,0.021
pDC_IkB,0.02
CD8Tcm_Frequency,0.02
Th1naive_STAT3,0.019
Th1mem_CREB,0.018
CCR2nncMC_S6,0.016
CCR2pcMC_NFkB,0.016
mDC_Frequency,0.016
CD41hiCD61hiPLT_p38,0.015
NKT_STAT5,0.015
CD4Trm_IkB,0.014
CD8Tcm_STAT3,0.014
CD62LpImmatureNeutrophils_CREB,0.013
CCR2nncMC_IkB,0.013
CD4Tem_Frequency,0.012
mDC_S6,0.011
Th1mem_IkB,0.01
CD4Tcm_IkB,0.01
intMC_S6,0.01
MDSC_IkB,0.009
CD4Trm_Frequency,0.008
CD56dimCD16pNKcells_CREB,0.008
CD4Tnaive_STAT3,0.007
CD4Trm_STAT3,0.007
Bcells_NFkB,0.007
mDC_CREB,0.006
CD62LnAgedNeutrophils_CREB,0.006
gdTcells_NFkB,0.006
CD4Tem_STAT6,0.006
MDSC_STAT3,0.006
NKT_Frequency,0.004
mDC_STAT3,0.004
CD8Tem_Frequency,0.004
CCR2nncMC_STAT3,0.003
NKT_STAT6,0.003
CD8Trm_Frequency,0.003
CCR2pcMC_STAT3,0.003
CD61pCD41pPLT_IkB,0.002
CD4Tcm_STAT5,0.002
CD61pCD41pPLT_NFkB,0.002
CD4Tnaive_STAT5,0.002
Th1mem_S6,0.002
MDSC_S6,0.002
CCR2pcMC_CREB,0.001
Tregnaive_STAT3,0.001
CD8Tcm_STAT5,0.001
CD8Tnaive_NFkB,0.001
CD4Tem_NFkB,0.001
gdTcells_STAT6,0.001
CD4Tem_IkB,0.001
intMC_CREB,0.001
CD4Tnaive_NFkB,0.001
CD4Tcm_STAT3,0.0
Tregmem_NFkB,0.0
CCR2pcMC_S6,0.0
CCR2pcMC_IkB,0.0
Tregmem_STAT3,0.0
Th1naive_S6,0.0
CD62LpImmatureNeutrophils_STAT3,0.0
Th1naive_STAT5,0.0
CD4Tcm_NFkB,0.0
CD8Tcm_NFkB,0.0
CD8Tem_NFkB,0.0
CD8Tnaive_STAT3,0.0
CD8Trm_NFkB,0.0
gdTcells_CREB,0.0
CD56dimCD16pNKcells_NFkB,0.0
CD56brightCD16nNKcells_NFkB,0.0
intMC_NFkB,0.0
MDSC_CREB,0.0
CD4Tnaive_IkB,0.0
pDC_NFkB,0.0
Th1mem_STAT3,0.0
Th1mem_NFkB,0.0
CD4Tem_STAT3,0.0
CD4Tem_STAT5,0.0
NKT_NFkB,0.0
