,C'=' 0.048,C'=' 0.576,C'=' 1.104,C'=' 1.633,C'=' 2.161,C'=' 2.689,C'=' 3.217,C'=' 3.745,C'=' 4.274,C'=' 4.802
artificial.1,0.0,0.034,0.039,0.054,0.062,0.066,0.076,0.08,0.088,0.093
artificial.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.3,0.0,0.004,0.003,0.003,0.003,0.005,0.005,0.005,0.008,0.01
artificial.4,0.0,0.062,0.106,0.133,0.151,0.167,0.182,0.194,0.202,0.214
artificial.5,0.0,0.0,0.002,0.009,0.017,0.02,0.023,0.027,0.032,0.037
artificial.6,0.0,0.105,0.144,0.168,0.186,0.201,0.221,0.24,0.263,0.274
artificial.7,0.0,0.0,0.003,0.004,0.007,0.013,0.018,0.019,0.023,0.031
artificial.8,0.0,0.003,0.013,0.02,0.029,0.039,0.049,0.061,0.076,0.091
artificial.9,0.0,0.003,0.009,0.009,0.012,0.012,0.013,0.014,0.016,0.019
artificial.10,0.0,0.0,0.002,0.006,0.008,0.01,0.017,0.017,0.018,0.017
artificial.11,0.0,0.069,0.08,0.087,0.094,0.099,0.101,0.103,0.106,0.107
artificial.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.13,0.0,0.005,0.014,0.021,0.025,0.026,0.03,0.034,0.037,0.043
artificial.14,0.0,0.133,0.15,0.168,0.186,0.201,0.213,0.219,0.227,0.232
artificial.15,0.0,0.012,0.018,0.021,0.02,0.024,0.025,0.03,0.034,0.034
artificial.16,0.0,0.075,0.134,0.163,0.185,0.204,0.218,0.234,0.245,0.253
artificial.17,0.0,0.006,0.021,0.026,0.033,0.046,0.054,0.063,0.069,0.081
artificial.18,0.0,0.153,0.221,0.261,0.29,0.31,0.329,0.349,0.367,0.379
artificial.19,0.0,0.034,0.064,0.082,0.094,0.112,0.123,0.138,0.158,0.175
artificial.20,0.0,0.134,0.203,0.244,0.274,0.308,0.328,0.35,0.369,0.385
artificial.21,0.0,0.022,0.026,0.031,0.035,0.037,0.04,0.045,0.049,0.053
artificial.22,0.0,0.0,0.002,0.004,0.006,0.01,0.014,0.018,0.024,0.029
artificial.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
artificial.25,0.0,0.013,0.031,0.042,0.053,0.059,0.069,0.078,0.087,0.102
artificial.26,0.0,0.016,0.024,0.03,0.037,0.047,0.051,0.06,0.067,0.076
artificial.27,0.0,0.001,0.002,0.005,0.006,0.006,0.006,0.005,0.005,0.007
artificial.28,0.0,0.03,0.043,0.054,0.071,0.083,0.088,0.09,0.099,0.112
artificial.29,0.0,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004
artificial.30,0.0,0.016,0.021,0.026,0.03,0.031,0.033,0.035,0.038,0.042
artificial.31,0.0,0.0,0.0,0.0,0.003,0.006,0.009,0.011,0.014,0.016
artificial.32,0.0,0.328,0.403,0.441,0.477,0.504,0.533,0.551,0.571,0.59
artificial.33,0.0,0.035,0.057,0.068,0.076,0.089,0.105,0.115,0.126,0.141
artificial.34,0.0,0.021,0.029,0.034,0.039,0.043,0.045,0.047,0.056,0.064
artificial.35,0.0,0.008,0.018,0.029,0.038,0.046,0.055,0.068,0.072,0.077
artificial.36,0.0,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.003
artificial.37,0.0,0.237,0.284,0.306,0.329,0.348,0.37,0.381,0.392,0.402
artificial.38,0.0,0.194,0.273,0.318,0.363,0.396,0.421,0.44,0.461,0.49
artificial.39,0.0,0.024,0.05,0.076,0.09,0.106,0.119,0.126,0.135,0.152
artificial.40,0.0,0.0,0.0,0.0,0.002,0.004,0.008,0.011,0.021,0.024
artificial.41,0.0,0.021,0.047,0.06,0.072,0.078,0.085,0.093,0.096,0.101
artificial.42,0.0,0.01,0.025,0.03,0.04,0.048,0.051,0.057,0.063,0.068
artificial.43,0.0,0.03,0.026,0.025,0.024,0.022,0.023,0.023,0.025,0.024
artificial.44,0.0,0.002,0.005,0.009,0.008,0.007,0.007,0.008,0.009,0.009
artificial.45,0.0,0.001,0.002,0.003,0.004,0.005,0.005,0.006,0.007,0.008
artificial.46,0.0,0.001,0.002,0.002,0.007,0.01,0.011,0.015,0.019,0.025
artificial.47,0.0,0.019,0.039,0.047,0.06,0.067,0.07,0.074,0.082,0.085
artificial.48,0.0,0.003,0.015,0.02,0.025,0.027,0.028,0.034,0.037,0.039
artificial.49,0.0,0.105,0.114,0.129,0.134,0.141,0.153,0.168,0.176,0.192
artificial.50,0.0,0.002,0.012,0.019,0.027,0.035,0.045,0.052,0.064,0.071
artificial.51,0.0,0.253,0.351,0.394,0.44,0.472,0.493,0.511,0.533,0.547
artificial.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artificial.53,0.0,0.143,0.16,0.165,0.17,0.18,0.183,0.192,0.196,0.203
artificial.54,0.0,0.117,0.201,0.242,0.275,0.294,0.317,0.343,0.366,0.381
artificial.55,0.0,0.003,0.004,0.006,0.007,0.009,0.009,0.011,0.013,0.014
artificial.56,0.0,0.061,0.091,0.1,0.109,0.121,0.133,0.141,0.152,0.154
artificial.57,0.0,0.0,0.0,0.001,0.002,0.002,0.004,0.004,0.004,0.004
artificial.58,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.004,0.006,0.008
artificial.59,0.0,0.004,0.005,0.008,0.012,0.014,0.018,0.021,0.025,0.027
